Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:43 AM,25.0 °F,15.5 °F,21.9 °F,88%,29.82 in,4.0 mi,WSW,9.2 mph,  -,N/A,	 ,Overcast
12:53 AM,25.0 °F,14.8 °F,21.0 °F,85%,29.87 in,4.0 mi,WSW,10.4 mph,  -,N/A,	 ,Overcast
1:34 AM,24.1 °F,13.7 °F,21.0 °F,88%,29.81 in,3.0 mi,West,10.4 mph,  -,N/A,	 ,Overcast
1:44 AM,24.1 °F,13.7 °F,21.0 °F,88%,29.81 in,3.0 mi,WNW,10.4 mph,  -,N/A,	 ,Overcast
1:51 AM,24.8 °F,15.3 °F,21.2 °F,86%,29.81 in,4.0 mi,West,9.2 mph,  -,N/A,	 ,Overcast
1:53 AM,24.1 °F,15.2 °F,21.0 °F,88%,29.85 in,4.0 mi,WNW,8.1 mph,  -,N/A,	 ,Overcast
2:36 AM,23.0 °F,11.7 °F,19.9 °F,88%,29.78 in,5.0 mi,WNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,23.0 °F,11.7 °F,19.9 °F,88%,29.85 in,4.0 mi,WNW,11.5 mph,  -,N/A,	 ,Overcast
3:53 AM,23.0 °F,14.7 °F,21.0 °F,92%,29.86 in,4.0 mi,West,6.9 mph,  -,N/A,	 ,Overcast
4:29 AM,21.9 °F,17.2 °F,19.0 °F,89%,29.78 in,5.0 mi,NW,3.5 mph,  -,N/A,	 ,Overcast
4:53 AM,21.0 °F,13.4 °F,18.0 °F,88%,29.86 in,4.0 mi,WNW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
5:28 AM,21.0 °F,13.4 °F,18.0 °F,88%,29.78 in,1.5 mi,WSW,5.8 mph,  -,N/A,	 ,Scattered Clouds
5:31 AM,21.0 °F,13.4 °F,19.0 °F,92%,29.78 in,0.8 mi,WSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
5:44 AM,21.0 °F,10.6 °F,19.0 °F,92%,29.78 in,0.5 mi,SW,9.2 mph,  -,N/A,Fog,Light Freezing Fog
5:53 AM,21.0 °F,12.4 °F,19.0 °F,92%,29.88 in,0.2 mi,SW,6.9 mph,  -,N/A,Fog,Light Freezing Fog
6:04 AM,19.9 °F,10.1 °F,18.0 °F,92%,29.78 in,2.0 mi,SW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
6:16 AM,19.0 °F,9.0 °F,17.1 °F,92%,29.78 in,1.8 mi,SW,8.1 mph,  -,N/A,	 ,Scattered Clouds
6:29 AM,19.9 °F,12.1 °F,17.1 °F,89%,29.78 in,3.0 mi,SW,5.8 mph,  -,N/A,	 ,Scattered Clouds
6:53 AM,21.0 °F,14.6 °F,18.0 °F,88%,29.88 in,4.0 mi,WSW,4.6 mph,  -,N/A,	 ,Scattered Clouds
7:53 AM,24.1 °F,11.5 °F,12.0 °F,60%,29.86 in,10.0 mi,West,15.0 mph,  -,N/A,	 ,Partly Cloudy
8:53 AM,28.0 °F,14.9 °F,5.0 °F,38%,29.83 in,10.0 mi,West,19.6 mph,31.1 mph,N/A,	 ,Partly Cloudy
9:53 AM,30.0 °F,16.0 °F,1.9 °F,30%,29.81 in,10.0 mi,West,25.3 mph,35.7 mph,N/A,	 ,Partly Cloudy
10:53 AM,32.0 °F,17.4 °F,1.0 °F,27%,29.78 in,10.0 mi,West,31.1 mph,43.7 mph,N/A,	 ,Partly Cloudy
11:53 AM,34.0 °F,20.8 °F,3.0 °F,27%,29.77 in,10.0 mi,West,27.6 mph,38.0 mph,N/A,	 ,Partly Cloudy
12:53 PM,35.1 °F,22.0 °F,1.0 °F,24%,29.75 in,10.0 mi,West,28.8 mph,43.7 mph,N/A,	 ,Scattered Clouds
1:53 PM,35.1 °F,23.0 °F,1.9 °F,25%,29.77 in,10.0 mi,WNW,24.2 mph,31.1 mph,N/A,	 ,Scattered Clouds
2:53 PM,36.0 °F,25.6 °F,-0.0 °F,22%,29.77 in,10.0 mi,West,18.4 mph,29.9 mph,N/A,	 ,Partly Cloudy
3:53 PM,35.1 °F,24.5 °F,1.9 °F,25%,29.77 in,10.0 mi,WNW,18.4 mph,26.5 mph,N/A,	 ,Partly Cloudy
4:53 PM,33.1 °F,20.6 °F,3.0 °F,28%,29.79 in,10.0 mi,WNW,23.0 mph,29.9 mph,N/A,	 ,Partly Cloudy
5:53 PM,30.0 °F,19.5 °F,1.0 °F,29%,29.82 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Scattered Clouds
6:53 PM,28.9 °F,18.2 °F,1.0 °F,30%,29.85 in,10.0 mi,NW,13.8 mph,  -,N/A,	 ,Partly Cloudy
7:53 PM,28.9 °F,17.7 °F,-0.0 °F,29%,29.84 in,10.0 mi,WNW,15.0 mph,  -,N/A,	 ,Partly Cloudy
8:53 PM,27.0 °F,  -,1.0 °F,33%,29.86 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
9:53 PM,26.1 °F,  -,1.0 °F,34%,29.88 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
10:53 PM,17.1 °F,3.6 °F,6.1 °F,62%,29.92 in,10.0 mi,SSE,12.7 mph,  -,N/A,	 ,Scattered Clouds
11:53 PM,15.1 °F,1.8 °F,6.1 °F,68%,29.92 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Scattered Clouds
