Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,35.1 °F,28.6 °F,21.9 °F,59%,29.79 in,10.0 mi,SW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,37.0 °F,34.5 °F,23.0 °F,57%,29.79 in,10.0 mi,South,3.5 mph,  -,N/A,	 ,Overcast
2:53 AM,35.1 °F,31.0 °F,24.1 °F,64%,29.83 in,10.0 mi,North,4.6 mph,  -,N/A,	 ,Overcast
3:53 AM,36.0 °F,33.3 °F,25.0 °F,64%,29.86 in,10.0 mi,East,3.5 mph,  -,0.00 in,"Rain
	,
Snow",Light Rain
4:53 AM,35.1 °F,26.4 °F,30.9 °F,85%,29.93 in,6.0 mi,NNE,12.7 mph,  -,0.01 in,Snow,Light Snow
5:53 AM,33.1 °F,  -,28.9 °F,85%,29.98 in,10.0 mi,Calm,Calm,  -,0.00 in,	 ,Mostly Cloudy
6:53 AM,33.1 °F,  -,28.9 °F,85%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
7:53 AM,33.1 °F,28.7 °F,27.0 °F,78%,30.02 in,10.0 mi,SSW,4.6 mph,  -,N/A,	 ,Mostly Cloudy
8:53 AM,36.0 °F,  -,28.9 °F,76%,30.05 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
9:53 AM,39.0 °F,35.7 °F,27.0 °F,62%,30.05 in,10.0 mi,SE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
10:53 AM,41.0 °F,38.0 °F,27.0 °F,57%,30.04 in,10.0 mi,SSE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
11:53 AM,43.0 °F,40.3 °F,27.0 °F,53%,30.01 in,10.0 mi,SSE,4.6 mph,  -,N/A,	 ,Scattered Clouds
12:53 PM,45.0 °F,41.2 °F,28.0 °F,52%,29.99 in,10.0 mi,SE,6.9 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,46.9 °F,  -,26.1 °F,44%,29.96 in,10.0 mi,ESE,11.5 mph,  -,N/A,	 ,Partly Cloudy
2:53 PM,48.0 °F,  -,25.0 °F,41%,29.98 in,10.0 mi,ESE,11.5 mph,  -,N/A,	 ,Partly Cloudy
3:53 PM,46.9 °F,  -,25.0 °F,42%,29.99 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Partly Cloudy
4:53 PM,37.0 °F,29.8 °F,24.1 °F,59%,30.04 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Partly Cloudy
5:53 PM,32.0 °F,23.6 °F,21.9 °F,66%,30.08 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Partly Cloudy
6:53 PM,30.0 °F,20.0 °F,21.0 °F,69%,30.11 in,10.0 mi,SSE,12.7 mph,  -,N/A,	 ,Partly Cloudy
7:53 PM,34.0 °F,26.0 °F,21.9 °F,61%,30.10 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Partly Cloudy
8:53 PM,27.0 °F,16.1 °F,19.9 °F,75%,30.12 in,10.0 mi,SSE,12.7 mph,  -,N/A,	 ,Partly Cloudy
9:53 PM,30.0 °F,19.1 °F,21.9 °F,72%,30.11 in,10.0 mi,SSE,15.0 mph,  -,N/A,	 ,Partly Cloudy
10:53 PM,27.0 °F,17.3 °F,19.9 °F,75%,30.09 in,10.0 mi,SSE,10.4 mph,  -,N/A,	 ,Clear
11:53 PM,28.0 °F,18.6 °F,19.9 °F,72%,30.07 in,10.0 mi,South,10.4 mph,  -,N/A,	 ,Partly Cloudy
