Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,23.0 °F,13.9 °F,19.0 °F,85%,30.22 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Partly Cloudy
1:53 AM,21.9 °F,11.7 °F,18.0 °F,85%,30.23 in,10.0 mi,ENE,9.2 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,19.9 °F,9.3 °F,17.1 °F,89%,30.23 in,9.0 mi,East,9.2 mph,  -,N/A,	 ,Scattered Clouds
3:53 AM,18.0 °F,6.1 °F,14.0 °F,84%,30.24 in,9.0 mi,South,10.4 mph,  -,N/A,	 ,Partly Cloudy
4:10 AM,21.0 °F,8.6 °F,18.0 °F,88%,30.19 in,3.0 mi,SSW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
4:17 AM,21.0 °F,8.6 °F,19.9 °F,96%,30.18 in,0.1 mi,SSW,12.7 mph,  -,N/A,Fog,Light Freezing Fog
4:26 AM,21.9 °F,13.4 °F,19.9 °F,92%,30.18 in,0.1 mi,South,6.9 mph,  -,N/A,Fog,Light Freezing Fog
4:41 AM,21.9 °F,12.5 °F,19.0 °F,89%,30.18 in,2.5 mi,South,8.1 mph,  -,N/A,	 ,Overcast
4:53 AM,23.0 °F,11.1 °F,19.9 °F,88%,30.21 in,3.0 mi,SSW,12.7 mph,  -,N/A,	 ,Overcast
5:18 AM,23.0 °F,17.0 °F,19.9 °F,88%,30.20 in,6.0 mi,SSW,4.6 mph,  -,N/A,	 ,Scattered Clouds
5:53 AM,23.0 °F,13.1 °F,21.0 °F,92%,30.25 in,6.0 mi,SW,9.2 mph,  -,N/A,	 ,Partly Cloudy
6:53 AM,19.9 °F,10.1 °F,17.1 °F,89%,30.25 in,6.0 mi,South,8.1 mph,  -,N/A,	 ,Scattered Clouds
7:53 AM,24.1 °F,16.0 °F,19.9 °F,84%,30.25 in,6.0 mi,SW,6.9 mph,  -,N/A,	 ,Scattered Clouds
8:53 AM,34.0 °F,26.6 °F,24.1 °F,67%,30.21 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Scattered Clouds
9:53 AM,45.0 °F,39.3 °F,17.1 °F,33%,30.14 in,10.0 mi,SSW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
10:53 AM,48.0 °F,  -,14.0 °F,26%,30.13 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Mostly Cloudy
11:53 AM,48.9 °F,  -,19.9 °F,32%,30.13 in,10.0 mi,North,6.9 mph,  -,N/A,	 ,Mostly Cloudy
12:53 PM,51.1 °F,  -,19.0 °F,28%,30.12 in,10.0 mi,WNW,6.9 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,50.0 °F,  -,21.9 °F,33%,30.13 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Scattered Clouds
2:53 PM,50.0 °F,  -,23.0 °F,35%,30.16 in,10.0 mi,North,6.9 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,51.1 °F,  -,21.9 °F,32%,30.18 in,10.0 mi,NW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,48.9 °F,  -,21.0 °F,33%,30.19 in,10.0 mi,NW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
5:53 PM,48.0 °F,  -,19.0 °F,32%,30.18 in,10.0 mi,NNW,13.8 mph,  -,N/A,	 ,Scattered Clouds
6:53 PM,46.9 °F,  -,19.9 °F,34%,30.22 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Scattered Clouds
7:53 PM,48.0 °F,  -,19.9 °F,33%,30.20 in,10.0 mi,West,15.0 mph,  -,N/A,	 ,Scattered Clouds
8:53 PM,43.0 °F,39.5 °F,19.9 °F,40%,30.19 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Scattered Clouds
9:53 PM,45.0 °F,38.9 °F,19.9 °F,37%,30.16 in,10.0 mi,WSW,12.7 mph,  -,N/A,	 ,Scattered Clouds
10:53 PM,37.0 °F,33.3 °F,19.0 °F,48%,30.17 in,10.0 mi,South,4.6 mph,  -,N/A,	 ,Scattered Clouds
11:53 PM,37.0 °F,31.0 °F,19.0 °F,48%,30.18 in,10.0 mi,WSW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
