Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,21.0 °F,16.2 °F,18.0 °F,88%,29.97 in,7.0 mi,East,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,23.0 °F,15.8 °F,18.0 °F,81%,29.96 in,7.0 mi,NW,5.8 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,21.0 °F,8.6 °F,17.1 °F,85%,29.96 in,8.0 mi,NW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
3:44 AM,19.9 °F,8.6 °F,16.0 °F,85%,29.94 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Overcast
3:53 AM,19.9 °F,7.9 °F,16.0 °F,85%,29.99 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Overcast
4:53 AM,19.9 °F,5.7 °F,17.1 °F,89%,30.02 in,1.5 mi,NW,16.1 mph,  -,N/A,	 ,Overcast
5:06 AM,19.0 °F,5.6 °F,17.1 °F,92%,29.97 in,4.0 mi,NW,13.8 mph,  -,N/A,	 ,Overcast
5:53 AM,18.0 °F,3.6 °F,16.0 °F,92%,30.08 in,10.0 mi,North,15.0 mph,  -,N/A,	 ,Overcast
6:48 AM,17.6 °F,5.0 °F,14.0 °F,86%,30.00 in,2.0 mi,North,11.5 mph,  -,N/A,	 ,Overcast
6:53 AM,16.0 °F,2.9 °F,14.0 °F,92%,30.10 in,2.0 mi,North,11.5 mph,  -,N/A,	 ,Overcast
7:14 AM,16.0 °F,5.3 °F,12.9 °F,88%,30.01 in,1.0 mi,North,8.1 mph,  -,0.00 in,	 ,Overcast
7:53 AM,15.1 °F,5.2 °F,12.0 °F,88%,30.16 in,1.0 mi,North,6.9 mph,  -,0.00 in,	 ,Overcast
8:46 AM,15.1 °F,3.3 °F,12.0 °F,88%,30.01 in,1.0 mi,NNW,9.2 mph,  -,0.00 in,Snow,Light Snow
8:53 AM,15.1 °F,2.5 °F,12.0 °F,88%,30.15 in,1.0 mi,NNW,10.4 mph,  -,0.00 in,Snow,Light Snow
9:26 AM,15.1 °F,3.3 °F,12.0 °F,88%,30.00 in,2.5 mi,NNW,9.2 mph,  -,0.00 in,	 ,Overcast
9:33 AM,15.1 °F,2.5 °F,12.0 °F,88%,30.00 in,5.0 mi,North,10.4 mph,  -,0.00 in,	 ,Overcast
9:53 AM,14.0 °F,1.2 °F,10.9 °F,88%,30.15 in,5.0 mi,North,10.4 mph,  -,0.00 in,	 ,Overcast
10:18 AM,14.0 °F,3.9 °F,10.9 °F,88%,30.01 in,2.0 mi,North,6.9 mph,  -,0.00 in,Snow,Light Snow
10:53 AM,15.1 °F,4.2 °F,10.9 °F,84%,30.14 in,5.0 mi,NE,8.1 mph,  -,0.00 in,Snow,Light Snow
11:53 AM,16.0 °F,10.4 °F,12.0 °F,84%,30.14 in,5.0 mi,NNE,3.5 mph,  -,0.00 in,	 ,Overcast
12:04 PM,17.1 °F,10.0 °F,12.0 °F,81%,29.99 in,8.0 mi,North,4.6 mph,  -,N/A,	 ,Overcast
12:53 PM,18.0 °F,6.9 °F,12.9 °F,81%,30.09 in,8.0 mi,NNE,9.2 mph,  -,N/A,	 ,Overcast
1:41 PM,19.0 °F,10.0 °F,12.9 °F,77%,29.96 in,8.0 mi,NNE,6.9 mph,  -,N/A,	 ,Overcast
1:53 PM,19.0 °F,13.9 °F,12.9 °F,77%,30.07 in,8.0 mi,North,3.5 mph,  -,N/A,	 ,Overcast
2:53 PM,19.0 °F,10.0 °F,14.0 °F,81%,30.09 in,5.0 mi,North,6.9 mph,  -,0.00 in,Snow,Light Snow
3:53 PM,19.0 °F,9.0 °F,12.9 °F,77%,30.10 in,10.0 mi,North,8.1 mph,  -,0.00 in,	 ,Overcast
4:53 PM,18.0 °F,7.7 °F,12.9 °F,81%,30.12 in,9.0 mi,NNW,8.1 mph,  -,0.00 in,	 ,Overcast
5:53 PM,18.0 °F,7.7 °F,12.9 °F,81%,30.17 in,9.0 mi,North,8.1 mph,  -,0.00 in,	 ,Overcast
6:53 PM,18.0 °F,7.7 °F,12.9 °F,81%,30.19 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Overcast
7:53 PM,18.0 °F,9.8 °F,12.9 °F,81%,30.22 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Overcast
8:53 PM,18.0 °F,11.1 °F,12.9 °F,81%,30.23 in,6.0 mi,North,4.6 mph,  -,0.00 in,	 ,Haze
9:53 PM,18.0 °F,11.1 °F,12.9 °F,81%,30.22 in,9.0 mi,North,4.6 mph,  -,N/A,	 ,Overcast
10:53 PM,18.0 °F,12.7 °F,12.9 °F,81%,30.22 in,8.0 mi,East,3.5 mph,  -,N/A,	 ,Overcast
11:53 PM,17.1 °F,11.7 °F,14.0 °F,88%,30.20 in,6.0 mi,ESE,3.5 mph,  -,0.00 in,Snow,Light Snow
