Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,41.0 °F,39.0 °F,18.0 °F,40%,29.86 in,10.0 mi,ESE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,39.0 °F,35.7 °F,19.0 °F,45%,29.85 in,10.0 mi,ESE,4.6 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,48.0 °F,  -,19.9 °F,33%,29.83 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Scattered Clouds
3:53 AM,34.0 °F,22.4 °F,21.9 °F,61%,29.88 in,10.0 mi,ENE,20.7 mph,31.1 mph,N/A,	 ,Mostly Cloudy
4:04 AM,28.9 °F,15.8 °F,25.0 °F,85%,29.97 in,4.0 mi,ENE,20.7 mph,  -,N/A,	 ,Mostly Cloudy
4:10 AM,28.9 °F,15.8 °F,26.1 °F,89%,29.98 in,1.8 mi,East,20.7 mph,  -,N/A,	 ,Overcast
4:19 AM,28.0 °F,14.6 °F,26.1 °F,92%,29.98 in,0.2 mi,ENE,20.7 mph,  -,N/A,Fog,Light Freezing Fog
4:33 AM,27.0 °F,13.2 °F,26.1 °F,96%,29.98 in,0.2 mi,East,20.7 mph,26.5 mph,N/A,Fog,Light Freezing Fog
4:46 AM,27.0 °F,14.7 °F,25.0 °F,92%,29.99 in,0.1 mi,East,16.1 mph,  -,N/A,Fog,Light Freezing Fog
4:53 AM,26.1 °F,13.6 °F,25.0 °F,96%,29.96 in,0.1 mi,East,16.1 mph,  -,0.00 in,Fog,Light Freezing Drizzle
5:53 AM,25.0 °F,13.6 °F,24.1 °F,96%,29.99 in,0.1 mi,NE,12.7 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
6:16 AM,25.0 °F,14.8 °F,23.0 °F,92%,30.04 in,0.1 mi,East,10.4 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
6:53 AM,24.1 °F,13.7 °F,21.9 °F,91%,30.01 in,0.1 mi,ENE,10.4 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
7:01 AM,24.1 °F,13.7 °F,21.9 °F,91%,30.03 in,0.1 mi,East,10.4 mph,  -,0.00 in,Fog,Light Freezing Fog
7:09 AM,23.0 °F,11.7 °F,21.9 °F,96%,30.03 in,0.1 mi,ENE,11.5 mph,  -,0.00 in,Fog,Light Freezing Fog
7:33 AM,23.0 °F,11.7 °F,21.0 °F,92%,30.03 in,0.1 mi,ENE,11.5 mph,  -,0.00 in,Fog,Light Freezing Fog
7:43 AM,23.0 °F,13.1 °F,21.0 °F,92%,30.04 in,0.1 mi,ENE,9.2 mph,  -,0.00 in,Fog,Light Freezing Fog
7:53 AM,23.0 °F,12.4 °F,21.0 °F,92%,30.03 in,0.1 mi,ENE,10.4 mph,  -,0.00 in,Fog,Light Freezing Fog
8:53 AM,21.0 °F,11.4 °F,19.0 °F,92%,30.02 in,0.1 mi,ENE,8.1 mph,  -,N/A,Fog,Light Freezing Fog
9:53 AM,21.0 °F,10.6 °F,19.9 °F,96%,30.00 in,0.1 mi,East,9.2 mph,  -,N/A,Fog,Light Freezing Fog
10:53 AM,23.0 °F,12.4 °F,21.0 °F,92%,29.96 in,0.1 mi,East,10.4 mph,  -,0.00 in,Fog,Light Freezing Fog
11:28 AM,23.0 °F,13.1 °F,21.0 °F,92%,29.92 in,0.1 mi,East,9.2 mph,  -,N/A,Fog,Light Freezing Fog
11:53 AM,24.1 °F,13.7 °F,21.9 °F,91%,29.92 in,0.1 mi,East,10.4 mph,  -,N/A,Fog,Light Freezing Fog
12:53 PM,27.0 °F,16.1 °F,25.0 °F,92%,29.86 in,0.1 mi,East,12.7 mph,  -,N/A,	 ,Overcast
1:29 PM,28.0 °F,18.6 °F,26.1 °F,92%,29.82 in,0.2 mi,ENE,10.4 mph,  -,N/A,	 ,Overcast
1:53 PM,28.9 °F,19.2 °F,27.0 °F,92%,29.82 in,0.2 mi,East,11.5 mph,  -,N/A,	 ,Overcast
2:53 PM,28.0 °F,18.6 °F,26.1 °F,92%,29.78 in,0.2 mi,NE,10.4 mph,  -,N/A,	 ,Overcast
3:53 PM,24.1 °F,10.1 °F,21.0 °F,88%,29.92 in,0.2 mi,NE,18.4 mph,27.6 mph,N/A,Fog,Light Freezing Fog
4:16 PM,21.0 °F,4.3 °F,19.0 °F,92%,29.90 in,0.1 mi,NE,24.2 mph,31.1 mph,N/A,Fog,Light Freezing Fog
4:22 PM,19.9 °F,3.2 °F,18.0 °F,92%,29.92 in,0.1 mi,NNE,23.0 mph,31.1 mph,N/A,Fog,Light Freezing Fog
4:43 PM,19.9 °F,4.3 °F,17.1 °F,89%,29.95 in,0.1 mi,NE,19.6 mph,  -,N/A,Fog,Light Freezing Fog
4:51 PM,19.4 °F,2.5 °F,17.6 °F,93%,29.95 in,0.1 mi,NE,23.0 mph,  -,0.00 in,Fog,Light Freezing Drizzle
4:53 PM,19.0 °F,2.7 °F,16.0 °F,88%,30.05 in,0.1 mi,NE,20.7 mph,  -,0.00 in,Fog,Light Freezing Drizzle
5:08 PM,18.0 °F,2.2 °F,16.0 °F,92%,29.96 in,0.1 mi,NE,18.4 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
5:46 PM,18.0 °F,5.4 °F,16.0 °F,92%,30.00 in,0.1 mi,ENE,11.5 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
5:53 PM,17.1 °F,5.0 °F,16.0 °F,96%,30.12 in,0.2 mi,ENE,10.4 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
6:02 PM,17.1 °F,5.8 °F,15.1 °F,92%,30.01 in,0.2 mi,ENE,9.2 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
6:36 PM,17.1 °F,7.6 °F,15.1 °F,92%,30.04 in,0.2 mi,East,6.9 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
6:50 PM,17.6 °F,9.3 °F,15.8 °F,93%,30.04 in,0.2 mi,ENE,5.8 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
6:53 PM,18.0 °F,8.7 °F,15.1 °F,88%,30.16 in,0.2 mi,East,6.9 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
7:02 PM,17.1 °F,6.6 °F,15.1 °F,92%,30.03 in,0.2 mi,East,8.1 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
7:53 PM,17.1 °F,7.6 °F,15.1 °F,92%,30.17 in,0.2 mi,ENE,6.9 mph,  -,0.00 in,Fog,Light Freezing Fog
8:15 PM,17.1 °F,10.0 °F,15.1 °F,92%,30.04 in,0.2 mi,ENE,4.6 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
8:53 PM,17.1 °F,5.8 °F,14.0 °F,88%,30.17 in,0.2 mi,NE,9.2 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
9:30 PM,17.1 °F,6.6 °F,14.0 °F,88%,30.05 in,0.2 mi,NE,8.1 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
9:53 PM,16.0 °F,6.3 °F,14.0 °F,92%,30.18 in,0.2 mi,ENE,6.9 mph,  -,0.00 in,"Fog
	,
Snow",Light Freezing Drizzle
10:53 PM,16.0 °F,6.3 °F,14.0 °F,92%,30.16 in,0.2 mi,ESE,6.9 mph,  -,0.00 in,Snow,Light Snow
11:53 PM,17.1 °F,7.6 °F,14.0 °F,88%,30.12 in,0.2 mi,ESE,6.9 mph,  -,0.00 in,Snow,Light Snow
