Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,18.0 °F,3.1 °F,16.0 °F,92%,29.58 in,0.8 mi,NE,16.1 mph,  -,0.00 in,Snow,Light Freezing Drizzle
1:53 AM,17.1 °F,2.5 °F,15.1 °F,92%,29.60 in,0.2 mi,NNE,15.0 mph,  -,0.00 in,Snow,Light Freezing Drizzle
2:53 AM,14.0 °F,-0.8 °F,12.0 °F,92%,29.60 in,1.0 mi,ENE,13.8 mph,  -,0.00 in,Snow,Light Freezing Drizzle
2:59 AM,14.0 °F,-0.2 °F,12.0 °F,92%,29.67 in,1.0 mi,ENE,12.7 mph,  -,0.00 in,Snow,Light Snow
3:09 AM,14.0 °F,-0.2 °F,10.9 °F,88%,29.66 in,1.8 mi,ENE,12.7 mph,  -,0.00 in,Snow,Light Snow
3:17 AM,14.0 °F,0.5 °F,10.9 °F,88%,29.66 in,2.0 mi,ENE,11.5 mph,  -,0.00 in,Snow,Light Snow
3:36 AM,14.0 °F,0.5 °F,10.9 °F,88%,29.67 in,1.8 mi,ENE,11.5 mph,  -,0.00 in,Snow,Light Snow
3:53 AM,14.0 °F,1.2 °F,10.9 °F,88%,29.63 in,1.0 mi,ENE,10.4 mph,  -,0.00 in,Snow,Light Snow
4:11 AM,12.9 °F,-2.8 °F,10.0 °F,88%,29.67 in,1.0 mi,NE,15.0 mph,  -,0.00 in,Snow,Light Snow
4:24 AM,12.0 °F,-2.7 °F,9.0 °F,88%,29.67 in,1.2 mi,ENE,12.7 mph,  -,0.00 in,Snow,Light Snow
4:53 AM,12.0 °F,-1.3 °F,9.0 °F,88%,29.65 in,1.5 mi,ENE,10.4 mph,  -,0.00 in,Snow,Light Snow
5:10 AM,12.0 °F,-2.0 °F,8.1 °F,84%,29.68 in,1.5 mi,East,11.5 mph,  -,0.00 in,Snow,Light Snow
5:53 AM,10.9 °F,-1.8 °F,8.1 °F,88%,29.69 in,1.8 mi,ENE,9.2 mph,  -,0.00 in,Snow,Light Snow
6:21 AM,10.9 °F,-2.6 °F,7.0 °F,84%,29.68 in,1.8 mi,ENE,10.4 mph,  -,0.00 in,Snow,Light Snow
6:32 AM,10.9 °F,-3.4 °F,7.0 °F,84%,29.69 in,1.8 mi,NE,11.5 mph,  -,0.00 in,Snow,Light Snow
6:43 AM,10.0 °F,-3.7 °F,7.0 °F,87%,29.68 in,2.5 mi,ENE,10.4 mph,  -,0.00 in,Snow,Light Snow
6:53 AM,10.0 °F,-2.9 °F,7.0 °F,87%,29.72 in,2.5 mi,ENE,9.2 mph,  -,0.00 in,Snow,Light Snow
7:53 AM,10.0 °F,-0.9 °F,7.0 °F,87%,29.79 in,2.5 mi,NE,6.9 mph,  -,0.00 in,Snow,Light Snow
8:53 AM,10.9 °F,-1.8 °F,7.0 °F,84%,29.78 in,2.5 mi,ENE,9.2 mph,  -,0.00 in,Snow,Light Snow
9:53 AM,10.9 °F,-1.8 °F,6.1 °F,81%,29.78 in,2.5 mi,ENE,9.2 mph,  -,0.00 in,Snow,Light Snow
10:05 AM,10.9 °F,-3.4 °F,7.0 °F,84%,29.64 in,1.8 mi,ENE,11.5 mph,  -,0.00 in,Snow,Light Snow
10:27 AM,10.9 °F,0.2 °F,7.0 °F,84%,29.64 in,2.5 mi,East,6.9 mph,  -,0.00 in,Snow,Light Snow
10:53 AM,10.9 °F,-3.4 °F,7.0 °F,84%,29.76 in,2.5 mi,East,11.5 mph,  -,0.00 in,Snow,Light Snow
