Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
10:18 AM,14.0 °F,3.9 °F,10.0 °F,84%,29.86 in,0.8 mi,NE,6.9 mph,  -,0.01 in,Snow,Light Snow
10:53 AM,14.0 °F,3.9 °F,10.0 °F,84%,30.01 in,0.8 mi,NE,6.9 mph,  -,0.02 in,Snow,Light Snow
11:41 AM,15.1 °F,  -,10.9 °F,84%,29.85 in,0.8 mi,Calm,Calm,  -,0.02 in,Snow,Light Snow
11:53 AM,15.1 °F,  -,12.0 °F,88%,30.00 in,0.5 mi,Calm,Calm,  -,0.03 in,"Fog
	,
Snow",Snow
12:53 PM,14.0 °F,3.9 °F,10.0 °F,84%,29.96 in,0.5 mi,NE,6.9 mph,  -,0.04 in,Snow,Light Snow
1:53 PM,14.0 °F,1.2 °F,9.0 °F,80%,29.97 in,0.5 mi,NNE,10.4 mph,  -,0.02 in,Snow,Light Snow
2:53 PM,10.9 °F,-2.6 °F,7.0 °F,84%,30.01 in,0.5 mi,NNE,10.4 mph,  -,0.01 in,Snow,Light Snow
3:00 PM,10.9 °F,-2.6 °F,7.0 °F,84%,29.84 in,7.0 mi,NE,10.4 mph,  -,0.00 in,	 ,Overcast
3:53 PM,10.9 °F,0.2 °F,6.1 °F,81%,30.04 in,5.0 mi,ENE,6.9 mph,  -,0.00 in,	 ,Haze
4:09 PM,10.9 °F,2.9 °F,6.1 °F,81%,29.87 in,9.0 mi,ENE,4.6 mph,  -,N/A,	 ,Overcast
4:53 PM,10.0 °F,  -,6.1 °F,84%,30.07 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
5:53 PM,9.0 °F,2.4 °F,5.0 °F,84%,30.10 in,10.0 mi,ESE,3.5 mph,  -,N/A,	 ,Overcast
6:53 PM,9.0 °F,0.6 °F,5.0 °F,84%,30.13 in,10.0 mi,SSE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,10.9 °F,-2.6 °F,7.0 °F,84%,30.13 in,10.0 mi,WSW,10.4 mph,  -,N/A,	 ,Overcast
8:53 PM,12.0 °F,-1.3 °F,8.1 °F,84%,30.14 in,10.0 mi,SW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,12.9 °F,0.7 °F,9.0 °F,84%,30.14 in,9.0 mi,SSW,9.2 mph,  -,N/A,	 ,Scattered Clouds
10:53 PM,12.0 °F,0.5 °F,9.0 °F,88%,30.15 in,8.0 mi,SW,8.1 mph,  -,N/A,	 ,Partly Cloudy
11:53 PM,10.0 °F,-1.9 °F,6.1 °F,84%,30.17 in,9.0 mi,SSW,8.1 mph,  -,N/A,	 ,Partly Cloudy
