Time (EDT),Temp.,Heat Index,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:52 AM,80.1 °F,83.8 °F,72.0 °F,76%,30.00 in,10.0 mi,NW,5.8 mph,  -,N/A,	 ,Partly Cloudy
1:52 AM,79.0 °F,  -,71.1 °F,77%,29.99 in,10.0 mi,NW,6.9 mph,  -,N/A,	 ,Partly Cloudy
2:52 AM,78.1 °F,  -,71.1 °F,79%,29.98 in,10.0 mi,NW,6.9 mph,  -,N/A,	 ,Partly Cloudy
3:52 AM,75.9 °F,  -,71.1 °F,85%,29.97 in,10.0 mi,NW,5.8 mph,  -,N/A,	 ,Partly Cloudy
4:52 AM,75.9 °F,  -,71.1 °F,85%,29.96 in,10.0 mi,NW,4.6 mph,  -,N/A,	 ,Partly Cloudy
5:52 AM,75.9 °F,  -,70.0 °F,82%,29.97 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Partly Cloudy
6:52 AM,75.9 °F,  -,69.1 °F,79%,29.98 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Partly Cloudy
7:52 AM,75.9 °F,  -,70.0 °F,82%,30.00 in,10.0 mi,NW,6.9 mph,  -,N/A,	 ,Partly Cloudy
8:52 AM,79.0 °F,  -,70.0 °F,74%,30.01 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Partly Cloudy
9:52 AM,82.9 °F,87.5 °F,71.1 °F,67%,30.01 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Scattered Clouds
10:52 AM,86.0 °F,91.8 °F,71.6 °F,62%,30.04 in,10.0 mi,North,10.4 mph,  -,N/A,	 ,Scattered Clouds
11:52 AM,88.0 °F,93.8 °F,71.1 °F,57%,29.99 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
12:52 PM,89.1 °F,94.1 °F,70.0 °F,53%,29.99 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Scattered Clouds
1:52 PM,91.0 °F,96.6 °F,70.0 °F,50%,29.97 in,10.0 mi,NW,11.5 mph,17.3 mph,N/A,	 ,Scattered Clouds
2:52 PM,91.0 °F,96.6 °F,70.0 °F,50%,29.95 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Scattered Clouds
3:52 PM,91.9 °F,97.4 °F,70.0 °F,48%,29.93 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
4:52 PM,93.2 °F,98.8 °F,69.8 °F,46%,29.95 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Scattered Clouds
5:52 PM,91.0 °F,96.6 °F,70.0 °F,50%,29.91 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Scattered Clouds
6:14 PM,89.6 °F,96.2 °F,71.6 °F,55%,29.93 in,10.0 mi,NNW,18.4 mph,25.3 mph,N/A,Thunderstorm,Thunderstorm
6:39 PM,87.8 °F,91.4 °F,68.0 °F,52%,29.94 in,10.0 mi,North,13.8 mph,  -,N/A,	 ,Mostly Cloudy
6:52 PM,87.1 °F,92.0 °F,70.0 °F,57%,29.91 in,10.0 mi,North,13.8 mph,19.6 mph,N/A,	 ,Mostly Cloudy
7:52 PM,84.9 °F,89.4 °F,70.0 °F,61%,29.89 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
8:52 PM,82.9 °F,87.0 °F,70.0 °F,65%,29.90 in,10.0 mi,NW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
9:52 PM,81.0 °F,84.4 °F,70.0 °F,69%,29.92 in,10.0 mi,NW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
10:52 PM,80.6 °F,83.9 °F,69.8 °F,70%,29.96 in,10.0 mi,NW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
11:52 PM,80.1 °F,83.6 °F,71.1 °F,74%,29.92 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
