Time (EDT),Temp.,Heat Index,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:52 AM,60.1 °F,  -,48.0 °F,64%,30.04 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1:52 AM,60.1 °F,  -,48.0 °F,64%,30.05 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
2:52 AM,64.0 °F,  -,48.0 °F,56%,30.07 in,10.0 mi,North,3.5 mph,  -,N/A,	 ,Overcast
3:52 AM,61.0 °F,  -,48.9 °F,64%,30.05 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
4:52 AM,59.0 °F,  -,48.9 °F,69%,30.03 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Partly Cloudy
5:52 AM,57.9 °F,  -,51.1 °F,78%,30.04 in,10.0 mi,South,4.6 mph,  -,N/A,	 ,Mostly Cloudy
6:52 AM,60.1 °F,  -,52.0 °F,75%,30.06 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
7:52 AM,60.1 °F,  -,53.1 °F,78%,30.08 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
8:52 AM,61.0 °F,  -,54.0 °F,78%,30.10 in,10.0 mi,South,3.5 mph,  -,N/A,	 ,Mostly Cloudy
9:52 AM,66.9 °F,  -,57.0 °F,70%,30.10 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
10:52 AM,71.1 °F,  -,59.0 °F,66%,30.09 in,10.0 mi,SSW,8.1 mph,  -,N/A,	 ,Scattered Clouds
11:52 AM,73.9 °F,  -,60.1 °F,62%,30.09 in,10.0 mi,SW,6.9 mph,16.1 mph,N/A,	 ,Scattered Clouds
12:52 PM,77.0 °F,  -,60.1 °F,56%,30.07 in,10.0 mi,SW,12.7 mph,18.4 mph,N/A,	 ,Scattered Clouds
1:52 PM,78.1 °F,  -,59.0 °F,52%,30.05 in,10.0 mi,SW,8.1 mph,19.6 mph,N/A,	 ,Scattered Clouds
2:52 PM,79.0 °F,  -,57.9 °F,48%,30.02 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
3:52 PM,81.0 °F,81.0 °F,57.0 °F,44%,30.01 in,10.0 mi,West,12.7 mph,19.6 mph,N/A,	 ,Scattered Clouds
4:52 PM,80.1 °F,80.6 °F,57.9 °F,47%,30.01 in,10.0 mi,SW,12.7 mph,17.3 mph,N/A,	 ,Scattered Clouds
5:52 PM,79.0 °F,  -,57.9 °F,48%,30.00 in,10.0 mi,SSW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
6:52 PM,77.0 °F,  -,57.9 °F,52%,30.00 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
7:52 PM,73.0 °F,  -,57.9 °F,59%,30.02 in,10.0 mi,South,3.5 mph,  -,N/A,	 ,Scattered Clouds
8:52 PM,70.0 °F,  -,57.9 °F,65%,30.04 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Partly Cloudy
9:52 PM,70.0 °F,  -,57.9 °F,65%,30.04 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Partly Cloudy
10:52 PM,69.8 °F,  -,59.0 °F,68%,30.08 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Scattered Clouds
11:52 PM,68.0 °F,  -,59.0 °F,73%,30.06 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Partly Cloudy
