Time (EST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:52 AM,28.9 °F,17.7 °F,1.9 °F,32%,30.10 in,10.0 mi,NNW,15.0 mph,21.9 mph,N/A,	 ,Mostly Cloudy
1:52 AM,28.0 °F,16.1 °F,1.0 °F,31%,30.12 in,10.0 mi,NNW,16.1 mph,21.9 mph,N/A,	 ,Overcast
2:52 AM,27.0 °F,15.2 °F,-0.0 °F,31%,30.11 in,10.0 mi,NNW,15.0 mph,  -,N/A,	 ,Overcast
3:52 AM,26.1 °F,13.6 °F,1.0 °F,34%,30.12 in,10.0 mi,NNW,16.1 mph,23.0 mph,N/A,	 ,Overcast
4:52 AM,26.1 °F,15.6 °F,1.0 °F,34%,30.10 in,10.0 mi,NNW,11.5 mph,20.7 mph,N/A,	 ,Overcast
5:52 AM,26.1 °F,14.5 °F,1.9 °F,35%,30.12 in,10.0 mi,NNW,13.8 mph,  -,N/A,	 ,Overcast
6:52 AM,25.0 °F,12.2 °F,1.9 °F,37%,30.17 in,10.0 mi,NNW,16.1 mph,  -,N/A,	 ,Overcast
7:52 AM,25.0 °F,16.3 °F,1.9 °F,37%,30.19 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Overcast
8:52 AM,26.1 °F,16.2 °F,3.0 °F,37%,30.20 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Overcast
9:52 AM,26.1 °F,15.0 °F,3.0 °F,37%,30.23 in,10.0 mi,NW,12.7 mph,  -,N/A,	 ,Overcast
10:52 AM,27.0 °F,17.3 °F,3.9 °F,37%,30.22 in,10.0 mi,NNW,10.4 mph,  -,0.00 in,Snow,Light Snow
11:12 AM,26.6 °F,16.2 °F,5.0 °F,40%,30.19 in,9.0 mi,NNW,11.5 mph,  -,0.00 in,Snow,Light Snow
11:24 AM,26.6 °F,17.5 °F,8.6 °F,47%,30.19 in,5.0 mi,NNW,9.2 mph,  -,0.00 in,Snow,Light Snow
11:35 AM,26.6 °F,18.2 °F,12.2 °F,55%,30.19 in,3.0 mi,NW,8.1 mph,  -,0.00 in,Snow,Light Snow
11:38 AM,26.6 °F,19.1 °F,12.2 °F,55%,30.19 in,2.0 mi,NW,6.9 mph,  -,0.00 in,Snow,Light Snow
11:52 AM,26.1 °F,16.8 °F,16.0 °F,66%,30.23 in,3.0 mi,NW,9.2 mph,  -,0.00 in,Snow,Light Snow
12:02 PM,24.8 °F,16.1 °F,17.6 °F,74%,30.19 in,2.0 mi,NW,8.1 mph,  -,0.00 in,Snow,Light Snow
12:14 PM,24.8 °F,15.3 °F,17.6 °F,74%,30.20 in,1.0 mi,WNW,9.2 mph,  -,0.00 in,Snow,Light Snow
12:25 PM,24.8 °F,13.4 °F,19.4 °F,80%,30.20 in,1.0 mi,NW,12.7 mph,  -,0.01 in,Snow,Light Snow
12:37 PM,24.8 °F,16.1 °F,19.4 °F,80%,30.20 in,0.8 mi,NNW,8.1 mph,  -,0.02 in,Snow,Light Snow
12:52 PM,24.1 °F,14.4 °F,19.9 °F,84%,30.22 in,1.0 mi,NW,9.2 mph,  -,0.03 in,Snow,Light Snow
