Time (EST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:52 AM,42.1 °F,38.4 °F,36.0 °F,79%,30.15 in,10.0 mi,North,5.8 mph,  -,0.02 in,Rain,Light Rain
1:52 AM,42.1 °F,38.4 °F,37.0 °F,82%,30.13 in,10.0 mi,NNE,5.8 mph,  -,0.01 in,Rain,Light Rain
2:52 AM,42.1 °F,  -,39.0 °F,89%,30.14 in,6.0 mi,Calm,Calm,  -,0.02 in,Rain,Light Rain
3:52 AM,42.1 °F,  -,39.0 °F,89%,30.14 in,5.0 mi,Calm,Calm,  -,0.03 in,Rain,Light Rain
4:52 AM,43.0 °F,  -,39.0 °F,86%,30.14 in,6.0 mi,Calm,Calm,  -,0.05 in,Rain,Light Rain
5:52 AM,43.0 °F,38.8 °F,39.9 °F,89%,30.14 in,7.0 mi,NE,6.9 mph,  -,0.03 in,	 ,Overcast
6:52 AM,44.1 °F,  -,41.0 °F,89%,30.17 in,7.0 mi,Calm,Calm,  -,0.03 in,Rain,Light Rain
7:05 AM,44.6 °F,42.2 °F,41.0 °F,87%,30.16 in,6.0 mi,North,4.6 mph,  -,0.00 in,Rain,Light Rain
7:52 AM,44.1 °F,40.8 °F,41.0 °F,89%,30.19 in,5.0 mi,NNW,5.8 mph,  -,0.01 in,	 ,Overcast
8:35 AM,44.6 °F,42.2 °F,42.8 °F,93%,30.18 in,3.0 mi,North,4.6 mph,  -,0.00 in,Rain,Light Rain
8:52 AM,46.4 °F,  -,42.8 °F,87%,30.19 in,5.0 mi,Calm,Calm,  -,N/A,Rain,Light Rain
9:02 AM,46.4 °F,44.3 °F,42.8 °F,87%,30.19 in,4.0 mi,NNE,4.6 mph,  -,0.00 in,	 ,Light Drizzle
9:21 AM,46.4 °F,42.9 °F,42.8 °F,87%,30.19 in,6.0 mi,NE,6.9 mph,  -,0.00 in,	 ,Overcast
9:52 AM,46.9 °F,  -,43.0 °F,86%,30.22 in,6.0 mi,East,4.6 mph,  -,0.00 in,	 ,Mostly Cloudy
10:42 AM,50.0 °F,  -,44.6 °F,82%,30.20 in,7.0 mi,ENE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
10:52 AM,48.9 °F,  -,44.1 °F,83%,30.21 in,7.0 mi,East,5.8 mph,  -,N/A,	 ,Mostly Cloudy
11:33 AM,50.0 °F,  -,44.6 °F,82%,30.19 in,7.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
11:52 AM,50.0 °F,  -,45.0 °F,83%,30.20 in,8.0 mi,SE,3.5 mph,  -,N/A,	 ,Overcast
12:05 PM,50.0 °F,  -,44.6 °F,82%,30.19 in,8.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
12:52 PM,51.1 °F,  -,46.0 °F,83%,30.18 in,8.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1:52 PM,50.0 °F,  -,45.0 °F,83%,30.17 in,6.0 mi,NNW,6.9 mph,  -,N/A,	 ,Haze
2:52 PM,51.8 °F,  -,44.6 °F,76%,30.14 in,6.0 mi,NNW,5.8 mph,  -,N/A,	 ,Haze
3:52 PM,51.1 °F,  -,46.0 °F,83%,30.16 in,6.0 mi,NNW,3.5 mph,  -,N/A,	 ,Haze
4:52 PM,51.1 °F,  -,45.0 °F,80%,30.17 in,6.0 mi,NNW,5.8 mph,  -,N/A,	 ,Haze
5:52 PM,51.1 °F,  -,45.0 °F,80%,30.17 in,6.0 mi,NE,6.9 mph,  -,N/A,	 ,Haze
6:52 PM,51.1 °F,  -,45.0 °F,80%,30.19 in,5.0 mi,ENE,8.1 mph,  -,N/A,	 ,Haze
7:52 PM,51.1 °F,  -,45.0 °F,80%,30.20 in,6.0 mi,East,8.1 mph,  -,N/A,	 ,Haze
8:52 PM,50.0 °F,  -,45.0 °F,83%,30.20 in,5.0 mi,East,6.9 mph,  -,N/A,	 ,Haze
9:52 PM,48.9 °F,  -,45.0 °F,86%,30.21 in,5.0 mi,East,9.2 mph,  -,N/A,	 ,Overcast
10:52 PM,48.0 °F,  -,44.1 °F,86%,30.21 in,5.0 mi,East,5.8 mph,  -,N/A,	 ,Overcast
11:52 PM,48.0 °F,  -,44.1 °F,86%,30.21 in,7.0 mi,East,6.9 mph,  -,N/A,	 ,Overcast
