Time (EDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:52 AM,39.0 °F,30.3 °F,27.0 °F,62%,29.98 in,10.0 mi,NW,16.1 mph,32.2 mph,N/A,	 ,Partly Cloudy
1:52 AM,37.9 °F,30.0 °F,27.0 °F,65%,29.96 in,10.0 mi,WNW,12.7 mph,23.0 mph,N/A,	 ,Partly Cloudy
2:52 AM,39.0 °F,29.3 °F,27.0 °F,62%,29.95 in,10.0 mi,WNW,19.6 mph,25.3 mph,N/A,	 ,Mostly Cloudy
3:52 AM,39.0 °F,30.3 °F,28.0 °F,65%,29.94 in,10.0 mi,NW,16.1 mph,26.5 mph,N/A,	 ,Mostly Cloudy
4:52 AM,39.0 °F,29.6 °F,28.0 °F,65%,29.93 in,10.0 mi,WNW,18.4 mph,27.6 mph,N/A,	 ,Overcast
5:52 AM,39.0 °F,29.3 °F,28.0 °F,65%,29.93 in,10.0 mi,NW,19.6 mph,38.0 mph,0.00 in,Rain,Light Rain
6:52 AM,39.9 °F,30.2 °F,27.0 °F,60%,29.94 in,10.0 mi,NW,20.7 mph,26.5 mph,0.00 in,	 ,Mostly Cloudy
7:52 AM,39.9 °F,29.2 °F,27.0 °F,60%,29.96 in,10.0 mi,NNW,25.3 mph,40.3 mph,N/A,	 ,Overcast
8:52 AM,39.9 °F,29.5 °F,27.0 °F,60%,29.98 in,10.0 mi,NNW,24.2 mph,36.8 mph,N/A,	 ,Overcast
9:52 AM,41.0 °F,30.9 °F,28.0 °F,60%,30.02 in,10.0 mi,NNW,24.2 mph,40.3 mph,N/A,	 ,Overcast
10:52 AM,42.1 °F,31.5 °F,28.0 °F,58%,30.04 in,10.0 mi,NNW,28.8 mph,40.3 mph,N/A,	 ,Overcast
10:59 AM,42.8 °F,33.5 °F,28.4 °F,57%,30.03 in,10.0 mi,NNW,23.0 mph,42.6 mph,N/A,	 ,Overcast
11:14 AM,42.8 °F,33.5 °F,28.4 °F,57%,30.03 in,10.0 mi,NNW,23.0 mph,41.4 mph,N/A,	 ,Overcast
11:52 AM,44.1 °F,34.4 °F,28.9 °F,55%,30.06 in,10.0 mi,NNW,27.6 mph,38.0 mph,N/A,	 ,Mostly Cloudy
12:52 PM,44.1 °F,34.6 °F,30.0 °F,58%,30.09 in,10.0 mi,NNW,26.5 mph,38.0 mph,N/A,	 ,Overcast
1:30 PM,44.6 °F,35.1 °F,30.2 °F,57%,30.07 in,10.0 mi,NW,27.6 mph,33.4 mph,N/A,	 ,Overcast
1:52 PM,45.0 °F,36.9 °F,30.0 °F,56%,30.09 in,10.0 mi,NNW,20.7 mph,38.0 mph,N/A,	 ,Overcast
2:52 PM,45.0 °F,36.6 °F,30.0 °F,56%,30.10 in,10.0 mi,NNW,21.9 mph,35.7 mph,N/A,	 ,Mostly Cloudy
3:52 PM,46.0 °F,37.6 °F,30.9 °F,56%,30.12 in,10.0 mi,NNW,24.2 mph,  -,N/A,	 ,Overcast
4:52 PM,45.0 °F,36.9 °F,30.9 °F,58%,30.14 in,10.0 mi,NNW,20.7 mph,31.1 mph,N/A,	 ,Mostly Cloudy
5:52 PM,44.1 °F,36.8 °F,30.9 °F,60%,30.17 in,10.0 mi,NNW,16.1 mph,25.3 mph,N/A,	 ,Mostly Cloudy
6:52 PM,43.0 °F,35.4 °F,30.9 °F,62%,30.19 in,10.0 mi,NNW,16.1 mph,23.0 mph,N/A,	 ,Mostly Cloudy
7:52 PM,42.1 °F,35.2 °F,30.9 °F,65%,30.21 in,10.0 mi,North,12.7 mph,26.5 mph,N/A,	 ,Mostly Cloudy
8:16 PM,42.8 °F,35.4 °F,30.2 °F,61%,30.20 in,10.0 mi,NNW,15.0 mph,  -,N/A,	 ,Mostly Cloudy
8:52 PM,42.1 °F,34.2 °F,30.9 °F,65%,30.22 in,10.0 mi,NNW,16.1 mph,24.2 mph,N/A,	 ,Mostly Cloudy
9:52 PM,42.1 °F,35.7 °F,30.9 °F,65%,30.24 in,10.0 mi,NNW,11.5 mph,19.6 mph,N/A,	 ,Mostly Cloudy
10:52 PM,41.0 °F,33.1 °F,30.9 °F,67%,30.25 in,10.0 mi,NNW,15.0 mph,25.3 mph,N/A,	 ,Mostly Cloudy
11:28 PM,39.2 °F,30.2 °F,30.2 °F,70%,30.24 in,10.0 mi,NNW,17.3 mph,26.5 mph,N/A,	 ,Scattered Clouds
11:52 PM,39.9 °F,31.8 °F,30.9 °F,70%,30.27 in,10.0 mi,NNW,15.0 mph,20.7 mph,N/A,	 ,Mostly Cloudy
