Time (EDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:52 AM,53.1 °F,35.1 °F,50%,30.25 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Clear
1:52 AM,52.0 °F,36.0 °F,54%,30.24 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Clear
2:52 AM,51.1 °F,39.9 °F,66%,30.22 in,10.0 mi,ESE,6.9 mph,  -,N/A,	 ,Partly Cloudy
3:52 AM,48.9 °F,41.0 °F,74%,30.22 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Clear
4:44 AM,48.9 °F,43.0 °F,80%,30.22 in,10.0 mi,ESE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
4:52 AM,48.9 °F,43.0 °F,80%,30.23 in,10.0 mi,SE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
5:52 AM,50.0 °F,45.0 °F,83%,30.24 in,10.0 mi,SE,5.8 mph,  -,N/A,	 ,Overcast
6:52 AM,50.0 °F,46.0 °F,86%,30.27 in,6.0 mi,ESE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
7:42 AM,50.0 °F,46.9 °F,89%,30.27 in,2.5 mi,ESE,5.8 mph,  -,N/A,	 ,Overcast
7:52 AM,50.0 °F,46.9 °F,89%,30.28 in,2.5 mi,ESE,5.8 mph,  -,N/A,	 ,Overcast
8:15 AM,50.0 °F,48.0 °F,93%,30.28 in,0.5 mi,ESE,5.8 mph,  -,N/A,	 ,Overcast
8:52 AM,51.1 °F,48.9 °F,92%,30.28 in,0.5 mi,SSE,6.9 mph,  -,0.00 in,	 ,Light Drizzle
9:13 AM,51.1 °F,48.9 °F,92%,30.27 in,0.5 mi,SE,6.9 mph,  -,0.00 in,	 ,Light Drizzle
9:39 AM,52.0 °F,48.9 °F,89%,30.28 in,1.0 mi,SSE,6.9 mph,  -,0.00 in,	 ,Overcast
9:52 AM,52.0 °F,48.9 °F,89%,30.28 in,1.0 mi,SE,6.9 mph,  -,0.00 in,	 ,Overcast
10:10 AM,53.1 °F,50.0 °F,89%,30.28 in,1.5 mi,SE,6.9 mph,  -,N/A,	 ,Overcast
10:23 AM,54.0 °F,50.0 °F,86%,30.27 in,2.5 mi,SE,8.1 mph,  -,N/A,	 ,Overcast
10:52 AM,54.0 °F,50.0 °F,86%,30.27 in,7.0 mi,SE,8.1 mph,  -,N/A,	 ,Overcast
11:35 AM,57.9 °F,51.1 °F,78%,30.26 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
11:52 AM,60.1 °F,53.1 °F,78%,30.26 in,10.0 mi,SE,6.9 mph,  -,N/A,	 ,Scattered Clouds
12:52 PM,66.0 °F,53.1 °F,63%,30.23 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1:52 PM,68.0 °F,53.1 °F,59%,30.20 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
2:52 PM,71.1 °F,48.9 °F,45%,30.16 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Mostly Cloudy
3:52 PM,71.1 °F,48.9 °F,45%,30.12 in,10.0 mi,South,10.4 mph,  -,N/A,	 ,Mostly Cloudy
4:52 PM,72.0 °F,52.0 °F,49%,30.11 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Overcast
5:52 PM,70.0 °F,51.1 °F,51%,30.13 in,10.0 mi,WNW,6.9 mph,  -,N/A,	 ,Overcast
6:52 PM,64.9 °F,53.1 °F,65%,30.13 in,8.0 mi,Calm,Calm,  -,0.04 in,Rain,Light Rain
7:52 PM,61.0 °F,55.9 °F,83%,30.12 in,5.0 mi,Calm,Calm,  -,0.09 in,Rain,Rain
8:52 PM,60.1 °F,55.9 °F,86%,30.09 in,9.0 mi,ESE,5.8 mph,  -,0.10 in,Rain,Light Rain
9:52 PM,61.0 °F,57.0 °F,87%,30.13 in,6.0 mi,North,6.9 mph,  -,0.02 in,Rain,Rain
10:52 PM,60.1 °F,57.0 °F,90%,30.14 in,5.0 mi,NNE,8.1 mph,  -,0.19 in,Rain,Rain
11:52 PM,60.1 °F,57.0 °F,90%,30.14 in,5.0 mi,Calm,Calm,  -,0.07 in,Rain,Light Rain
