Time (EST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:52 AM,45.0 °F,38.9 °F,42.1 °F,90%,29.99 in,2.0 mi,ESE,12.7 mph,  -,0.16 in,Rain,Rain
1:52 AM,45.0 °F,37.4 °F,41.0 °F,86%,29.95 in,5.0 mi,ESE,18.4 mph,25.3 mph,0.14 in,Rain,Rain
2:52 AM,44.1 °F,35.9 °F,41.0 °F,89%,29.89 in,7.0 mi,East,19.6 mph,27.6 mph,0.15 in,Rain,Light Rain
3:52 AM,44.1 °F,35.2 °F,41.0 °F,89%,29.85 in,5.0 mi,ESE,23.0 mph,32.2 mph,0.08 in,Rain,Light Rain
4:21 AM,44.1 °F,35.7 °F,41.0 °F,89%,29.84 in,2.0 mi,ESE,20.7 mph,33.4 mph,0.14 in,Rain,Heavy Rain
4:52 AM,44.1 °F,37.7 °F,41.0 °F,89%,29.86 in,2.5 mi,ESE,12.7 mph,24.2 mph,0.35 in,Rain,Heavy Rain
5:42 AM,44.1 °F,37.1 °F,41.0 °F,89%,29.84 in,3.0 mi,East,15.0 mph,  -,0.36 in,Rain,Heavy Rain
5:52 AM,44.1 °F,36.8 °F,41.0 °F,89%,29.84 in,3.0 mi,East,16.1 mph,  -,0.42 in,Rain,Heavy Rain
6:37 AM,44.1 °F,35.2 °F,42.1 °F,93%,29.73 in,10.0 mi,East,23.0 mph,34.5 mph,0.13 in,Rain,Light Rain
6:52 AM,44.1 °F,36.2 °F,41.0 °F,89%,29.75 in,10.0 mi,East,18.4 mph,32.2 mph,0.13 in,	 ,Overcast
7:52 AM,45.0 °F,37.1 °F,42.1 °F,90%,29.72 in,10.0 mi,East,19.6 mph,28.8 mph,N/A,	 ,Overcast
8:52 AM,44.1 °F,37.1 °F,41.0 °F,89%,29.71 in,3.0 mi,East,15.0 mph,29.9 mph,0.01 in,Rain,Light Rain
9:10 AM,43.0 °F,35.4 °F,41.0 °F,93%,29.71 in,1.5 mi,East,16.1 mph,24.2 mph,0.00 in,Rain,Light Rain
9:12 AM,43.0 °F,35.4 °F,41.0 °F,93%,29.71 in,1.5 mi,East,16.1 mph,24.2 mph,0.02 in,Rain,Light Rain
9:18 AM,43.0 °F,36.0 °F,41.0 °F,93%,29.70 in,2.5 mi,East,13.8 mph,  -,0.06 in,Rain,Light Rain
9:52 AM,42.1 °F,33.9 °F,39.9 °F,92%,29.72 in,3.0 mi,East,17.3 mph,  -,0.11 in,Rain,Light Rain
10:10 AM,42.1 °F,33.9 °F,39.0 °F,89%,29.69 in,2.5 mi,East,17.3 mph,  -,0.00 in,Rain,Light Rain
10:52 AM,41.0 °F,35.8 °F,39.0 °F,93%,29.70 in,3.0 mi,East,8.1 mph,18.4 mph,0.07 in,Rain,Rain
11:29 AM,41.0 °F,32.5 °F,37.9 °F,89%,29.67 in,3.0 mi,East,17.3 mph,  -,0.05 in,Rain,Light Rain
11:52 AM,41.0 °F,31.9 °F,37.9 °F,89%,29.66 in,3.0 mi,East,19.6 mph,  -,0.05 in,Rain,Light Rain
12:52 PM,39.9 °F,31.1 °F,37.0 °F,89%,29.62 in,3.0 mi,East,17.3 mph,24.2 mph,0.02 in,Rain,Light Rain
12:56 PM,39.9 °F,31.1 °F,37.0 °F,89%,29.61 in,1.5 mi,East,17.3 mph,  -,0.00 in,Rain,Rain
1:52 PM,39.0 °F,29.9 °F,37.0 °F,93%,29.58 in,3.0 mi,ENE,17.3 mph,  -,0.15 in,Rain,Rain
2:03 PM,39.0 °F,29.9 °F,36.0 °F,89%,29.56 in,5.0 mi,ENE,17.3 mph,  -,0.01 in,Rain,Light Rain
2:52 PM,37.9 °F,32.1 °F,36.0 °F,93%,29.60 in,6.0 mi,East,8.1 mph,  -,0.05 in,Rain,Light Rain
3:52 PM,37.0 °F,29.3 °F,34.0 °F,89%,29.61 in,3.0 mi,NE,11.5 mph,  -,0.00 in,Rain,Light Rain
4:43 PM,36.0 °F,29.0 °F,33.1 °F,89%,29.61 in,3.0 mi,ENE,9.2 mph,  -,0.02 in,Snow,Light Ice Pellets
4:52 PM,36.0 °F,28.0 °F,33.1 °F,89%,29.62 in,3.0 mi,ENE,11.5 mph,  -,0.02 in,Snow,Light Snow
4:56 PM,36.0 °F,28.5 °F,33.1 °F,89%,29.60 in,3.0 mi,ENE,10.4 mph,  -,0.00 in,Rain,Light Rain
5:52 PM,36.0 °F,29.0 °F,33.1 °F,89%,29.64 in,3.0 mi,NE,9.2 mph,  -,0.01 in,Rain,Light Rain
6:52 PM,35.1 °F,29.3 °F,30.9 °F,85%,29.66 in,3.0 mi,NE,6.9 mph,  -,0.00 in,"Rain
	,
Snow",Light Snow
7:52 PM,34.0 °F,  -,32.0 °F,92%,29.68 in,2.5 mi,Calm,Calm,  -,0.01 in,"Rain
	,
Snow",Light Snow
8:52 PM,33.1 °F,28.7 °F,30.9 °F,92%,29.69 in,2.5 mi,WNW,4.6 mph,  -,0.02 in,Snow,Light Snow
9:18 PM,33.1 °F,23.9 °F,30.9 °F,92%,29.67 in,3.0 mi,NW,12.7 mph,  -,0.02 in,Snow,Light Snow
9:52 PM,33.1 °F,23.0 °F,30.0 °F,89%,29.69 in,3.0 mi,WNW,15.0 mph,  -,0.02 in,Snow,Light Snow
10:52 PM,32.0 °F,20.8 °F,28.0 °F,85%,29.69 in,3.0 mi,WNW,17.3 mph,20.7 mph,0.00 in,Snow,Light Snow
11:52 PM,32.0 °F,22.1 °F,28.0 °F,85%,29.70 in,3.0 mi,WNW,13.8 mph,  -,0.00 in,Snow,Light Snow
