Time (EDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:18 AM,48.2 °F,  -,42.8 °F,82%,30.15 in,8.0 mi,East,12.7 mph,  -,0.00 in,Rain,Light Rain
12:52 AM,46.9 °F,  -,43.0 °F,86%,30.13 in,6.0 mi,ENE,13.8 mph,  -,0.01 in,Rain,Light Rain
1:52 AM,46.9 °F,  -,44.1 °F,90%,30.13 in,4.0 mi,East,15.0 mph,  -,0.04 in,Rain,Rain
2:27 AM,46.4 °F,41.5 °F,44.6 °F,93%,30.12 in,4.0 mi,East,10.4 mph,  -,0.05 in,Rain,Rain
2:42 AM,46.4 °F,40.4 °F,42.8 °F,87%,30.12 in,3.0 mi,East,13.8 mph,  -,0.08 in,Rain,Rain
2:52 AM,46.0 °F,39.6 °F,44.1 °F,93%,30.12 in,3.0 mi,East,15.0 mph,21.9 mph,0.12 in,Rain,Rain
3:27 AM,46.4 °F,40.1 °F,42.8 °F,87%,30.10 in,2.5 mi,East,15.0 mph,  -,0.11 in,Rain,Rain
3:52 AM,46.0 °F,38.8 °F,43.0 °F,89%,30.09 in,3.0 mi,East,18.4 mph,24.2 mph,0.17 in,Rain,Light Rain
4:52 AM,45.0 °F,37.4 °F,42.1 °F,90%,30.07 in,3.0 mi,East,18.4 mph,31.1 mph,0.01 in,Rain,Rain
5:06 AM,44.6 °F,36.1 °F,42.8 °F,93%,30.06 in,2.5 mi,East,21.9 mph,27.6 mph,0.03 in,Rain,Rain
5:52 AM,45.0 °F,37.1 °F,42.1 °F,90%,30.07 in,2.5 mi,East,19.6 mph,32.2 mph,0.10 in,Rain,Light Rain
6:06 AM,44.6 °F,36.1 °F,42.8 °F,93%,30.06 in,3.0 mi,East,21.9 mph,32.2 mph,0.00 in,Rain,Light Rain
6:47 AM,44.6 °F,36.1 °F,41.0 °F,87%,30.05 in,3.0 mi,East,21.9 mph,33.4 mph,0.03 in,Rain,Rain
6:52 AM,45.0 °F,36.9 °F,41.0 °F,86%,30.06 in,3.0 mi,East,20.7 mph,27.6 mph,0.03 in,Rain,Light Rain
7:32 AM,44.6 °F,37.4 °F,41.0 °F,87%,30.06 in,3.0 mi,East,16.1 mph,25.3 mph,0.02 in,Rain,Light Rain
