Time (EDT),Temp.,Heat Index,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:52 AM,78.1 °F,  -,72.0 °F,81%,30.02 in,10.0 mi,West,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1:52 AM,77.0 °F,  -,72.0 °F,84%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
2:52 AM,75.9 °F,  -,72.0 °F,87%,30.00 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Scattered Clouds
3:52 AM,75.0 °F,  -,71.1 °F,87%,29.99 in,10.0 mi,West,4.6 mph,  -,N/A,	 ,Partly Cloudy
4:52 AM,75.0 °F,  -,71.1 °F,87%,29.99 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
5:52 AM,73.9 °F,  -,71.1 °F,91%,30.00 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
6:52 AM,73.9 °F,  -,71.1 °F,91%,30.02 in,9.0 mi,WNW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
7:52 AM,77.0 °F,  -,72.0 °F,84%,30.02 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
8:52 AM,80.1 °F,84.2 °F,73.0 °F,79%,30.04 in,10.0 mi,NW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
9:52 AM,84.0 °F,91.2 °F,73.9 °F,72%,30.05 in,10.0 mi,NW,9.2 mph,  -,N/A,	 ,Scattered Clouds
10:52 AM,86.0 °F,93.8 °F,73.9 °F,67%,30.05 in,10.0 mi,NW,12.7 mph,19.6 mph,N/A,	 ,Scattered Clouds
11:52 AM,87.1 °F,94.5 °F,73.0 °F,63%,30.06 in,10.0 mi,WNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
12:52 PM,89.1 °F,97.0 °F,73.0 °F,59%,30.06 in,10.0 mi,NNW,6.9 mph,  -,N/A,	 ,Scattered Clouds
1:52 PM,90.0 °F,97.9 °F,73.0 °F,57%,30.05 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Scattered Clouds
2:50 PM,89.6 °F,96.2 °F,71.6 °F,55%,30.07 in,8.0 mi,NW,6.9 mph,  -,0.00 in,Rain,Light Rain
2:52 PM,89.1 °F,96.0 °F,72.0 °F,57%,30.04 in,9.0 mi,NW,6.9 mph,  -,0.00 in,Rain,Light Rain
2:58 PM,87.8 °F,95.6 °F,73.4 °F,62%,30.07 in,10.0 mi,WNW,8.1 mph,  -,0.00 in,Rain,Light Rain
3:52 PM,91.0 °F,99.3 °F,73.0 °F,55%,30.02 in,10.0 mi,NNW,11.5 mph,  -,0.00 in,Rain,Light Rain
4:07 PM,89.6 °F,98.2 °F,73.4 °F,59%,30.04 in,10.0 mi,NW,11.5 mph,  -,0.00 in,	 ,Mostly Cloudy
4:11 PM,87.8 °F,95.6 °F,73.4 °F,62%,30.04 in,10.0 mi,NW,9.2 mph,  -,0.00 in,Thunderstorm,Thunderstorm
4:23 PM,87.8 °F,95.6 °F,73.4 °F,62%,30.05 in,10.0 mi,NW,9.2 mph,  -,0.00 in,Thunderstorm,Thunderstorm
4:44 PM,87.8 °F,95.6 °F,73.4 °F,62%,30.04 in,10.0 mi,WNW,8.1 mph,  -,0.00 in,	 ,Mostly Cloudy
4:52 PM,87.1 °F,94.5 °F,73.0 °F,63%,30.01 in,10.0 mi,NW,9.2 mph,  -,0.00 in,	 ,Mostly Cloudy
5:52 PM,89.1 °F,97.0 °F,73.0 °F,59%,30.00 in,10.0 mi,NNW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
6:52 PM,88.0 °F,96.5 °F,73.9 °F,63%,29.98 in,10.0 mi,WNW,9.2 mph,  -,N/A,	 ,Scattered Clouds
7:52 PM,86.0 °F,95.1 °F,75.0 °F,70%,29.98 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
8:52 PM,84.9 °F,92.1 °F,73.9 °F,69%,29.98 in,10.0 mi,WSW,3.5 mph,  -,N/A,	 ,Mostly Cloudy
9:52 PM,82.9 °F,90.2 °F,75.0 °F,77%,29.98 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
10:52 PM,82.0 °F,88.6 °F,75.0 °F,79%,29.99 in,10.0 mi,SW,4.6 mph,  -,N/A,	 ,Scattered Clouds
11:52 PM,80.1 °F,84.5 °F,73.9 °F,81%,29.98 in,10.0 mi,WSW,3.5 mph,  -,N/A,	 ,Partly Cloudy
