Time (EST),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:52 AM,48.0 °F,43.0 °F,83%,30.28 in,6.0 mi,East,5.8 mph,  -,N/A,	 ,Haze
1:52 AM,48.0 °F,43.0 °F,83%,30.25 in,7.0 mi,East,3.5 mph,  -,N/A,	 ,Mostly Cloudy
2:16 AM,48.2 °F,42.8 °F,82%,30.25 in,7.0 mi,ESE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
2:52 AM,48.0 °F,43.0 °F,83%,30.25 in,7.0 mi,East,4.6 mph,  -,N/A,	 ,Mostly Cloudy
3:38 AM,48.2 °F,42.8 °F,82%,30.24 in,7.0 mi,East,3.5 mph,  -,N/A,	 ,Mostly Cloudy
3:52 AM,48.0 °F,44.1 °F,86%,30.24 in,7.0 mi,East,3.5 mph,  -,N/A,	 ,Mostly Cloudy
4:29 AM,48.2 °F,42.8 °F,82%,30.23 in,7.0 mi,ENE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
4:52 AM,46.9 °F,43.0 °F,86%,30.23 in,7.0 mi,ENE,5.8 mph,  -,N/A,	 ,Scattered Clouds
5:52 AM,46.9 °F,42.1 °F,83%,30.22 in,6.0 mi,Calm,Calm,  -,N/A,	 ,Haze
6:05 AM,46.4 °F,42.8 °F,87%,30.22 in,6.0 mi,Calm,Calm,  -,N/A,	 ,Haze
6:17 AM,48.2 °F,42.8 °F,82%,30.21 in,6.0 mi,Calm,Calm,  -,N/A,	 ,Haze
6:52 AM,48.9 °F,44.1 °F,83%,30.21 in,6.0 mi,Calm,Calm,  -,N/A,	 ,Haze
7:23 AM,48.2 °F,44.6 °F,87%,30.21 in,6.0 mi,East,3.5 mph,  -,N/A,	 ,Mostly Cloudy
7:52 AM,50.0 °F,45.0 °F,83%,30.21 in,5.0 mi,East,5.8 mph,  -,N/A,	 ,Haze
8:52 AM,51.1 °F,46.0 °F,83%,30.22 in,5.0 mi,SE,5.8 mph,  -,N/A,	 ,Haze
9:44 AM,53.6 °F,48.2 °F,82%,30.21 in,4.0 mi,Calm,Calm,  -,N/A,	 ,Haze
9:52 AM,53.1 °F,48.0 °F,83%,30.21 in,4.0 mi,Calm,Calm,  -,N/A,	 ,Haze
10:23 AM,57.2 °F,51.8 °F,82%,30.20 in,6.0 mi,SE,4.6 mph,  -,N/A,	 ,Haze
10:42 AM,59.0 °F,51.8 °F,77%,30.21 in,6.0 mi,Calm,Calm,  -,N/A,	 ,Haze
10:46 AM,60.8 °F,51.8 °F,72%,30.20 in,6.0 mi,Calm,Calm,  -,N/A,	 ,Haze
10:52 AM,62.1 °F,53.1 °F,72%,30.20 in,7.0 mi,SE,5.8 mph,  -,N/A,	 ,Scattered Clouds
11:52 AM,66.0 °F,55.0 °F,68%,30.18 in,8.0 mi,South,9.2 mph,  -,N/A,	 ,Mostly Cloudy
12:52 PM,71.1 °F,55.9 °F,59%,30.13 in,10.0 mi,South,13.8 mph,  -,N/A,	 ,Mostly Cloudy
1:52 PM,72.0 °F,55.9 °F,57%,30.09 in,10.0 mi,South,15.0 mph,20.7 mph,N/A,	 ,Mostly Cloudy
2:52 PM,72.0 °F,57.0 °F,59%,30.07 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Mostly Cloudy
3:52 PM,72.0 °F,57.9 °F,61%,30.05 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Mostly Cloudy
4:52 PM,72.0 °F,57.9 °F,61%,30.04 in,10.0 mi,SSE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
5:52 PM,70.0 °F,59.0 °F,68%,30.02 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
6:52 PM,69.1 °F,59.0 °F,70%,30.01 in,10.0 mi,SSE,10.4 mph,  -,N/A,	 ,Overcast
7:52 PM,66.9 °F,61.0 °F,81%,30.03 in,6.0 mi,South,9.2 mph,  -,0.00 in,Rain,Light Rain
8:52 PM,64.9 °F,62.1 °F,90%,30.01 in,9.0 mi,SSE,5.8 mph,  -,0.01 in,	 ,Overcast
9:52 PM,64.9 °F,61.0 °F,87%,30.01 in,8.0 mi,SSE,6.9 mph,  -,N/A,	 ,Overcast
10:52 PM,64.9 °F,59.0 °F,81%,29.98 in,10.0 mi,South,13.8 mph,  -,N/A,	 ,Mostly Cloudy
11:52 PM,64.0 °F,57.0 °F,78%,29.98 in,10.0 mi,South,10.4 mph,  -,N/A,	 ,Mostly Cloudy
