Time (EST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:52 AM,51.8 °F,  -,33.8 °F,50%,30.10 in,10.0 mi,ENE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1:52 AM,50.0 °F,  -,33.1 °F,52%,30.11 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Mostly Cloudy
2:52 AM,51.1 °F,  -,32.0 °F,48%,30.13 in,10.0 mi,East,3.5 mph,  -,N/A,	 ,Overcast
3:52 AM,51.1 °F,  -,33.1 °F,50%,30.13 in,10.0 mi,ENE,8.1 mph,  -,N/A,	 ,Overcast
4:52 AM,52.0 °F,  -,32.0 °F,47%,30.09 in,10.0 mi,ENE,6.9 mph,  -,N/A,	 ,Overcast
5:52 AM,51.1 °F,  -,33.1 °F,50%,30.11 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Overcast
6:52 AM,50.0 °F,  -,35.1 °F,57%,30.10 in,9.0 mi,ENE,9.2 mph,  -,0.00 in,Rain,Light Rain
7:52 AM,46.0 °F,40.6 °F,39.0 °F,76%,30.13 in,5.0 mi,NE,11.5 mph,  -,0.20 in,Rain,Light Rain
8:52 AM,46.0 °F,39.9 °F,39.9 °F,79%,30.11 in,8.0 mi,ENE,13.8 mph,  -,0.06 in,Rain,Light Rain
9:52 AM,45.0 °F,38.5 °F,42.1 °F,90%,30.10 in,5.0 mi,East,13.8 mph,  -,0.03 in,Rain,Light Rain
10:52 AM,45.0 °F,37.4 °F,42.1 °F,90%,30.07 in,6.0 mi,East,18.4 mph,  -,0.03 in,Rain,Light Rain
11:52 AM,46.0 °F,40.2 °F,42.1 °F,86%,30.08 in,4.0 mi,ENE,12.7 mph,  -,0.02 in,Rain,Light Rain
12:38 PM,44.6 °F,37.4 °F,42.8 °F,93%,30.05 in,4.0 mi,East,16.1 mph,  -,0.05 in,Rain,Light Rain
12:52 PM,45.0 °F,37.4 °F,42.1 °F,90%,30.05 in,4.0 mi,East,18.4 mph,  -,0.06 in,Rain,Light Rain
1:13 PM,46.4 °F,39.0 °F,42.8 °F,87%,30.03 in,4.0 mi,East,19.6 mph,  -,0.00 in,Rain,Light Rain
1:52 PM,45.0 °F,37.1 °F,42.1 °F,90%,30.01 in,3.0 mi,East,19.6 mph,  -,0.02 in,Rain,Light Rain
2:52 PM,46.0 °F,38.8 °F,43.0 °F,89%,29.97 in,3.0 mi,East,18.4 mph,  -,0.00 in,Rain,Light Rain
3:52 PM,46.0 °F,38.0 °F,44.1 °F,93%,29.92 in,3.0 mi,ENE,21.9 mph,  -,0.03 in,Rain,Light Rain
4:52 PM,46.9 °F,  -,44.1 °F,90%,29.95 in,3.0 mi,NNE,10.4 mph,20.7 mph,0.01 in,Rain,Light Rain
5:03 PM,46.4 °F,41.1 °F,44.6 °F,93%,29.94 in,6.0 mi,NE,11.5 mph,18.4 mph,0.00 in,Rain,Light Rain
5:52 PM,46.9 °F,  -,44.1 °F,90%,29.95 in,8.0 mi,NE,12.7 mph,  -,0.00 in,	 ,Overcast
6:52 PM,46.9 °F,  -,44.1 °F,90%,29.95 in,9.0 mi,East,15.0 mph,  -,0.00 in,Rain,Light Rain
7:52 PM,46.9 °F,  -,44.1 °F,90%,29.94 in,10.0 mi,East,17.3 mph,  -,0.00 in,	 ,Overcast
8:52 PM,46.9 °F,  -,43.0 °F,86%,29.96 in,10.0 mi,ENE,11.5 mph,  -,N/A,	 ,Overcast
9:52 PM,46.9 °F,  -,43.0 °F,86%,29.97 in,7.0 mi,NE,11.5 mph,  -,0.00 in,Rain,Light Rain
10:52 PM,46.0 °F,41.9 °F,44.1 °F,93%,29.97 in,4.0 mi,ENE,8.1 mph,  -,0.01 in,Rain,Light Rain
11:52 PM,46.0 °F,41.0 °F,44.1 °F,93%,29.96 in,7.0 mi,ENE,10.4 mph,  -,0.00 in,	 ,Light Drizzle
