Time (CST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:44 AM,42.1 °F,37.1 °F,42.1 °F,100%,29.59 in,0.2 mi,East,8.1 mph,  -,0.01 in,Fog,Light Drizzle
12:51 AM,42.1 °F,38.4 °F,42.1 °F,100%,29.60 in,0.2 mi,East,5.8 mph,  -,0.01 in,Fog,Light Drizzle
1:23 AM,42.1 °F,38.4 °F,42.1 °F,100%,29.57 in,0.2 mi,East,5.8 mph,  -,0.00 in,Fog,Light Drizzle
1:27 AM,43.0 °F,39.5 °F,43.0 °F,100%,29.57 in,0.5 mi,East,5.8 mph,  -,0.00 in,Fog,Light Drizzle
1:36 AM,43.0 °F,39.5 °F,43.0 °F,100%,29.56 in,0.5 mi,East,5.8 mph,  -,0.00 in,Fog,Light Drizzle
1:51 AM,43.0 °F,38.2 °F,43.0 °F,100%,29.56 in,0.5 mi,NE,8.1 mph,  -,0.01 in,"Fog
	,
Rain",Light Rain
2:28 AM,42.1 °F,37.1 °F,42.1 °F,100%,29.53 in,1.0 mi,ESE,8.1 mph,  -,0.00 in,	 ,Light Drizzle
2:51 AM,42.1 °F,37.7 °F,42.1 °F,100%,29.52 in,1.0 mi,ENE,6.9 mph,  -,0.00 in,Rain,Light Rain
3:18 AM,42.1 °F,38.4 °F,42.1 °F,100%,29.49 in,1.2 mi,East,5.8 mph,  -,0.05 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain
3:42 AM,41.0 °F,35.2 °F,41.0 °F,100%,29.50 in,1.8 mi,NNE,9.2 mph,  -,0.12 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain
3:51 AM,41.0 °F,36.4 °F,41.0 °F,100%,29.51 in,2.0 mi,North,6.9 mph,  -,0.17 in,"Rain
	,
Thunderstorm",Thunderstorms and Rain
4:02 AM,42.1 °F,38.4 °F,42.1 °F,100%,29.50 in,3.0 mi,NE,5.8 mph,  -,0.02 in,"Rain
	,
Thunderstorm",Thunderstorms and Rain
