Time (CDT),Temp.,Heat Index,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:51 AM,72.0 °F,  -,62.1 °F,71%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1:51 AM,73.0 °F,  -,61.0 °F,66%,30.10 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2:51 AM,71.1 °F,  -,61.0 °F,70%,30.10 in,10.0 mi,SW,3.5 mph,  -,N/A,	 ,Mostly Cloudy
3:51 AM,72.0 °F,  -,61.0 °F,68%,30.09 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
4:51 AM,69.1 °F,  -,61.0 °F,75%,30.08 in,9.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
5:51 AM,69.1 °F,  -,62.1 °F,78%,30.09 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
6:51 AM,72.0 °F,  -,63.0 °F,73%,30.08 in,10.0 mi,South,4.6 mph,  -,N/A,	 ,Mostly Cloudy
7:51 AM,75.0 °F,  -,63.0 °F,66%,30.10 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
8:51 AM,77.0 °F,  -,61.0 °F,58%,30.09 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
9:51 AM,80.1 °F,81.2 °F,62.1 °F,54%,30.09 in,10.0 mi,South,4.6 mph,  -,N/A,	 ,Mostly Cloudy
10:51 AM,82.0 °F,82.7 °F,61.0 °F,49%,30.07 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
11:06 AM,72.0 °F,  -,64.0 °F,76%,30.09 in,10.0 mi,WNW,18.4 mph,40.3 mph,0.03 in,"Rain
	,
Thunderstorm",Heavy Thunderstorms and Rain
11:49 AM,75.2 °F,  -,64.4 °F,69%,30.08 in,10.0 mi,North,3.5 mph,  -,0.92 in,Rain,Light Rain
11:51 AM,75.0 °F,  -,64.0 °F,69%,30.07 in,10.0 mi,North,4.6 mph,  -,0.92 in,Rain,Light Rain
12:51 PM,82.0 °F,83.1 °F,63.0 °F,52%,30.05 in,10.0 mi,NW,5.8 mph,  -,0.00 in,	 ,Mostly Cloudy
1:51 PM,84.0 °F,84.5 °F,62.1 °F,47%,30.03 in,10.0 mi,NW,4.6 mph,  -,N/A,	 ,Scattered Clouds
2:45 PM,84.2 °F,84.4 °F,60.8 °F,45%,30.02 in,10.0 mi,Variable,3.5 mph,  -,N/A,Thunderstorm,Mostly Cloudy
2:51 PM,84.9 °F,84.8 °F,60.1 °F,43%,30.01 in,10.0 mi,West,6.9 mph,  -,N/A,Thunderstorm,Mostly Cloudy
3:51 PM,81.0 °F,82.7 °F,64.9 °F,58%,30.01 in,10.0 mi,South,12.7 mph,  -,N/A,Thunderstorm,Thunderstorm
4:09 PM,81.0 °F,82.7 °F,64.9 °F,58%,30.01 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
4:51 PM,82.9 °F,84.6 °F,64.9 °F,54%,29.99 in,10.0 mi,SSE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
5:51 PM,82.0 °F,82.7 °F,61.0 °F,49%,29.99 in,10.0 mi,WSW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
6:51 PM,82.0 °F,82.4 °F,60.1 °F,47%,29.99 in,10.0 mi,SSW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
7:51 PM,81.0 °F,81.9 °F,62.1 °F,52%,29.99 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Scattered Clouds
8:51 PM,77.0 °F,  -,63.0 °F,62%,30.00 in,10.0 mi,West,6.9 mph,  -,N/A,Thunderstorm,Partly Cloudy
9:05 PM,77.0 °F,  -,63.0 °F,62%,30.02 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Partly Cloudy
9:51 PM,75.9 °F,  -,63.0 °F,64%,30.01 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Partly Cloudy
10:51 PM,73.9 °F,  -,64.0 °F,71%,30.01 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Partly Cloudy
11:51 PM,73.0 °F,  -,63.0 °F,71%,30.02 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Partly Cloudy
