Time (CST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:51 AM,19.9 °F,13.4 °F,10.0 °F,65%,30.29 in,10.0 mi,NNW,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1:51 AM,19.9 °F,12.1 °F,10.0 °F,65%,30.30 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
2:51 AM,21.0 °F,13.4 °F,8.1 °F,57%,30.27 in,10.0 mi,North,5.8 mph,  -,N/A,	 ,Mostly Cloudy
3:51 AM,19.9 °F,10.1 °F,8.1 °F,60%,30.24 in,10.0 mi,NNE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
4:51 AM,19.9 °F,10.1 °F,8.1 °F,60%,30.23 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Overcast
5:51 AM,21.0 °F,12.4 °F,8.1 °F,57%,30.23 in,10.0 mi,NNW,6.9 mph,  -,N/A,	 ,Overcast
6:51 AM,21.0 °F,12.4 °F,7.0 °F,55%,30.23 in,10.0 mi,NNW,6.9 mph,  -,N/A,	 ,Overcast
7:51 AM,21.0 °F,12.4 °F,8.1 °F,57%,30.21 in,10.0 mi,North,6.9 mph,  -,N/A,	 ,Overcast
8:14 AM,21.0 °F,11.4 °F,12.0 °F,68%,30.17 in,3.0 mi,North,8.1 mph,  -,0.00 in,Snow,Light Snow
8:20 AM,19.9 °F,10.1 °F,12.9 °F,74%,30.17 in,2.0 mi,NNW,8.1 mph,  -,0.00 in,Snow,Light Snow
8:32 AM,19.9 °F,10.1 °F,14.0 °F,78%,30.17 in,1.2 mi,NNW,8.1 mph,  -,0.00 in,Snow,Light Snow
8:51 AM,19.9 °F,10.1 °F,16.0 °F,85%,30.20 in,1.5 mi,North,8.1 mph,  -,0.01 in,Snow,Light Snow
9:04 AM,19.9 °F,9.3 °F,16.0 °F,85%,30.16 in,1.2 mi,North,9.2 mph,  -,0.00 in,Snow,Light Snow
9:20 AM,19.9 °F,11.1 °F,16.0 °F,85%,30.15 in,1.0 mi,North,6.9 mph,  -,0.01 in,Snow,Light Snow
9:51 AM,21.0 °F,13.4 °F,17.1 °F,85%,30.17 in,1.0 mi,North,5.8 mph,  -,0.02 in,Snow,Light Snow
10:27 AM,21.0 °F,14.6 °F,17.1 °F,85%,30.13 in,0.8 mi,Variable,4.6 mph,  -,0.01 in,Snow,Light Snow
10:51 AM,21.0 °F,16.2 °F,18.0 °F,88%,30.14 in,0.5 mi,NW,3.5 mph,  -,0.03 in,"Fog
	,
Snow",Light Snow
11:51 AM,21.9 °F,13.4 °F,18.0 °F,85%,30.11 in,0.5 mi,WNW,6.9 mph,  -,0.04 in,"Fog
	,
Snow",Snow
12:46 PM,21.2 °F,11.7 °F,17.6 °F,86%,30.05 in,0.8 mi,NNW,8.1 mph,  -,0.04 in,Snow,Light Snow
12:51 PM,21.0 °F,9.9 °F,17.1 °F,85%,30.08 in,1.0 mi,NNW,10.4 mph,  -,0.04 in,Snow,Light Snow
1:40 PM,21.0 °F,9.3 °F,16.0 °F,81%,30.02 in,1.2 mi,NNW,11.5 mph,21.9 mph,0.01 in,Snow,Light Snow
1:51 PM,21.0 °F,9.9 °F,17.1 °F,85%,30.05 in,1.2 mi,NNW,10.4 mph,  -,0.02 in,Snow,Light Snow
