Time (EST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:52 AM,34.0 °F,28.0 °F,9.0 °F,35%,30.37 in,10.0 mi,ESE,6.9 mph,  -,0.00 in,Snow,Light Snow
1:00 AM,33.8 °F,26.4 °F,10.4 °F,38%,30.33 in,10.0 mi,ESE,9.2 mph,  -,0.00 in,Snow,Light Snow
1:20 AM,33.8 °F,26.4 °F,10.4 °F,38%,30.32 in,10.0 mi,ESE,9.2 mph,  -,0.00 in,Snow,Light Snow
1:36 AM,33.8 °F,26.4 °F,10.4 °F,38%,30.33 in,10.0 mi,ESE,9.2 mph,  -,0.00 in,Snow,Light Snow
1:52 AM,34.0 °F,28.0 °F,12.0 °F,40%,30.35 in,10.0 mi,ESE,6.9 mph,  -,0.00 in,Rain,Light Rain
2:52 AM,34.0 °F,26.6 °F,10.9 °F,38%,30.32 in,10.0 mi,ESE,9.2 mph,  -,0.00 in,	 ,Overcast
3:52 AM,35.1 °F,27.4 °F,9.0 °F,34%,30.30 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Overcast
4:52 AM,35.1 °F,26.4 °F,10.9 °F,37%,30.28 in,10.0 mi,SE,12.7 mph,19.6 mph,N/A,	 ,Overcast
5:52 AM,35.1 °F,28.6 °F,14.0 °F,42%,30.30 in,10.0 mi,SE,8.1 mph,  -,N/A,	 ,Overcast
6:52 AM,34.0 °F,27.2 °F,16.0 °F,48%,30.30 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Scattered Clouds
7:52 AM,34.0 °F,26.0 °F,19.0 °F,54%,30.31 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
8:52 AM,36.0 °F,29.6 °F,21.0 °F,55%,30.32 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
9:52 AM,37.9 °F,32.1 °F,21.0 °F,51%,30.30 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Overcast
10:52 AM,39.0 °F,32.3 °F,21.9 °F,50%,30.31 in,10.0 mi,SSE,10.4 mph,  -,N/A,	 ,Overcast
11:52 AM,44.1 °F,39.0 °F,21.9 °F,42%,30.27 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Overcast
12:52 PM,46.9 °F,  -,27.0 °F,46%,30.23 in,10.0 mi,South,11.5 mph,19.6 mph,N/A,	 ,Overcast
1:52 PM,48.9 °F,  -,28.9 °F,46%,30.18 in,10.0 mi,SSE,9.2 mph,16.1 mph,N/A,	 ,Overcast
2:52 PM,50.0 °F,  -,30.0 °F,46%,30.15 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Overcast
3:52 PM,51.1 °F,  -,30.9 °F,46%,30.13 in,10.0 mi,SE,3.5 mph,  -,N/A,	 ,Overcast
4:52 PM,52.0 °F,  -,34.0 °F,50%,30.11 in,10.0 mi,SE,3.5 mph,  -,0.00 in,	 ,Overcast
5:52 PM,52.0 °F,  -,34.0 °F,50%,30.10 in,10.0 mi,East,4.6 mph,  -,0.00 in,	 ,Overcast
6:52 PM,50.0 °F,  -,33.1 °F,52%,30.09 in,10.0 mi,SE,6.9 mph,  -,N/A,	 ,Overcast
7:52 PM,52.0 °F,  -,36.0 °F,54%,30.08 in,10.0 mi,SSE,6.9 mph,  -,N/A,	 ,Overcast
8:52 PM,55.9 °F,  -,37.9 °F,51%,30.11 in,10.0 mi,SE,3.5 mph,  -,N/A,	 ,Overcast
9:52 PM,52.0 °F,  -,42.1 °F,69%,30.10 in,10.0 mi,SSE,8.1 mph,  -,0.02 in,Rain,Light Rain
10:52 PM,51.1 °F,  -,44.1 °F,77%,30.10 in,5.0 mi,SSE,11.5 mph,  -,0.03 in,Rain,Rain
11:52 PM,51.1 °F,  -,46.9 °F,86%,30.09 in,10.0 mi,South,8.1 mph,  -,0.06 in,	 ,Overcast
