Time (EST),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:08 AM,48.2 °F,44.6 °F,87%,30.27 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Overcast
12:52 AM,48.2 °F,44.6 °F,87%,30.27 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Overcast
1:52 AM,48.9 °F,45.0 °F,86%,30.27 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Overcast
2:11 AM,48.2 °F,44.6 °F,87%,30.25 in,10.0 mi,ESE,9.2 mph,  -,N/A,	 ,Overcast
2:52 AM,48.0 °F,46.0 °F,93%,30.25 in,4.0 mi,ESE,6.9 mph,  -,N/A,	 ,Overcast
3:01 AM,48.2 °F,46.4 °F,93%,30.25 in,2.0 mi,East,8.1 mph,  -,0.00 in,	 ,Light Drizzle
3:22 AM,48.2 °F,46.4 °F,93%,30.24 in,1.5 mi,East,8.1 mph,  -,0.00 in,	 ,Light Drizzle
3:35 AM,48.2 °F,46.4 °F,93%,30.24 in,2.5 mi,East,9.2 mph,  -,0.01 in,Rain,Light Rain
3:52 AM,48.0 °F,46.0 °F,93%,30.25 in,2.5 mi,East,6.9 mph,  -,0.01 in,	 ,Light Drizzle
4:19 AM,48.2 °F,46.4 °F,93%,30.23 in,3.0 mi,ESE,8.1 mph,  -,0.00 in,	 ,Light Drizzle
4:47 AM,48.2 °F,46.4 °F,93%,30.22 in,0.5 mi,ESE,9.2 mph,  -,0.01 in,	 ,Light Drizzle
4:52 AM,48.9 °F,46.9 °F,93%,30.23 in,0.5 mi,ESE,10.4 mph,  -,0.01 in,	 ,Light Drizzle
5:52 AM,48.9 °F,46.9 °F,93%,30.23 in,0.5 mi,East,9.2 mph,  -,0.00 in,	 ,Light Drizzle
6:52 AM,48.2 °F,48.2 °F,100%,30.23 in,0.5 mi,East,10.4 mph,  -,N/A,	 ,Light Drizzle
7:52 AM,50.0 °F,48.2 °F,94%,30.24 in,0.5 mi,ESE,8.1 mph,  -,N/A,	 ,Light Drizzle
8:37 AM,50.0 °F,48.2 °F,94%,30.24 in,0.5 mi,ESE,9.2 mph,  -,0.00 in,	 ,Light Drizzle
8:52 AM,50.0 °F,48.2 °F,94%,30.24 in,0.5 mi,ESE,9.2 mph,  -,N/A,	 ,Light Drizzle
9:52 AM,50.0 °F,48.9 °F,96%,30.26 in,0.5 mi,East,10.4 mph,  -,0.01 in,	 ,Light Drizzle
10:52 AM,51.1 °F,50.0 °F,96%,30.25 in,0.5 mi,ESE,11.5 mph,  -,0.00 in,"Fog
	,
Rain",Light Rain
11:52 AM,52.0 °F,50.0 °F,93%,30.22 in,0.5 mi,ESE,10.4 mph,  -,0.00 in,Rain,Light Rain
12:52 PM,52.0 °F,51.1 °F,97%,30.19 in,0.5 mi,ESE,9.2 mph,  -,0.01 in,	 ,Light Drizzle
1:52 PM,53.1 °F,52.0 °F,96%,30.16 in,0.5 mi,ESE,9.2 mph,  -,0.00 in,	 ,Overcast
2:52 PM,53.1 °F,52.0 °F,96%,30.15 in,0.5 mi,ESE,6.9 mph,  -,0.00 in,	 ,Light Drizzle
3:52 PM,54.0 °F,53.1 °F,97%,30.13 in,0.5 mi,ESE,5.8 mph,  -,0.01 in,	 ,Light Drizzle
4:52 PM,54.0 °F,53.1 °F,97%,30.14 in,0.5 mi,East,6.9 mph,  -,0.00 in,"Fog
	,
Rain",Light Rain
5:52 PM,54.0 °F,53.1 °F,97%,30.12 in,0.5 mi,East,8.1 mph,  -,0.01 in,	 ,Light Drizzle
6:52 PM,54.0 °F,53.1 °F,97%,30.12 in,0.5 mi,ESE,9.2 mph,  -,0.00 in,Fog,Fog
7:52 PM,53.6 °F,53.6 °F,100%,30.11 in,0.5 mi,ESE,8.1 mph,  -,N/A,Fog,Fog
8:52 PM,55.0 °F,54.0 °F,96%,30.12 in,0.5 mi,SE,6.9 mph,  -,N/A,Fog,Fog
9:19 PM,55.4 °F,53.6 °F,94%,30.10 in,0.5 mi,SE,6.9 mph,  -,N/A,Fog,Fog
9:28 PM,55.4 °F,55.4 °F,100%,30.10 in,0.5 mi,SE,6.9 mph,  -,N/A,Fog,Fog
9:52 PM,55.0 °F,55.0 °F,100%,30.11 in,0.5 mi,SE,8.1 mph,  -,N/A,Fog,Fog
10:15 PM,55.4 °F,55.4 °F,100%,30.10 in,0.5 mi,ESE,4.6 mph,  -,0.02 in,"Fog
	,
Rain",Light Rain
10:52 PM,57.0 °F,55.9 °F,96%,30.09 in,0.8 mi,SE,6.9 mph,  -,0.08 in,Rain,Rain
11:52 PM,61.0 °F,60.1 °F,97%,30.08 in,0.8 mi,South,9.2 mph,  -,0.01 in,	 ,Overcast
