Time (EDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:01 AM,66.2 °F,64.4 °F,94%,29.82 in,1.0 mi,NE,10.4 mph,  -,0.01 in,Rain,Light Rain
12:52 AM,66.0 °F,63.0 °F,90%,29.80 in,1.0 mi,NE,9.2 mph,  -,0.03 in,Rain,Light Rain
1:52 AM,64.9 °F,63.0 °F,93%,29.78 in,1.0 mi,ENE,10.4 mph,  -,0.01 in,Rain,Light Rain
2:40 AM,64.4 °F,62.6 °F,94%,29.79 in,1.0 mi,ENE,12.7 mph,  -,0.00 in,	 ,Light Drizzle
2:52 AM,64.9 °F,62.1 °F,90%,29.78 in,1.0 mi,East,10.4 mph,  -,0.00 in,	 ,Light Drizzle
3:27 AM,64.4 °F,62.6 °F,94%,29.80 in,6.0 mi,East,9.2 mph,  -,0.00 in,Rain,Light Rain
3:52 AM,64.0 °F,60.1 °F,87%,29.78 in,8.0 mi,ENE,11.5 mph,  -,0.00 in,Rain,Light Rain
4:08 AM,64.4 °F,60.8 °F,88%,29.79 in,8.0 mi,ENE,15.0 mph,  -,0.00 in,Rain,Light Rain
4:35 AM,62.6 °F,60.8 °F,94%,29.79 in,5.0 mi,ENE,11.5 mph,  -,0.00 in,Rain,Light Rain
4:52 AM,63.0 °F,60.1 °F,90%,29.77 in,4.0 mi,ENE,11.5 mph,  -,0.00 in,Rain,Light Rain
5:52 AM,62.1 °F,59.0 °F,90%,29.78 in,8.0 mi,NE,12.7 mph,  -,0.00 in,Rain,Light Rain
6:52 AM,61.0 °F,57.9 °F,90%,29.79 in,6.0 mi,NE,13.8 mph,  -,0.00 in,Rain,Light Rain
7:52 AM,61.0 °F,55.9 °F,83%,29.80 in,10.0 mi,ENE,15.0 mph,  -,0.00 in,	 ,Overcast
8:15 AM,60.8 °F,57.2 °F,88%,29.82 in,10.0 mi,ENE,11.5 mph,  -,N/A,	 ,Overcast
8:52 AM,61.0 °F,55.9 °F,83%,29.81 in,2.0 mi,ENE,12.7 mph,23.0 mph,0.00 in,Rain,Light Rain
9:39 AM,60.8 °F,57.2 °F,88%,29.82 in,9.0 mi,ENE,12.7 mph,  -,0.01 in,	 ,Overcast
9:52 AM,61.0 °F,57.0 °F,87%,29.81 in,9.0 mi,ENE,16.1 mph,  -,0.01 in,	 ,Overcast
10:29 AM,60.8 °F,57.2 °F,88%,29.82 in,10.0 mi,ENE,12.7 mph,  -,N/A,	 ,Overcast
10:52 AM,61.0 °F,57.0 °F,87%,29.81 in,6.0 mi,NE,15.0 mph,  -,0.00 in,	 ,Light Drizzle
11:32 AM,62.6 °F,57.2 °F,82%,29.83 in,9.0 mi,NE,13.8 mph,  -,0.00 in,	 ,Overcast
11:52 AM,63.0 °F,55.9 °F,78%,29.81 in,10.0 mi,ENE,13.8 mph,  -,0.00 in,	 ,Overcast
11:59 AM,62.6 °F,55.4 °F,77%,29.82 in,10.0 mi,ENE,17.3 mph,21.9 mph,N/A,	 ,Overcast
12:52 PM,62.1 °F,55.9 °F,80%,29.81 in,8.0 mi,NE,13.8 mph,  -,0.00 in,	 ,Light Drizzle
12:59 PM,62.6 °F,55.4 °F,77%,29.82 in,8.0 mi,NE,15.0 mph,  -,0.00 in,	 ,Light Drizzle
1:52 PM,63.0 °F,55.9 °F,78%,29.79 in,10.0 mi,NE,12.7 mph,  -,0.00 in,	 ,Overcast
2:25 PM,64.4 °F,55.4 °F,73%,29.80 in,10.0 mi,NE,11.5 mph,19.6 mph,N/A,	 ,Overcast
2:52 PM,64.0 °F,55.9 °F,75%,29.77 in,10.0 mi,NE,15.0 mph,  -,N/A,	 ,Overcast
3:39 PM,64.4 °F,55.4 °F,73%,29.77 in,10.0 mi,ENE,12.7 mph,  -,N/A,	 ,Overcast
3:52 PM,64.0 °F,55.0 °F,73%,29.75 in,10.0 mi,NE,15.0 mph,  -,N/A,	 ,Overcast
3:59 PM,64.4 °F,55.4 °F,73%,29.77 in,10.0 mi,NE,13.8 mph,  -,N/A,	 ,Overcast
4:45 PM,62.6 °F,57.2 °F,82%,29.77 in,8.0 mi,NE,11.5 mph,  -,0.00 in,	 ,Light Drizzle
4:52 PM,63.0 °F,57.0 °F,81%,29.75 in,9.0 mi,NE,10.4 mph,  -,0.00 in,Rain,Light Rain
5:08 PM,62.6 °F,57.2 °F,82%,29.77 in,2.5 mi,NNE,11.5 mph,  -,0.00 in,Rain,Light Rain
5:52 PM,62.1 °F,57.9 °F,86%,29.76 in,3.0 mi,NE,12.7 mph,  -,0.01 in,Rain,Light Rain
6:29 PM,62.6 °F,57.2 °F,82%,29.76 in,8.0 mi,NE,11.5 mph,  -,0.00 in,Rain,Light Rain
6:52 PM,62.1 °F,57.9 °F,86%,29.76 in,8.0 mi,NE,12.7 mph,  -,0.00 in,Rain,Light Rain
7:52 PM,62.1 °F,57.0 °F,84%,29.76 in,4.0 mi,NE,11.5 mph,  -,0.00 in,Rain,Light Rain
8:52 PM,61.0 °F,57.9 °F,90%,29.77 in,5.0 mi,NE,9.2 mph,  -,0.00 in,Rain,Light Rain
9:52 PM,61.0 °F,57.0 °F,87%,29.76 in,8.0 mi,NE,11.5 mph,  -,0.00 in,Rain,Light Rain
