Time (EDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:52 AM,52.0 °F,48.9 °F,89%,30.17 in,8.0 mi,East,24.2 mph,33.4 mph,0.00 in,	 ,Light Drizzle
1:52 AM,52.0 °F,48.9 °F,89%,30.17 in,8.0 mi,East,24.2 mph,31.1 mph,0.00 in,	 ,Overcast
2:20 AM,52.0 °F,48.9 °F,89%,30.16 in,6.0 mi,East,24.2 mph,33.4 mph,N/A,	 ,Overcast
2:52 AM,51.1 °F,48.9 °F,92%,30.16 in,7.0 mi,East,20.7 mph,26.5 mph,0.00 in,	 ,Overcast
3:52 AM,51.1 °F,48.0 °F,89%,30.14 in,7.0 mi,East,25.3 mph,32.2 mph,0.01 in,Rain,Light Rain
4:04 AM,51.1 °F,48.0 °F,89%,30.15 in,8.0 mi,East,17.3 mph,27.6 mph,0.00 in,Rain,Light Rain
4:52 AM,51.1 °F,48.0 °F,89%,30.14 in,6.0 mi,East,19.6 mph,26.5 mph,0.02 in,Rain,Light Rain
5:42 AM,51.1 °F,48.0 °F,89%,30.13 in,6.0 mi,ENE,16.1 mph,27.6 mph,0.00 in,	 ,Overcast
5:52 AM,51.1 °F,48.0 °F,89%,30.13 in,6.0 mi,East,19.6 mph,25.3 mph,0.00 in,	 ,Overcast
6:45 AM,50.0 °F,48.0 °F,93%,30.14 in,3.0 mi,East,17.3 mph,  -,0.00 in,	 ,Light Drizzle
6:52 AM,50.0 °F,48.0 °F,93%,30.14 in,3.0 mi,East,18.4 mph,  -,0.00 in,	 ,Light Drizzle
7:52 AM,51.1 °F,48.0 °F,89%,30.13 in,3.0 mi,East,16.1 mph,26.5 mph,0.00 in,Rain,Light Rain
8:52 AM,51.1 °F,48.9 °F,92%,30.14 in,3.0 mi,East,21.9 mph,  -,0.01 in,Rain,Light Rain
9:52 AM,51.1 °F,48.9 °F,92%,30.14 in,3.0 mi,East,23.0 mph,27.6 mph,0.02 in,	 ,Light Drizzle
10:52 AM,52.0 °F,48.9 °F,89%,30.12 in,3.0 mi,East,20.7 mph,  -,0.00 in,	 ,Light Drizzle
11:52 AM,53.1 °F,50.0 °F,89%,30.12 in,3.0 mi,East,20.7 mph,  -,0.01 in,	 ,Light Drizzle
12:02 PM,53.1 °F,50.0 °F,89%,30.12 in,2.0 mi,East,13.8 mph,  -,0.00 in,	 ,Light Drizzle
12:18 PM,54.0 °F,51.1 °F,90%,30.12 in,3.0 mi,East,15.0 mph,  -,0.01 in,	 ,Light Drizzle
12:52 PM,54.0 °F,51.1 °F,90%,30.10 in,3.0 mi,East,13.8 mph,24.2 mph,0.01 in,	 ,Light Drizzle
1:52 PM,54.0 °F,51.1 °F,90%,30.05 in,10.0 mi,East,19.6 mph,26.5 mph,0.00 in,	 ,Overcast
2:52 PM,54.0 °F,51.1 °F,90%,30.03 in,6.0 mi,East,17.3 mph,  -,0.00 in,	 ,Light Drizzle
3:33 PM,54.0 °F,51.1 °F,90%,30.01 in,3.0 mi,East,17.3 mph,  -,0.00 in,	 ,Light Drizzle
3:52 PM,54.0 °F,52.0 °F,93%,30.00 in,3.0 mi,East,16.1 mph,  -,0.00 in,	 ,Light Drizzle
4:52 PM,54.0 °F,52.0 °F,93%,29.99 in,3.0 mi,East,16.1 mph,  -,0.00 in,	 ,Light Drizzle
5:25 PM,54.0 °F,52.0 °F,93%,29.98 in,2.0 mi,East,15.0 mph,  -,0.00 in,Rain,Light Rain
5:52 PM,54.0 °F,52.0 °F,93%,29.99 in,2.0 mi,East,17.3 mph,25.3 mph,0.00 in,	 ,Light Drizzle
6:09 PM,54.0 °F,52.0 °F,93%,29.98 in,1.0 mi,East,12.7 mph,21.9 mph,0.00 in,Rain,Light Rain
6:52 PM,55.0 °F,52.0 °F,89%,29.99 in,1.0 mi,East,12.7 mph,  -,0.01 in,Rain,Light Rain
7:52 PM,55.0 °F,53.1 °F,93%,29.98 in,3.0 mi,East,17.3 mph,  -,0.00 in,	 ,Light Drizzle
8:52 PM,55.0 °F,53.1 °F,93%,29.97 in,3.0 mi,East,19.6 mph,  -,0.00 in,Rain,Light Rain
9:52 PM,55.0 °F,53.1 °F,93%,29.96 in,3.0 mi,East,15.0 mph,  -,0.06 in,Rain,Light Rain
10:32 PM,55.9 °F,53.1 °F,90%,29.95 in,1.0 mi,East,12.7 mph,  -,0.02 in,	 ,Light Drizzle
10:52 PM,55.9 °F,53.1 °F,90%,29.95 in,1.0 mi,East,12.7 mph,  -,0.02 in,Rain,Light Rain
11:52 PM,55.9 °F,54.0 °F,93%,29.94 in,1.0 mi,East,10.4 mph,  -,0.02 in,Rain,Light Rain
