Time (EDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:52 AM,66.9 °F,64.9 °F,93%,30.09 in,3.0 mi,East,10.4 mph,23.0 mph,0.00 in,	 ,Light Drizzle
1:25 AM,66.2 °F,64.4 °F,94%,30.11 in,2.0 mi,East,11.5 mph,  -,0.00 in,Rain,Light Rain
1:38 AM,66.2 °F,64.4 °F,94%,30.10 in,4.0 mi,East,15.0 mph,  -,0.00 in,	 ,Light Drizzle
1:52 AM,66.9 °F,64.9 °F,93%,30.09 in,3.0 mi,East,11.5 mph,  -,0.00 in,	 ,Light Drizzle
2:41 AM,66.2 °F,64.4 °F,94%,30.11 in,2.5 mi,East,9.2 mph,  -,0.00 in,	 ,Light Drizzle
2:52 AM,66.9 °F,64.9 °F,93%,30.09 in,2.5 mi,East,9.2 mph,  -,0.00 in,	 ,Light Drizzle
3:00 AM,66.2 °F,64.4 °F,94%,30.10 in,3.0 mi,East,9.2 mph,  -,0.00 in,	 ,Light Drizzle
3:52 AM,66.9 °F,64.9 °F,93%,30.07 in,4.0 mi,East,12.7 mph,  -,0.00 in,	 ,Light Drizzle
4:52 AM,66.9 °F,64.0 °F,90%,30.06 in,4.0 mi,East,12.7 mph,  -,0.00 in,	 ,Light Drizzle
5:52 AM,66.0 °F,64.0 °F,93%,30.07 in,6.0 mi,East,11.5 mph,  -,0.00 in,	 ,Light Drizzle
6:52 AM,66.0 °F,63.0 °F,90%,30.08 in,6.0 mi,East,11.5 mph,  -,0.00 in,	 ,Light Drizzle
7:52 AM,64.9 °F,63.0 °F,93%,30.10 in,4.0 mi,East,11.5 mph,  -,0.01 in,	 ,Light Drizzle
7:59 AM,64.4 °F,62.6 °F,94%,30.11 in,2.0 mi,East,11.5 mph,  -,0.00 in,	 ,Light Drizzle
8:52 AM,66.0 °F,63.0 °F,90%,30.11 in,2.0 mi,East,12.7 mph,  -,0.00 in,	 ,Light Drizzle
9:52 AM,66.9 °F,64.0 °F,90%,30.12 in,2.0 mi,East,12.7 mph,  -,0.00 in,	 ,Light Drizzle
10:11 AM,66.2 °F,62.6 °F,88%,30.14 in,6.0 mi,East,16.1 mph,  -,0.00 in,	 ,Overcast
10:37 AM,68.0 °F,64.4 °F,88%,30.14 in,6.0 mi,East,12.7 mph,  -,0.00 in,	 ,Light Drizzle
10:52 AM,68.0 °F,63.0 °F,84%,30.13 in,6.0 mi,ENE,12.7 mph,  -,0.00 in,	 ,Light Drizzle
11:52 AM,69.1 °F,63.0 °F,81%,30.13 in,10.0 mi,East,12.7 mph,21.9 mph,0.00 in,	 ,Overcast
12:52 PM,69.1 °F,63.0 °F,81%,30.13 in,10.0 mi,ENE,11.5 mph,  -,N/A,	 ,Overcast
1:44 PM,71.6 °F,64.4 °F,78%,30.14 in,10.0 mi,East,11.5 mph,  -,N/A,	 ,Overcast
1:52 PM,70.0 °F,64.0 °F,81%,30.12 in,10.0 mi,ENE,10.4 mph,  -,N/A,	 ,Overcast
2:03 PM,69.8 °F,62.6 °F,78%,30.13 in,10.0 mi,NE,10.4 mph,  -,N/A,	 ,Overcast
2:52 PM,69.1 °F,63.0 °F,81%,30.09 in,10.0 mi,ENE,13.8 mph,  -,N/A,	 ,Overcast
3:52 PM,71.1 °F,64.0 °F,78%,30.05 in,10.0 mi,East,10.4 mph,  -,N/A,	 ,Overcast
4:35 PM,71.6 °F,64.4 °F,78%,30.06 in,10.0 mi,East,11.5 mph,  -,N/A,	 ,Overcast
4:52 PM,71.1 °F,64.0 °F,78%,30.03 in,10.0 mi,East,9.2 mph,  -,N/A,	 ,Overcast
5:52 PM,71.1 °F,64.0 °F,78%,30.02 in,10.0 mi,East,11.5 mph,  -,N/A,	 ,Overcast
6:52 PM,70.0 °F,64.0 °F,81%,30.03 in,10.0 mi,ENE,11.5 mph,  -,N/A,	 ,Overcast
7:52 PM,69.1 °F,64.0 °F,84%,30.04 in,10.0 mi,East,11.5 mph,  -,N/A,	 ,Overcast
8:52 PM,69.1 °F,64.0 °F,84%,30.06 in,10.0 mi,East,12.7 mph,  -,N/A,	 ,Overcast
9:29 PM,68.0 °F,64.4 °F,88%,30.08 in,10.0 mi,East,11.5 mph,  -,N/A,	 ,Overcast
9:52 PM,68.0 °F,64.0 °F,87%,30.07 in,10.0 mi,East,12.7 mph,  -,0.00 in,Rain,Light Rain
10:21 PM,68.0 °F,64.4 °F,88%,30.08 in,8.0 mi,East,11.5 mph,  -,0.00 in,Rain,Light Rain
10:52 PM,66.9 °F,64.0 °F,90%,30.06 in,7.0 mi,ENE,11.5 mph,  -,0.00 in,	 ,Light Drizzle
11:05 PM,66.2 °F,64.4 °F,94%,30.08 in,4.0 mi,ENE,12.7 mph,  -,0.00 in,	 ,Light Drizzle
11:52 PM,66.9 °F,64.0 °F,90%,30.06 in,6.0 mi,East,12.7 mph,  -,0.00 in,	 ,Light Drizzle
