Time (CST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:03 AM,16.0 °F,6.3 °F,12.0 °F,84%,30.33 in,0.8 mi,NNW,6.9 mph,  -,0.01 in,Snow,Light Snow
12:24 AM,16.0 °F,6.3 °F,12.0 °F,84%,30.32 in,1.2 mi,NNW,6.9 mph,  -,0.02 in,Snow,Light Snow
12:37 AM,16.0 °F,5.3 °F,12.0 °F,84%,30.32 in,1.8 mi,North,8.1 mph,  -,0.02 in,Snow,Light Snow
12:51 AM,15.1 °F,4.2 °F,10.9 °F,84%,30.35 in,1.8 mi,North,8.1 mph,  -,0.03 in,Snow,Light Snow
1:25 AM,15.1 °F,4.2 °F,10.0 °F,80%,30.31 in,0.8 mi,North,8.1 mph,  -,0.01 in,Snow,Light Snow
1:51 AM,15.1 °F,4.2 °F,10.0 °F,80%,30.33 in,0.8 mi,North,8.1 mph,  -,0.03 in,Snow,Light Snow
2:16 AM,14.0 °F,2.0 °F,10.0 °F,84%,30.28 in,1.0 mi,North,9.2 mph,  -,0.02 in,Snow,Light Snow
2:46 AM,14.0 °F,2.9 °F,10.4 °F,86%,30.27 in,1.5 mi,North,8.1 mph,  -,0.03 in,Snow,Light Snow
2:51 AM,14.0 °F,2.9 °F,10.0 °F,84%,30.31 in,1.5 mi,North,8.1 mph,  -,0.03 in,Snow,Light Snow
3:05 AM,14.0 °F,1.2 °F,10.0 °F,84%,30.26 in,2.0 mi,North,10.4 mph,  -,0.00 in,Snow,Light Snow
3:21 AM,14.0 °F,0.5 °F,10.0 °F,84%,30.25 in,1.5 mi,North,11.5 mph,  -,0.01 in,Snow,Light Snow
3:51 AM,14.0 °F,2.9 °F,9.0 °F,80%,30.29 in,2.0 mi,North,8.1 mph,  -,0.02 in,Snow,Light Snow
4:06 AM,14.0 °F,2.9 °F,9.0 °F,80%,30.25 in,4.0 mi,NNW,8.1 mph,  -,0.00 in,Snow,Light Snow
4:24 AM,14.0 °F,1.2 °F,9.0 °F,80%,30.25 in,5.0 mi,NNW,10.4 mph,  -,0.00 in,Snow,Light Snow
4:51 AM,14.0 °F,5.1 °F,10.0 °F,84%,30.29 in,6.0 mi,NNW,5.8 mph,  -,0.00 in,Snow,Light Snow
5:51 AM,14.0 °F,0.5 °F,10.0 °F,84%,30.30 in,5.0 mi,NW,11.5 mph,  -,0.00 in,Snow,Light Snow
6:00 AM,14.0 °F,-0.2 °F,10.0 °F,84%,30.27 in,3.0 mi,NW,12.7 mph,  -,0.00 in,Snow,Light Snow
6:05 AM,14.0 °F,2.0 °F,10.0 °F,84%,30.27 in,2.5 mi,NW,9.2 mph,  -,0.00 in,Snow,Light Snow
6:37 AM,14.0 °F,2.0 °F,10.0 °F,84%,30.26 in,2.5 mi,NW,9.2 mph,  -,0.00 in,Snow,Light Snow
6:46 AM,14.0 °F,2.0 °F,10.4 °F,86%,30.27 in,5.0 mi,WNW,9.2 mph,  -,0.00 in,Snow,Light Snow
