Time (CST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:51 AM,10.0 °F,-8.1 °F,-0.9 °F,61%,30.11 in,10.0 mi,SW,18.4 mph,26.5 mph,N/A,	 ,Overcast
1:51 AM,10.9 °F,-4.1 °F,-0.0 °F,61%,30.09 in,10.0 mi,SW,12.7 mph,  -,N/A,	 ,Overcast
2:51 AM,12.0 °F,-2.0 °F,1.0 °F,61%,30.09 in,9.0 mi,SW,11.5 mph,  -,0.00 in,Snow,Light Snow
3:34 AM,12.0 °F,-1.3 °F,3.0 °F,67%,30.02 in,2.5 mi,SW,10.4 mph,  -,0.00 in,Snow,Light Snow
3:41 AM,12.0 °F,-0.4 °F,3.9 °F,70%,30.02 in,3.0 mi,SW,9.2 mph,  -,0.00 in,Snow,Light Snow
3:51 AM,12.0 °F,-0.4 °F,3.9 °F,70%,30.06 in,7.0 mi,SW,9.2 mph,  -,0.00 in,Snow,Light Snow
4:02 AM,12.0 °F,-2.0 °F,3.9 °F,70%,30.02 in,9.0 mi,SW,11.5 mph,  -,0.00 in,Snow,Light Snow
4:51 AM,12.9 °F,-0.2 °F,3.9 °F,67%,30.06 in,6.0 mi,WSW,10.4 mph,  -,0.00 in,Snow,Light Snow
5:51 AM,12.9 °F,2.6 °F,6.1 °F,74%,30.06 in,9.0 mi,WSW,6.9 mph,  -,0.00 in,Snow,Light Snow
6:51 AM,14.0 °F,5.1 °F,8.1 °F,77%,30.07 in,7.0 mi,WSW,5.8 mph,  -,0.00 in,Snow,Light Snow
7:51 AM,15.1 °F,6.4 °F,9.0 °F,77%,30.05 in,6.0 mi,West,5.8 mph,  -,0.00 in,Snow,Light Snow
8:39 AM,15.1 °F,3.3 °F,9.0 °F,77%,30.02 in,4.0 mi,WNW,9.2 mph,  -,0.00 in,Snow,Light Snow
8:51 AM,16.0 °F,3.6 °F,9.0 °F,74%,30.07 in,3.0 mi,NW,10.4 mph,  -,0.00 in,Snow,Light Snow
9:51 AM,16.0 °F,2.3 °F,9.0 °F,74%,30.09 in,3.0 mi,WNW,12.7 mph,  -,0.00 in,Snow,Light Snow
10:40 AM,16.0 °F,2.3 °F,8.1 °F,71%,30.04 in,5.0 mi,NW,12.7 mph,  -,0.00 in,Snow,Light Snow
10:51 AM,16.0 °F,2.9 °F,8.1 °F,71%,30.09 in,6.0 mi,NW,11.5 mph,  -,0.00 in,Snow,Light Snow
11:51 AM,17.1 °F,3.0 °F,8.1 °F,68%,30.08 in,7.0 mi,WNW,13.8 mph,  -,0.00 in,Snow,Light Snow
12:51 PM,16.0 °F,-0.4 °F,5.0 °F,62%,30.08 in,10.0 mi,NW,18.4 mph,  -,0.00 in,	 ,Overcast
1:51 PM,16.0 °F,1.7 °F,3.9 °F,59%,30.08 in,10.0 mi,WNW,13.8 mph,  -,N/A,	 ,Mostly Cloudy
11:51 PM,6.1 °F,-12.8 °F,-4.0 °F,63%,30.25 in,10.0 mi,NNW,17.3 mph,  -,N/A,	 ,Partly Cloudy
