Time (CST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:51 AM,3.9 °F,-10.4 °F,-7.1 °F,60%,30.29 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Clear
1:51 AM,1.9 °F,-13.8 °F,-8.0 °F,63%,30.30 in,10.0 mi,WNW,10.4 mph,  -,N/A,	 ,Clear
2:51 AM,1.0 °F,-11.7 °F,-9.0 °F,63%,30.29 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Clear
3:51 AM,-0.0 °F,-11.6 °F,-9.9 °F,63%,30.27 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Partly Cloudy
4:51 AM,-2.0 °F,-13.9 °F,-9.0 °F,72%,30.29 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Partly Cloudy
5:51 AM,-2.0 °F,-13.9 °F,-9.9 °F,69%,30.33 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Clear
6:51 AM,-2.0 °F,-12.2 °F,-9.0 °F,72%,30.33 in,10.0 mi,WSW,4.6 mph,  -,N/A,	 ,Partly Cloudy
7:51 AM,-0.9 °F,-11.0 °F,-8.0 °F,72%,30.33 in,10.0 mi,SW,4.6 mph,  -,N/A,	 ,Mostly Cloudy
8:51 AM,1.9 °F,-7.6 °F,-7.1 °F,66%,30.32 in,10.0 mi,WSW,4.6 mph,  -,N/A,	 ,Overcast
9:51 AM,5.0 °F,-5.6 °F,-4.0 °F,66%,30.32 in,10.0 mi,SSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
10:51 AM,9.0 °F,-2.2 °F,-4.0 °F,56%,30.31 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
11:51 AM,10.9 °F,-0.8 °F,-4.0 °F,51%,30.30 in,10.0 mi,WSW,8.1 mph,  -,N/A,	 ,Overcast
12:51 PM,10.9 °F,-0.8 °F,-5.1 °F,49%,30.27 in,10.0 mi,WSW,8.1 mph,  -,N/A,	 ,Overcast
1:51 PM,10.9 °F,-1.8 °F,-4.0 °F,51%,30.21 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Overcast
2:51 PM,12.0 °F,-0.4 °F,-2.0 °F,53%,30.24 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Overcast
3:05 PM,10.9 °F,-2.6 °F,-0.0 °F,61%,30.20 in,4.0 mi,WSW,10.4 mph,17.3 mph,0.00 in,Snow,Light Snow
3:12 PM,10.9 °F,-2.6 °F,1.9 °F,67%,30.20 in,3.0 mi,WSW,10.4 mph,  -,0.00 in,Snow,Light Snow
3:15 PM,10.9 °F,-1.8 °F,1.9 °F,67%,30.20 in,2.0 mi,WSW,9.2 mph,  -,0.00 in,Snow,Light Snow
3:24 PM,10.9 °F,-1.8 °F,3.0 °F,70%,30.19 in,1.8 mi,WSW,9.2 mph,  -,0.00 in,Snow,Light Snow
3:51 PM,10.9 °F,0.2 °F,3.9 °F,73%,30.23 in,1.5 mi,SW,6.9 mph,  -,0.01 in,Snow,Light Snow
4:16 PM,10.9 °F,0.2 °F,5.0 °F,77%,30.18 in,1.0 mi,SSW,6.9 mph,  -,0.00 in,Snow,Light Snow
4:26 PM,10.9 °F,0.2 °F,5.0 °F,77%,30.18 in,0.8 mi,South,6.9 mph,  -,0.01 in,Snow,Light Snow
4:51 PM,10.0 °F,0.4 °F,5.0 °F,80%,30.22 in,0.8 mi,SSW,5.8 mph,  -,0.02 in,Snow,Light Snow
5:18 PM,10.0 °F,-1.9 °F,6.1 °F,84%,30.16 in,1.2 mi,South,8.1 mph,  -,0.02 in,Snow,Light Snow
5:26 PM,10.0 °F,-0.9 °F,6.1 °F,84%,30.16 in,1.5 mi,South,6.9 mph,  -,0.02 in,Snow,Light Snow
5:41 PM,10.0 °F,-1.9 °F,6.1 °F,84%,30.16 in,1.2 mi,South,8.1 mph,  -,0.03 in,Snow,Light Snow
5:51 PM,10.0 °F,-0.9 °F,6.1 °F,84%,30.22 in,1.2 mi,SSW,6.9 mph,  -,0.04 in,Snow,Light Snow
5:59 PM,10.0 °F,-1.9 °F,6.1 °F,84%,30.17 in,0.8 mi,SSW,8.1 mph,  -,0.00 in,Snow,Light Snow
6:18 PM,10.9 °F,0.2 °F,6.1 °F,81%,30.16 in,0.8 mi,SSW,6.9 mph,  -,0.01 in,Snow,Light Snow
6:51 PM,10.9 °F,-0.8 °F,7.0 °F,84%,30.22 in,0.8 mi,South,8.1 mph,  -,0.05 in,Snow,Light Snow
7:31 PM,10.9 °F,-0.8 °F,6.1 °F,81%,30.17 in,1.0 mi,South,8.1 mph,  -,0.04 in,Snow,Light Snow
7:51 PM,10.9 °F,1.4 °F,7.0 °F,84%,30.22 in,1.2 mi,SW,5.8 mph,  -,0.05 in,Snow,Light Snow
8:51 PM,10.9 °F,1.4 °F,7.0 °F,84%,30.25 in,1.2 mi,WSW,5.8 mph,  -,0.03 in,Snow,Light Snow
9:20 PM,10.9 °F,-0.8 °F,7.0 °F,84%,30.21 in,1.5 mi,WSW,8.1 mph,  -,0.01 in,Snow,Light Snow
9:31 PM,10.9 °F,0.2 °F,7.0 °F,84%,30.20 in,2.0 mi,SW,6.9 mph,  -,0.01 in,Snow,Light Snow
9:46 PM,10.4 °F,-1.5 °F,6.8 °F,85%,30.20 in,3.0 mi,SW,8.1 mph,  -,0.01 in,Snow,Light Snow
9:51 PM,10.9 °F,0.2 °F,7.0 °F,84%,30.25 in,3.0 mi,SW,6.9 mph,  -,0.01 in,Snow,Light Snow
10:13 PM,10.9 °F,-1.8 °F,6.1 °F,81%,30.20 in,4.0 mi,WSW,9.2 mph,  -,0.01 in,Snow,Light Snow
10:28 PM,10.9 °F,1.4 °F,6.1 °F,81%,30.21 in,8.0 mi,WSW,5.8 mph,  -,0.01 in,Snow,Light Snow
10:51 PM,10.9 °F,0.2 °F,6.1 °F,81%,30.25 in,9.0 mi,WSW,6.9 mph,  -,0.01 in,Snow,Light Snow
11:51 PM,12.0 °F,1.5 °F,6.1 °F,77%,30.26 in,9.0 mi,West,6.9 mph,  -,0.00 in,Snow,Light Snow
