Time (PST),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:26 AM,61.0 °F,57.0 °F,87%,29.78 in,7.0 mi,SE,15.0 mph,24.2 mph,0.00 in,Rain,Light Rain
12:49 AM,60.8 °F,57.2 °F,88%,29.77 in,7.0 mi,ESE,12.7 mph,  -,0.01 in,Rain,Light Rain
12:53 AM,60.1 °F,57.9 °F,93%,29.77 in,7.0 mi,ESE,12.7 mph,  -,0.01 in,Rain,Light Rain
1:26 AM,60.1 °F,59.0 °F,96%,29.76 in,10.0 mi,East,9.2 mph,  -,0.00 in,	 ,Overcast
1:53 AM,60.1 °F,57.9 °F,93%,29.74 in,10.0 mi,East,12.7 mph,  -,0.00 in,	 ,Overcast
2:49 AM,60.8 °F,57.2 °F,88%,29.69 in,5.0 mi,ESE,18.4 mph,26.5 mph,0.00 in,Rain,Light Rain
2:53 AM,60.1 °F,59.0 °F,96%,29.69 in,2.5 mi,East,18.4 mph,26.5 mph,0.01 in,Rain,Light Rain
3:22 AM,59.0 °F,59.0 °F,100%,29.67 in,2.0 mi,ESE,20.7 mph,  -,0.08 in,Rain,Rain
3:37 AM,59.0 °F,59.0 °F,100%,29.68 in,3.0 mi,ESE,15.0 mph,  -,0.09 in,Rain,Light Rain
3:53 AM,59.0 °F,59.0 °F,100%,29.66 in,3.0 mi,ESE,20.7 mph,  -,0.13 in,Rain,Heavy Rain
4:53 AM,59.0 °F,59.0 °F,100%,29.63 in,4.0 mi,ESE,18.4 mph,24.2 mph,0.17 in,Rain,Light Rain
5:16 AM,59.0 °F,59.0 °F,100%,29.63 in,2.5 mi,ESE,16.1 mph,  -,0.02 in,Rain,Rain
5:35 AM,59.0 °F,59.0 °F,100%,29.68 in,1.2 mi,SW,19.6 mph,24.2 mph,0.12 in,Rain,Heavy Rain
5:49 AM,55.4 °F,55.4 °F,100%,29.69 in,2.5 mi,WSW,27.6 mph,35.7 mph,0.33 in,Rain,Rain
5:53 AM,55.9 °F,55.0 °F,97%,29.69 in,2.5 mi,West,29.9 mph,  -,0.33 in,Rain,Light Rain
