Time (EST),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:15 AM,57.0 °F,57.0 °F,100%,30.15 in,2.5 mi,East,10.4 mph,  -,0.00 in,Rain,Light Rain
12:23 AM,57.0 °F,57.0 °F,100%,30.14 in,4.0 mi,East,11.5 mph,  -,0.00 in,Rain,Light Rain
12:52 AM,57.0 °F,57.0 °F,100%,30.13 in,7.0 mi,East,12.7 mph,  -,0.00 in,Rain,Light Rain
1:25 AM,55.9 °F,55.9 °F,100%,30.12 in,1.5 mi,East,12.7 mph,  -,0.00 in,Rain,Light Rain
1:34 AM,55.9 °F,55.9 °F,100%,30.11 in,1.5 mi,East,10.4 mph,  -,0.00 in,Rain,Light Rain
1:52 AM,55.9 °F,55.9 °F,100%,30.10 in,1.5 mi,East,12.7 mph,  -,0.01 in,Rain,Light Rain
2:52 AM,55.9 °F,55.9 °F,100%,30.10 in,1.5 mi,East,12.7 mph,  -,0.00 in,Rain,Light Rain
3:48 AM,55.4 °F,55.4 °F,100%,30.09 in,0.8 mi,East,16.1 mph,  -,0.00 in,Rain,Light Rain
3:52 AM,55.0 °F,55.0 °F,100%,30.08 in,0.8 mi,East,13.8 mph,  -,0.00 in,Rain,Light Rain
4:52 AM,54.0 °F,54.0 °F,100%,30.07 in,0.8 mi,East,13.8 mph,  -,0.00 in,Rain,Light Rain
5:52 AM,53.1 °F,53.1 °F,100%,30.09 in,0.8 mi,East,11.5 mph,  -,0.02 in,Rain,Light Rain
6:52 AM,53.1 °F,53.1 °F,100%,30.10 in,0.8 mi,East,8.1 mph,  -,0.02 in,Rain,Light Rain
7:41 AM,53.1 °F,53.1 °F,100%,30.10 in,0.5 mi,East,12.7 mph,  -,0.00 in,Rain,Light Rain
7:52 AM,53.1 °F,53.1 °F,100%,30.10 in,0.5 mi,East,11.5 mph,  -,0.00 in,Rain,Light Rain
8:52 AM,53.1 °F,53.1 °F,100%,30.11 in,0.5 mi,East,12.7 mph,  -,0.00 in,	 ,Light Drizzle
9:52 AM,53.1 °F,53.1 °F,100%,30.12 in,0.5 mi,East,12.7 mph,  -,0.00 in,	 ,Light Drizzle
10:52 AM,55.0 °F,55.0 °F,100%,30.12 in,0.5 mi,East,15.0 mph,  -,0.01 in,	 ,Light Drizzle
11:52 AM,55.9 °F,55.9 °F,100%,30.09 in,0.5 mi,East,9.2 mph,  -,0.00 in,	 ,Light Drizzle
12:52 PM,55.9 °F,55.9 °F,100%,30.06 in,0.5 mi,East,8.1 mph,  -,0.00 in,	 ,Overcast
1:52 PM,57.0 °F,57.0 °F,100%,30.02 in,0.5 mi,East,8.1 mph,  -,0.00 in,	 ,Light Drizzle
2:38 PM,59.0 °F,57.9 °F,96%,30.01 in,1.2 mi,ESE,8.1 mph,  -,0.00 in,	 ,Light Drizzle
2:40 PM,59.0 °F,57.9 °F,96%,30.01 in,1.2 mi,ESE,8.1 mph,  -,0.00 in,	 ,Light Drizzle
2:52 PM,59.0 °F,59.0 °F,100%,30.00 in,1.2 mi,ESE,9.2 mph,  -,0.00 in,	 ,Light Drizzle
3:20 PM,59.0 °F,59.0 °F,100%,30.00 in,0.8 mi,ESE,4.6 mph,  -,0.00 in,	 ,Light Drizzle
3:39 PM,59.0 °F,59.0 °F,100%,29.99 in,0.2 mi,ESE,8.1 mph,  -,0.00 in,	 ,Light Drizzle
3:52 PM,59.0 °F,59.0 °F,100%,29.99 in,0.2 mi,East,5.8 mph,  -,0.00 in,	 ,Light Drizzle
4:52 PM,59.0 °F,59.0 °F,100%,29.99 in,0.2 mi,Calm,Calm,  -,0.00 in,Fog,Overcast
5:52 PM,59.0 °F,59.0 °F,100%,29.98 in,0.2 mi,ENE,6.9 mph,  -,0.00 in,	 ,Overcast
6:52 PM,59.0 °F,59.0 °F,100%,29.96 in,0.2 mi,East,10.4 mph,  -,N/A,	 ,Overcast
7:52 PM,57.9 °F,57.9 °F,100%,29.95 in,0.2 mi,East,5.8 mph,  -,N/A,	 ,Overcast
8:25 PM,57.9 °F,57.9 °F,100%,29.94 in,0.2 mi,East,4.6 mph,  -,N/A,	 ,Mist
8:52 PM,57.9 °F,57.9 °F,100%,29.94 in,0.2 mi,ESE,4.6 mph,  -,N/A,Fog,Mist
9:25 PM,57.9 °F,57.9 °F,100%,29.93 in,0.2 mi,SE,5.8 mph,  -,N/A,Fog,Fog
9:52 PM,57.9 °F,57.9 °F,100%,29.92 in,0.2 mi,Calm,Calm,  -,N/A,Fog,Fog
10:52 PM,57.9 °F,57.9 °F,100%,29.92 in,0.2 mi,ESE,3.5 mph,  -,N/A,Fog,Fog
11:52 PM,57.9 °F,57.9 °F,100%,29.89 in,0.2 mi,ESE,5.8 mph,  -,N/A,Fog,Fog
