Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:48 AM,35.6 °F,29.2 °F,30.2 °F,81%,30.20 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Overcast
12:53 AM,34.0 °F,27.2 °F,30.9 °F,89%,30.20 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Overcast
1:00 AM,34.0 °F,26.6 °F,30.9 °F,89%,30.21 in,9.0 mi,North,9.2 mph,  -,N/A,	 ,Overcast
1:21 AM,34.0 °F,27.2 °F,32.0 °F,92%,30.21 in,2.5 mi,North,8.1 mph,  -,0.00 in,"Rain
	,
Snow",Light Rain
1:53 AM,32.0 °F,24.8 °F,30.0 °F,92%,30.23 in,2.5 mi,North,8.1 mph,  -,0.02 in,Snow,Light Snow
2:31 AM,28.9 °F,16.1 °F,26.1 °F,89%,30.26 in,2.5 mi,NNW,19.6 mph,  -,0.02 in,Snow,Light Snow
2:43 AM,28.0 °F,16.5 °F,25.0 °F,88%,30.26 in,2.5 mi,North,15.0 mph,  -,0.02 in,Snow,Light Snow
2:53 AM,27.0 °F,15.2 °F,25.0 °F,92%,30.27 in,3.0 mi,North,15.0 mph,  -,0.02 in,Snow,Light Snow
3:04 AM,27.0 °F,15.6 °F,24.1 °F,89%,30.25 in,4.0 mi,North,13.8 mph,  -,0.00 in,Snow,Light Freezing Drizzle
3:26 AM,27.0 °F,17.3 °F,24.1 °F,89%,30.26 in,6.0 mi,North,10.4 mph,  -,0.00 in,Snow,Light Snow
3:41 AM,27.0 °F,18.0 °F,24.1 °F,89%,30.26 in,9.0 mi,NNE,9.2 mph,  -,0.00 in,Snow,Light Freezing Drizzle
3:47 AM,26.6 °F,17.5 °F,24.8 °F,93%,30.26 in,9.0 mi,North,9.2 mph,  -,0.00 in,Snow,Light Snow
3:53 AM,26.1 °F,16.8 °F,24.1 °F,92%,30.29 in,9.0 mi,North,9.2 mph,  -,0.00 in,Snow,Light Snow
