Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,32.0 °F,23.0 °F,24.1 °F,73%,29.63 in,10.0 mi,NW,11.5 mph,  -,N/A,	 ,Partly Cloudy
1:53 AM,28.9 °F,18.6 °F,24.1 °F,82%,29.60 in,10.0 mi,North,12.7 mph,  -,N/A,	 ,Partly Cloudy
2:53 AM,27.0 °F,16.7 °F,23.0 °F,85%,29.58 in,10.0 mi,NNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
3:11 AM,28.0 °F,18.1 °F,24.1 °F,85%,29.64 in,10.0 mi,North,11.5 mph,  -,N/A,	 ,Mostly Cloudy
3:53 AM,28.9 °F,19.2 °F,25.0 °F,85%,29.57 in,10.0 mi,NE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
4:53 AM,28.9 °F,22.8 °F,25.0 °F,85%,29.55 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Overcast
5:53 AM,28.0 °F,19.3 °F,23.0 °F,81%,29.56 in,10.0 mi,ENE,9.2 mph,  -,N/A,	 ,Overcast
6:36 AM,27.0 °F,19.5 °F,23.0 °F,85%,29.56 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Overcast
6:53 AM,27.0 °F,18.7 °F,23.0 °F,85%,29.55 in,10.0 mi,SE,8.1 mph,  -,N/A,	 ,Overcast
7:53 AM,28.0 °F,18.6 °F,23.0 °F,81%,29.55 in,10.0 mi,ESE,10.4 mph,  -,N/A,	 ,Overcast
8:19 AM,28.0 °F,17.5 °F,23.0 °F,81%,29.53 in,10.0 mi,ESE,12.7 mph,  -,N/A,	 ,Overcast
8:43 AM,28.0 °F,17.5 °F,24.1 °F,85%,29.53 in,7.0 mi,ESE,12.7 mph,  -,N/A,	 ,Overcast
8:53 AM,28.0 °F,16.5 °F,24.1 °F,85%,29.54 in,6.0 mi,SE,15.0 mph,  -,N/A,	 ,Overcast
9:44 AM,28.9 °F,20.4 °F,25.0 °F,85%,29.53 in,1.8 mi,SE,9.2 mph,  -,0.01 in,Snow,Light Snow
9:53 AM,28.9 °F,21.1 °F,25.0 °F,85%,29.55 in,1.0 mi,ENE,8.1 mph,  -,0.01 in,Snow,Light Snow
10:07 AM,28.9 °F,22.8 °F,26.1 °F,89%,29.53 in,0.8 mi,ENE,5.8 mph,  -,0.02 in,Snow,Light Snow
10:53 AM,28.9 °F,18.6 °F,27.0 °F,92%,29.55 in,0.8 mi,East,12.7 mph,  -,0.07 in,Snow,Light Snow
