Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,52.0 °F,46.9 °F,83%,29.97 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Scattered Clouds
1:53 AM,53.1 °F,46.0 °F,77%,29.95 in,10.0 mi,SW,11.5 mph,  -,N/A,	 ,Partly Cloudy
2:53 AM,50.0 °F,45.0 °F,83%,29.94 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Scattered Clouds
3:53 AM,48.0 °F,43.0 °F,83%,29.94 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Partly Cloudy
4:53 AM,46.9 °F,42.1 °F,83%,29.93 in,10.0 mi,South,4.6 mph,  -,N/A,	 ,Partly Cloudy
5:53 AM,50.0 °F,42.1 °F,74%,29.92 in,10.0 mi,SSW,9.2 mph,  -,N/A,	 ,Partly Cloudy
6:53 AM,54.0 °F,45.0 °F,72%,29.91 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Partly Cloudy
7:53 AM,57.9 °F,46.0 °F,65%,29.94 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Partly Cloudy
8:53 AM,63.0 °F,44.1 °F,50%,29.92 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Scattered Clouds
9:53 AM,66.0 °F,44.1 °F,45%,29.91 in,10.0 mi,SSW,3.5 mph,  -,N/A,	 ,Partly Cloudy
10:53 AM,71.1 °F,44.1 °F,38%,29.87 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
11:53 AM,75.0 °F,44.1 °F,33%,29.87 in,10.0 mi,North,3.5 mph,  -,N/A,	 ,Partly Cloudy
12:53 PM,78.1 °F,42.1 °F,28%,29.87 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,78.1 °F,44.1 °F,30%,29.84 in,10.0 mi,North,6.9 mph,  -,N/A,	 ,Scattered Clouds
2:53 PM,81.0 °F,43.0 °F,26%,29.83 in,10.0 mi,NNE,10.4 mph,  -,N/A,	 ,Scattered Clouds
3:53 PM,79.0 °F,39.9 °F,25%,29.83 in,10.0 mi,NNW,5.8 mph,  -,N/A,Thunderstorm,Mostly Cloudy
4:41 PM,79.0 °F,43.0 °F,28%,30.01 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Mostly Cloudy
4:46 PM,78.1 °F,42.1 °F,28%,30.02 in,10.0 mi,SSE,16.1 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,78.1 °F,42.1 °F,28%,29.83 in,10.0 mi,SSE,15.0 mph,  -,N/A,	 ,Mostly Cloudy
5:05 PM,75.9 °F,41.0 °F,29%,30.01 in,10.0 mi,SSE,12.7 mph,  -,N/A,Thunderstorm,Mostly Cloudy
5:53 PM,73.9 °F,45.0 °F,35%,29.83 in,10.0 mi,South,10.4 mph,  -,N/A,Thunderstorm,Mostly Cloudy
6:40 PM,73.0 °F,39.9 °F,30%,30.01 in,10.0 mi,SSW,23.0 mph,28.8 mph,N/A,	 ,Mostly Cloudy
6:53 PM,73.9 °F,39.0 °F,28%,29.81 in,10.0 mi,SSW,16.1 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,66.9 °F,41.0 °F,39%,29.82 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Mostly Cloudy
8:26 PM,66.9 °F,43.0 °F,42%,30.03 in,10.0 mi,NNE,12.7 mph,16.1 mph,N/A,	 ,Mostly Cloudy
8:53 PM,64.0 °F,46.0 °F,52%,29.85 in,10.0 mi,NE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,62.1 °F,46.0 °F,56%,29.88 in,10.0 mi,NE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
10:22 PM,62.1 °F,46.0 °F,56%,30.09 in,10.0 mi,ESE,15.0 mph,  -,N/A,	 ,Mostly Cloudy
10:53 PM,59.0 °F,48.0 °F,67%,29.92 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
11:53 PM,55.9 °F,48.9 °F,77%,29.89 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
