Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:17 AM,19.0 °F,9.0 °F,14.0 °F,81%,29.84 in,4.0 mi,NNW,8.1 mph,  -,0.00 in,Snow,Light Snow
12:53 AM,18.0 °F,6.9 °F,14.0 °F,84%,29.93 in,8.0 mi,NNW,9.2 mph,  -,0.00 in,Snow,Light Snow
1:53 AM,18.0 °F,7.7 °F,14.0 °F,84%,29.92 in,5.0 mi,NNW,8.1 mph,  -,0.00 in,Snow,Light Snow
2:53 AM,19.0 °F,9.0 °F,14.0 °F,81%,29.92 in,9.0 mi,NNW,8.1 mph,  -,0.00 in,Snow,Light Snow
3:09 AM,19.0 °F,8.2 °F,14.0 °F,81%,29.84 in,9.0 mi,NNW,9.2 mph,  -,0.00 in,Snow,Light Snow
3:44 AM,19.0 °F,9.0 °F,14.0 °F,81%,29.84 in,8.0 mi,NNW,8.1 mph,  -,0.00 in,Snow,Light Snow
3:53 AM,19.0 °F,9.0 °F,14.0 °F,81%,29.94 in,8.0 mi,North,8.1 mph,  -,0.00 in,Snow,Light Snow
4:04 AM,19.0 °F,7.5 °F,14.0 °F,81%,29.84 in,6.0 mi,North,10.4 mph,  -,0.00 in,Snow,Light Snow
4:24 AM,18.0 °F,7.7 °F,14.0 °F,84%,29.84 in,6.0 mi,North,8.1 mph,  -,0.00 in,Snow,Light Snow
4:38 AM,18.0 °F,7.7 °F,14.0 °F,84%,29.84 in,6.0 mi,North,8.1 mph,  -,0.00 in,Snow,Light Snow
4:53 AM,18.0 °F,6.9 °F,14.0 °F,84%,29.96 in,7.0 mi,North,9.2 mph,  -,0.00 in,Snow,Light Snow
5:16 AM,18.0 °F,8.7 °F,14.0 °F,84%,29.85 in,8.0 mi,North,6.9 mph,  -,0.00 in,Snow,Light Snow
5:44 AM,18.0 °F,6.9 °F,14.0 °F,84%,29.86 in,7.0 mi,North,9.2 mph,  -,0.00 in,Snow,Light Snow
5:53 AM,18.0 °F,7.7 °F,14.0 °F,84%,29.99 in,8.0 mi,North,8.1 mph,  -,0.00 in,Snow,Light Snow
6:04 AM,18.0 °F,6.1 °F,14.0 °F,84%,29.86 in,8.0 mi,North,10.4 mph,  -,0.00 in,Snow,Light Snow
6:20 AM,18.0 °F,5.4 °F,14.0 °F,84%,29.87 in,2.5 mi,North,11.5 mph,  -,0.00 in,Snow,Light Snow
6:46 AM,18.0 °F,6.1 °F,14.0 °F,84%,29.88 in,4.0 mi,NNE,10.4 mph,  -,0.00 in,Snow,Light Snow
6:53 AM,17.1 °F,5.8 °F,12.9 °F,84%,30.02 in,6.0 mi,NNE,9.2 mph,  -,0.00 in,Snow,Light Snow
7:53 AM,18.0 °F,6.9 °F,12.9 °F,81%,30.05 in,2.5 mi,NE,9.2 mph,  -,0.00 in,Snow,Light Snow
