Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,43.0 °F,40.3 °F,21.0 °F,42%,29.52 in,10.0 mi,SSE,4.6 mph,  -,N/A,	 ,Scattered Clouds
1:53 AM,43.0 °F,41.3 °F,21.0 °F,42%,29.53 in,10.0 mi,West,3.5 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,39.0 °F,34.0 °F,21.0 °F,49%,29.52 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Scattered Clouds
3:53 AM,42.1 °F,34.5 °F,23.0 °F,47%,29.51 in,10.0 mi,SSW,15.0 mph,  -,N/A,	 ,Scattered Clouds
4:53 AM,46.9 °F,  -,23.0 °F,39%,29.52 in,10.0 mi,South,21.9 mph,  -,N/A,	 ,Partly Cloudy
5:53 AM,42.1 °F,38.4 °F,21.9 °F,45%,29.57 in,10.0 mi,WNW,5.8 mph,  -,N/A,	 ,Scattered Clouds
6:53 AM,39.0 °F,36.8 °F,23.0 °F,53%,29.58 in,10.0 mi,North,3.5 mph,  -,N/A,	 ,Mostly Cloudy
7:53 AM,39.9 °F,36.7 °F,24.1 °F,53%,29.63 in,10.0 mi,SSE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
8:53 AM,48.0 °F,  -,24.1 °F,39%,29.59 in,10.0 mi,East,3.5 mph,  -,N/A,	 ,Mostly Cloudy
9:53 AM,54.0 °F,  -,24.1 °F,31%,29.58 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
10:53 AM,57.0 °F,  -,25.0 °F,29%,29.55 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
11:53 AM,59.0 °F,  -,26.1 °F,28%,29.52 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Mostly Cloudy
12:53 PM,60.1 °F,  -,25.0 °F,26%,29.46 in,10.0 mi,NNE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1:29 PM,64.0 °F,  -,21.9 °F,20%,29.57 in,10.0 mi,South,23.0 mph,29.9 mph,N/A,	 ,Mostly Cloudy
1:33 PM,63.0 °F,  -,21.9 °F,21%,29.57 in,10.0 mi,South,24.2 mph,29.9 mph,N/A,	 ,Mostly Cloudy
1:53 PM,63.0 °F,  -,21.9 °F,21%,29.42 in,10.0 mi,South,25.3 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,62.1 °F,  -,26.1 °F,25%,29.44 in,10.0 mi,SSE,26.5 mph,29.9 mph,N/A,	 ,Mostly Cloudy
3:53 PM,59.0 °F,  -,28.0 °F,31%,29.42 in,10.0 mi,South,28.8 mph,35.7 mph,N/A,	 ,Mostly Cloudy
4:53 PM,57.0 °F,  -,28.0 °F,33%,29.42 in,10.0 mi,SSE,23.0 mph,  -,N/A,	 ,Mostly Cloudy
5:53 PM,54.0 °F,  -,24.1 °F,31%,29.45 in,10.0 mi,SSE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
6:48 PM,55.4 °F,  -,24.8 °F,31%,29.59 in,10.0 mi,WNW,16.1 mph,21.9 mph,N/A,	 ,Overcast
6:53 PM,55.0 °F,  -,25.0 °F,31%,29.51 in,10.0 mi,NW,21.9 mph,27.6 mph,N/A,	 ,Overcast
7:53 PM,51.1 °F,  -,32.0 °F,48%,29.54 in,10.0 mi,NNW,25.3 mph,32.2 mph,N/A,	 ,Mostly Cloudy
8:53 PM,46.9 °F,  -,35.1 °F,63%,29.57 in,10.0 mi,NNW,16.1 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,48.0 °F,  -,34.0 °F,58%,29.59 in,10.0 mi,WNW,11.5 mph,19.6 mph,0.00 in,Rain,Light Rain
10:53 PM,46.0 °F,42.5 °F,37.0 °F,71%,29.61 in,10.0 mi,West,6.9 mph,  -,0.00 in,Rain,Light Rain
11:53 PM,45.0 °F,40.6 °F,34.0 °F,65%,29.63 in,10.0 mi,NNE,8.1 mph,  -,0.00 in,	 ,Overcast
