Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,21.9 °F,11.7 °F,18.0 °F,85%,29.66 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,21.0 °F,9.9 °F,17.1 °F,85%,29.66 in,10.0 mi,SSE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
2:53 AM,23.0 °F,11.7 °F,17.1 °F,78%,29.65 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
3:53 AM,23.0 °F,12.4 °F,16.0 °F,74%,29.66 in,10.0 mi,South,10.4 mph,  -,N/A,	 ,Mostly Cloudy
4:53 AM,23.0 °F,12.4 °F,16.0 °F,74%,29.65 in,10.0 mi,South,10.4 mph,  -,N/A,	 ,Mostly Cloudy
5:53 AM,23.0 °F,13.9 °F,16.0 °F,74%,29.66 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Mostly Cloudy
6:53 AM,25.0 °F,19.3 °F,17.1 °F,72%,29.67 in,10.0 mi,SSW,4.6 mph,  -,N/A,	 ,Overcast
7:53 AM,28.9 °F,25.2 °F,19.0 °F,67%,29.67 in,10.0 mi,SSW,3.5 mph,  -,N/A,	 ,Overcast
8:53 AM,30.0 °F,25.2 °F,16.0 °F,56%,29.70 in,10.0 mi,South,4.6 mph,  -,N/A,	 ,Overcast
9:53 AM,34.0 °F,28.0 °F,16.0 °F,48%,29.72 in,10.0 mi,SSE,6.9 mph,  -,N/A,	 ,Overcast
10:53 AM,35.1 °F,26.9 °F,15.1 °F,44%,29.70 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Overcast
11:53 AM,33.1 °F,23.0 °F,17.1 °F,52%,29.73 in,10.0 mi,ESE,15.0 mph,  -,N/A,	 ,Overcast
12:25 PM,32.0 °F,21.6 °F,21.0 °F,64%,29.68 in,2.0 mi,East,15.0 mph,  -,0.00 in,Snow,Light Snow
12:28 PM,30.9 °F,20.7 °F,21.9 °F,69%,29.68 in,1.8 mi,East,13.8 mph,  -,0.00 in,Snow,Light Snow
12:42 PM,30.9 °F,20.7 °F,23.0 °F,72%,29.67 in,2.5 mi,East,13.8 mph,  -,0.00 in,Snow,Light Snow
12:50 PM,30.2 °F,19.3 °F,24.8 °F,80%,29.67 in,4.0 mi,East,15.0 mph,  -,0.00 in,Snow,Light Snow
12:53 PM,30.9 °F,20.7 °F,24.1 °F,76%,29.73 in,4.0 mi,East,13.8 mph,  -,0.00 in,Snow,Light Snow
12:59 PM,30.0 °F,19.5 °F,24.1 °F,79%,29.67 in,2.5 mi,East,13.8 mph,  -,0.00 in,Snow,Light Snow
1:09 PM,30.0 °F,18.7 °F,24.1 °F,79%,29.66 in,3.0 mi,East,16.1 mph,  -,0.00 in,Snow,Light Snow
1:16 PM,30.0 °F,18.7 °F,24.1 °F,79%,29.66 in,3.0 mi,East,16.1 mph,  -,0.00 in,Snow,Light Snow
1:27 PM,28.9 °F,16.9 °F,24.1 °F,82%,29.66 in,2.0 mi,East,17.3 mph,  -,0.00 in,Snow,Light Snow
1:31 PM,28.9 °F,16.9 °F,24.1 °F,82%,29.66 in,1.5 mi,East,17.3 mph,  -,0.00 in,Snow,Light Snow
1:37 PM,28.9 °F,17.3 °F,25.0 °F,85%,29.67 in,1.0 mi,East,16.1 mph,  -,0.00 in,Snow,Light Snow
1:48 PM,28.4 °F,16.6 °F,24.8 °F,86%,29.67 in,2.5 mi,East,16.1 mph,  -,0.00 in,Snow,Light Snow
1:53 PM,28.9 °F,17.3 °F,25.0 °F,85%,29.74 in,4.0 mi,East,16.1 mph,  -,0.00 in,Snow,Light Snow
2:02 PM,28.9 °F,17.7 °F,25.0 °F,85%,29.68 in,4.0 mi,East,15.0 mph,  -,0.00 in,Snow,Light Snow
2:53 PM,30.0 °F,19.5 °F,26.1 °F,85%,29.77 in,7.0 mi,East,13.8 mph,  -,0.00 in,Snow,Light Snow
3:21 PM,30.0 °F,19.5 °F,26.1 °F,85%,29.72 in,10.0 mi,ENE,13.8 mph,  -,0.00 in,	 ,Mostly Cloudy
3:53 PM,30.0 °F,19.5 °F,25.0 °F,82%,29.79 in,10.0 mi,East,13.8 mph,  -,0.00 in,	 ,Overcast
4:53 PM,28.0 °F,18.6 °F,24.1 °F,85%,29.86 in,9.0 mi,East,10.4 mph,  -,0.00 in,Snow,Light Snow
5:17 PM,28.0 °F,20.0 °F,23.0 °F,81%,29.81 in,0.8 mi,ENE,8.1 mph,  -,0.00 in,Snow,Light Snow
5:38 PM,27.0 °F,18.0 °F,24.1 °F,89%,29.84 in,0.8 mi,NNE,9.2 mph,  -,0.01 in,Snow,Light Snow
5:46 PM,27.0 °F,18.0 °F,24.1 °F,89%,29.83 in,0.8 mi,NNE,9.2 mph,  -,0.01 in,Snow,Light Snow
5:53 PM,26.1 °F,18.4 °F,24.1 °F,92%,29.92 in,3.0 mi,NE,6.9 mph,  -,0.02 in,Snow,Light Snow
6:11 PM,24.1 °F,19.7 °F,21.9 °F,91%,29.86 in,7.0 mi,East,3.5 mph,  -,0.00 in,	 ,Mostly Cloudy
6:53 PM,24.1 °F,19.7 °F,23.0 °F,96%,29.97 in,7.0 mi,WSW,3.5 mph,  -,0.00 in,	 ,Scattered Clouds
7:53 PM,23.0 °F,15.8 °F,19.9 °F,88%,29.99 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Partly Cloudy
8:53 PM,21.9 °F,9.2 °F,10.0 °F,60%,30.03 in,10.0 mi,West,13.8 mph,  -,N/A,	 ,Partly Cloudy
9:53 PM,24.1 °F,10.6 °F,5.0 °F,44%,30.02 in,10.0 mi,West,17.3 mph,  -,N/A,	 ,Partly Cloudy
10:53 PM,25.0 °F,12.6 °F,3.9 °F,41%,30.02 in,10.0 mi,West,15.0 mph,24.2 mph,N/A,	 ,Partly Cloudy
11:53 PM,23.0 °F,12.4 °F,5.0 °F,46%,30.05 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Partly Cloudy
