Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,34.0 °F,  -,19.9 °F,56%,29.39 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1:53 AM,32.0 °F,26.4 °F,21.9 °F,66%,29.40 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
2:53 AM,36.0 °F,32.1 °F,19.9 °F,52%,29.38 in,10.0 mi,NNE,4.6 mph,  -,N/A,	 ,Overcast
3:53 AM,32.0 °F,26.4 °F,23.0 °F,69%,29.39 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Overcast
4:53 AM,34.0 °F,28.0 °F,24.1 °F,67%,29.42 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Overcast
5:53 AM,34.0 °F,  -,24.1 °F,67%,29.44 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
6:53 AM,33.1 °F,26.1 °F,24.1 °F,70%,29.45 in,10.0 mi,SE,8.1 mph,  -,N/A,	 ,Overcast
7:53 AM,34.0 °F,28.8 °F,25.0 °F,70%,29.45 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Overcast
8:53 AM,36.0 °F,29.0 °F,28.9 °F,76%,29.44 in,10.0 mi,NW,9.2 mph,  -,0.00 in,Snow,Light Snow
9:09 AM,37.0 °F,33.3 °F,28.9 °F,73%,29.47 in,6.0 mi,West,4.6 mph,  -,0.00 in,Snow,Light Snow
9:53 AM,36.0 °F,31.1 °F,30.9 °F,82%,29.47 in,9.0 mi,SSW,5.8 mph,  -,0.00 in,Snow,Light Snow
10:16 AM,36.0 °F,31.1 °F,30.9 °F,82%,29.46 in,5.0 mi,South,5.8 mph,  -,0.00 in,Snow,Light Snow
10:35 AM,35.1 °F,27.4 °F,30.9 °F,85%,29.45 in,7.0 mi,SSE,10.4 mph,  -,0.00 in,	 ,Overcast
10:53 AM,36.0 °F,29.6 °F,32.0 °F,86%,29.44 in,10.0 mi,SW,8.1 mph,  -,0.00 in,	 ,Overcast
11:53 AM,39.0 °F,32.3 °F,28.9 °F,67%,29.39 in,10.0 mi,South,10.4 mph,  -,N/A,	 ,Overcast
12:53 PM,41.0 °F,35.8 °F,30.0 °F,65%,29.33 in,10.0 mi,SSW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1:53 PM,42.1 °F,37.1 °F,28.0 °F,58%,29.33 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,44.1 °F,  -,28.0 °F,53%,29.30 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
3:53 PM,43.0 °F,38.2 °F,28.0 °F,56%,29.33 in,10.0 mi,ENE,8.1 mph,  -,N/A,	 ,Scattered Clouds
4:53 PM,36.0 °F,30.3 °F,28.0 °F,73%,29.37 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Scattered Clouds
5:53 PM,32.0 °F,23.6 °F,26.1 °F,79%,29.41 in,10.0 mi,ESE,10.4 mph,  -,N/A,	 ,Scattered Clouds
6:53 PM,30.0 °F,20.5 °F,25.0 °F,82%,29.42 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Scattered Clouds
7:53 PM,28.9 °F,18.2 °F,25.0 °F,85%,29.43 in,10.0 mi,SSE,13.8 mph,  -,N/A,	 ,Partly Cloudy
8:53 PM,28.9 °F,18.6 °F,25.0 °F,85%,29.42 in,10.0 mi,SSE,12.7 mph,  -,N/A,	 ,Partly Cloudy
9:53 PM,26.1 °F,16.2 °F,23.0 °F,88%,29.43 in,10.0 mi,SSE,10.4 mph,  -,N/A,	 ,Partly Cloudy
10:53 PM,28.0 °F,18.1 °F,24.1 °F,85%,29.42 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Partly Cloudy
11:53 PM,28.0 °F,19.3 °F,23.0 °F,81%,29.40 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Partly Cloudy
