Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:14 AM,44.1 °F,36.8 °F,39.0 °F,82%,30.02 in,10.0 mi,SE,16.1 mph,21.9 mph,N/A,	 ,Overcast
12:53 AM,43.0 °F,34.5 °F,37.0 °F,80%,29.88 in,10.0 mi,SE,19.6 mph,  -,N/A,	 ,Overcast
1:53 AM,42.1 °F,33.9 °F,37.0 °F,82%,29.85 in,10.0 mi,SE,17.3 mph,  -,N/A,	 ,Overcast
2:33 AM,44.1 °F,35.4 °F,37.9 °F,79%,29.94 in,10.0 mi,SSE,21.9 mph,  -,N/A,	 ,Overcast
2:53 AM,44.1 °F,35.7 °F,37.9 °F,79%,29.82 in,10.0 mi,SSE,20.7 mph,28.8 mph,N/A,	 ,Overcast
3:20 AM,44.1 °F,35.4 °F,37.0 °F,76%,29.93 in,10.0 mi,SSE,21.9 mph,  -,N/A,	 ,Overcast
3:53 AM,43.0 °F,35.4 °F,37.0 °F,80%,29.83 in,10.0 mi,SSE,16.1 mph,  -,0.01 in,Rain,Light Rain
4:44 AM,43.0 °F,  -,36.0 °F,76%,29.91 in,10.0 mi,Calm,Calm,  -,0.00 in,	 ,Overcast
4:53 AM,43.0 °F,34.2 °F,36.0 °F,76%,29.83 in,8.0 mi,SSE,20.7 mph,25.3 mph,0.00 in,Rain,Light Rain
5:09 AM,42.1 °F,33.6 °F,37.9 °F,85%,29.89 in,9.0 mi,SSE,18.4 mph,28.8 mph,0.02 in,Rain,Light Rain
5:18 AM,42.1 °F,33.3 °F,36.0 °F,79%,29.89 in,10.0 mi,SE,19.6 mph,28.8 mph,0.02 in,	 ,Mostly Cloudy
5:53 AM,41.0 °F,33.9 °F,36.0 °F,82%,29.81 in,10.0 mi,SE,12.7 mph,  -,0.02 in,	 ,Overcast
6:53 AM,41.0 °F,36.4 °F,36.0 °F,82%,29.84 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Mostly Cloudy
7:53 AM,43.0 °F,39.5 °F,37.0 °F,80%,29.87 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
8:53 AM,45.0 °F,42.6 °F,39.0 °F,80%,29.89 in,10.0 mi,North,4.6 mph,  -,0.01 in,Rain,Light Rain
9:53 AM,46.0 °F,40.6 °F,37.0 °F,71%,29.91 in,10.0 mi,North,11.5 mph,  -,0.00 in,	 ,Mostly Cloudy
10:09 AM,46.0 °F,39.9 °F,37.0 °F,71%,29.98 in,10.0 mi,North,13.8 mph,19.6 mph,0.00 in,Rain,Light Rain
10:45 AM,45.0 °F,36.6 °F,35.1 °F,68%,29.99 in,10.0 mi,NNW,21.9 mph,  -,0.00 in,Rain,Light Rain
10:53 AM,46.0 °F,38.3 °F,37.0 °F,71%,29.92 in,10.0 mi,NNW,20.7 mph,  -,0.00 in,	 ,Overcast
11:53 AM,48.0 °F,  -,37.0 °F,66%,29.94 in,10.0 mi,NNW,32.2 mph,39.1 mph,N/A,	 ,Overcast
12:44 PM,42.1 °F,31.9 °F,36.0 °F,79%,30.02 in,10.0 mi,NNW,26.5 mph,34.5 mph,N/A,	 ,Mostly Cloudy
12:53 PM,42.1 °F,31.5 °F,35.1 °F,76%,29.97 in,10.0 mi,North,28.8 mph,36.8 mph,N/A,	 ,Mostly Cloudy
1:15 PM,45.0 °F,35.8 °F,35.1 °F,68%,30.02 in,10.0 mi,North,26.5 mph,41.4 mph,N/A,	 ,Overcast
1:53 PM,43.0 °F,33.1 °F,35.1 °F,74%,29.99 in,10.0 mi,North,26.5 mph,38.0 mph,N/A,	 ,Mostly Cloudy
2:53 PM,44.1 °F,35.2 °F,35.1 °F,71%,30.01 in,10.0 mi,North,23.0 mph,  -,N/A,	 ,Mostly Cloudy
2:59 PM,44.1 °F,35.0 °F,34.0 °F,68%,30.07 in,10.0 mi,NNE,24.2 mph,31.1 mph,N/A,	 ,Overcast
3:08 PM,42.1 °F,33.1 °F,34.0 °F,73%,30.08 in,10.0 mi,NNE,20.7 mph,31.1 mph,N/A,	 ,Mostly Cloudy
3:53 PM,42.1 °F,32.8 °F,34.0 °F,73%,30.04 in,10.0 mi,North,21.9 mph,  -,N/A,	 ,Overcast
4:53 PM,41.0 °F,32.2 °F,34.0 °F,76%,30.07 in,10.0 mi,NE,18.4 mph,  -,N/A,	 ,Overcast
5:53 PM,39.9 °F,31.1 °F,34.0 °F,79%,30.11 in,10.0 mi,NE,17.3 mph,  -,N/A,	 ,Overcast
6:35 PM,39.0 °F,31.4 °F,34.0 °F,82%,30.15 in,10.0 mi,NE,12.7 mph,  -,N/A,	 ,Overcast
6:53 PM,39.0 °F,31.4 °F,34.0 °F,82%,30.13 in,10.0 mi,ENE,12.7 mph,  -,N/A,	 ,Overcast
7:53 PM,37.9 °F,30.9 °F,34.0 °F,86%,30.14 in,10.0 mi,ENE,10.4 mph,  -,N/A,	 ,Overcast
8:53 PM,37.9 °F,32.1 °F,34.0 °F,86%,30.16 in,10.0 mi,ENE,8.1 mph,  -,N/A,	 ,Overcast
9:45 PM,37.9 °F,33.5 °F,36.0 °F,93%,30.22 in,2.5 mi,East,5.8 mph,  -,0.00 in,	 ,Light Drizzle
9:53 PM,37.9 °F,33.5 °F,36.0 °F,93%,30.18 in,1.8 mi,East,5.8 mph,  -,0.00 in,	 ,Light Drizzle
9:58 PM,37.9 °F,33.5 °F,36.0 °F,93%,30.22 in,2.0 mi,East,5.8 mph,  -,0.00 in,	 ,Light Drizzle
10:20 PM,37.9 °F,33.5 °F,35.1 °F,89%,30.22 in,2.0 mi,ESE,5.8 mph,  -,0.00 in,	 ,Light Drizzle
10:32 PM,37.9 °F,32.7 °F,35.1 °F,89%,30.22 in,2.0 mi,ESE,6.9 mph,  -,0.01 in,	 ,Light Drizzle
10:43 PM,37.9 °F,33.5 °F,35.1 °F,89%,30.23 in,2.0 mi,SE,5.8 mph,  -,0.01 in,	 ,Light Drizzle
10:53 PM,37.9 °F,32.7 °F,36.0 °F,93%,30.19 in,2.0 mi,SE,6.9 mph,  -,0.01 in,	 ,Light Drizzle
11:11 PM,37.9 °F,32.1 °F,35.1 °F,89%,30.23 in,2.0 mi,ESE,8.1 mph,  -,0.00 in,	 ,Light Drizzle
11:53 PM,37.9 °F,34.4 °F,35.1 °F,89%,30.18 in,2.0 mi,SE,4.6 mph,  -,0.00 in,	 ,Light Drizzle
11:59 PM,37.9 °F,34.4 °F,35.1 °F,89%,30.22 in,10.0 mi,SE,4.6 mph,  -,0.00 in,	 ,Light Drizzle
