Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,69.1 °F,46.0 °F,44%,29.92 in,10.0 mi,SW,11.5 mph,  -,N/A,	 ,Clear
1:53 AM,66.9 °F,46.0 °F,47%,29.91 in,10.0 mi,SSW,10.4 mph,  -,N/A,	 ,Clear
2:53 AM,66.9 °F,45.0 °F,45%,29.91 in,10.0 mi,SSW,15.0 mph,  -,N/A,	 ,Clear
3:53 AM,64.9 °F,45.0 °F,48%,29.90 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Clear
4:53 AM,62.1 °F,45.0 °F,53%,29.91 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Clear
5:53 AM,60.1 °F,44.1 °F,55%,29.93 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Partly Cloudy
6:53 AM,57.9 °F,43.0 °F,58%,29.96 in,10.0 mi,SSW,8.1 mph,  -,N/A,	 ,Partly Cloudy
7:53 AM,70.0 °F,43.0 °F,38%,29.96 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
8:53 AM,70.0 °F,42.1 °F,36%,29.96 in,10.0 mi,SW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
9:53 AM,75.9 °F,41.0 °F,29%,29.96 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Scattered Clouds
10:53 AM,82.0 °F,39.9 °F,22%,29.94 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
11:53 AM,84.9 °F,41.0 °F,21%,29.92 in,10.0 mi,SSW,5.8 mph,  -,N/A,	 ,Partly Cloudy
12:53 PM,89.1 °F,41.0 °F,19%,29.90 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Partly Cloudy
1:53 PM,91.0 °F,41.0 °F,17%,29.87 in,10.0 mi,East,6.9 mph,20.7 mph,N/A,	 ,Scattered Clouds
2:48 PM,87.8 °F,39.2 °F,18%,30.13 in,10.0 mi,SE,10.4 mph,  -,N/A,Thunderstorm,Mostly Cloudy
2:53 PM,88.0 °F,39.9 °F,18%,29.86 in,10.0 mi,South,8.1 mph,  -,N/A,Thunderstorm,Mostly Cloudy
3:24 PM,84.9 °F,41.0 °F,21%,30.13 in,10.0 mi,SSE,17.3 mph,28.8 mph,N/A,Thunderstorm,Thunderstorm
3:39 PM,81.0 °F,43.0 °F,26%,30.15 in,10.0 mi,SE,11.5 mph,23.0 mph,N/A,Thunderstorm,Mostly Cloudy
3:53 PM,81.0 °F,41.0 °F,24%,29.91 in,10.0 mi,SSE,16.1 mph,  -,N/A,Thunderstorm,Mostly Cloudy
4:53 PM,80.1 °F,43.0 °F,27%,29.91 in,10.0 mi,South,24.2 mph,33.4 mph,N/A,	 ,Mostly Cloudy
5:53 PM,79.0 °F,43.0 °F,28%,29.94 in,10.0 mi,South,18.4 mph,27.6 mph,N/A,	 ,Mostly Cloudy
6:53 PM,77.0 °F,43.0 °F,30%,29.93 in,10.0 mi,South,18.4 mph,25.3 mph,N/A,	 ,Mostly Cloudy
7:53 PM,73.0 °F,43.0 °F,34%,29.92 in,10.0 mi,South,12.7 mph,  -,N/A,	 ,Scattered Clouds
8:53 PM,70.0 °F,45.0 °F,41%,29.95 in,10.0 mi,South,15.0 mph,  -,N/A,	 ,Partly Cloudy
9:53 PM,64.9 °F,46.0 °F,50%,29.95 in,10.0 mi,SSE,12.7 mph,  -,N/A,	 ,Partly Cloudy
10:53 PM,66.9 °F,46.0 °F,47%,29.92 in,10.0 mi,SSE,19.6 mph,  -,N/A,	 ,Partly Cloudy
11:53 PM,68.0 °F,45.0 °F,43%,29.90 in,10.0 mi,SSE,17.3 mph,  -,N/A,	 ,Partly Cloudy
