Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:07 AM,33.1 °F,27.7 °F,33.1 °F,100%,30.10 in,1.2 mi,NNE,5.8 mph,  -,0.00 in,Snow,Light Snow
12:28 AM,33.1 °F,27.7 °F,33.1 °F,100%,30.10 in,1.2 mi,NNE,5.8 mph,  -,0.01 in,Snow,Light Snow
12:53 AM,33.1 °F,26.9 °F,33.1 °F,100%,30.09 in,1.2 mi,North,6.9 mph,  -,0.01 in,Snow,Light Snow
1:06 AM,32.0 °F,27.5 °F,32.0 °F,100%,30.11 in,1.2 mi,NNE,4.6 mph,  -,0.01 in,Snow,Light Snow
1:16 AM,32.0 °F,28.7 °F,32.0 °F,100%,30.12 in,1.2 mi,North,3.5 mph,  -,0.01 in,Snow,Light Snow
1:53 AM,32.0 °F,25.6 °F,32.0 °F,100%,30.12 in,1.2 mi,North,6.9 mph,  -,0.01 in,Snow,Light Snow
2:31 AM,33.1 °F,28.7 °F,33.1 °F,100%,30.11 in,1.2 mi,North,4.6 mph,  -,0.00 in,	 ,Overcast
2:53 AM,33.1 °F,26.9 °F,33.1 °F,100%,30.12 in,1.2 mi,North,6.9 mph,  -,0.00 in,	 ,Overcast
3:53 AM,33.1 °F,26.1 °F,33.1 °F,100%,30.12 in,1.2 mi,North,8.1 mph,  -,0.00 in,Snow,Light Snow
4:39 AM,33.1 °F,28.7 °F,33.1 °F,100%,30.14 in,1.2 mi,North,4.6 mph,  -,0.00 in,Snow,Light Snow
4:53 AM,33.1 °F,28.7 °F,33.1 °F,100%,30.15 in,1.2 mi,North,4.6 mph,  -,0.01 in,Snow,Light Snow
5:00 AM,33.1 °F,28.7 °F,33.1 °F,100%,30.14 in,1.2 mi,North,4.6 mph,  -,0.00 in,Snow,Light Snow
5:53 AM,33.1 °F,27.7 °F,33.1 °F,100%,30.15 in,1.2 mi,NNW,5.8 mph,  -,0.01 in,Snow,Light Snow
6:22 AM,33.1 °F,27.7 °F,33.1 °F,100%,30.15 in,0.8 mi,NNW,5.8 mph,  -,0.00 in,Snow,Light Snow
6:28 AM,33.1 °F,27.7 °F,33.1 °F,100%,30.14 in,2.5 mi,NNW,5.8 mph,  -,0.00 in,Snow,Light Snow
6:38 AM,33.1 °F,28.7 °F,33.1 °F,100%,30.15 in,1.5 mi,NNW,4.6 mph,  -,0.00 in,Snow,Light Snow
6:53 AM,33.1 °F,  -,33.1 °F,100%,30.17 in,1.5 mi,Calm,Calm,  -,0.00 in,Snow,Light Snow
7:12 AM,33.1 °F,30.0 °F,33.1 °F,100%,30.16 in,1.5 mi,North,3.5 mph,  -,0.00 in,Snow,Light Snow
7:25 AM,33.1 °F,30.0 °F,33.1 °F,100%,30.16 in,2.0 mi,North,3.5 mph,  -,0.00 in,	 ,Overcast
7:37 AM,33.1 °F,30.0 °F,33.1 °F,100%,30.16 in,2.0 mi,North,3.5 mph,  -,0.00 in,	 ,Overcast
7:53 AM,33.1 °F,28.7 °F,33.1 °F,100%,30.17 in,2.0 mi,North,4.6 mph,  -,0.00 in,	 ,Overcast
8:14 AM,33.1 °F,27.7 °F,33.1 °F,100%,30.16 in,3.0 mi,NNW,5.8 mph,  -,0.00 in,Snow,Light Drizzle
8:25 AM,33.1 °F,28.7 °F,33.1 °F,100%,30.16 in,3.0 mi,North,4.6 mph,  -,0.00 in,Snow,Light Drizzle
8:53 AM,34.0 °F,28.0 °F,33.1 °F,96%,30.18 in,3.0 mi,NNW,6.9 mph,  -,0.00 in,Snow,Light Snow
9:53 AM,35.1 °F,29.3 °F,34.0 °F,96%,30.18 in,3.0 mi,North,6.9 mph,  -,0.00 in,Snow,Light Snow
10:16 AM,35.1 °F,30.1 °F,35.1 °F,100%,30.16 in,4.0 mi,North,5.8 mph,  -,0.00 in,Snow,Light Snow
10:53 AM,35.1 °F,29.3 °F,34.0 °F,96%,30.18 in,6.0 mi,NNW,6.9 mph,  -,0.01 in,Snow,Light Drizzle
11:53 AM,37.9 °F,34.4 °F,34.0 °F,86%,30.15 in,10.0 mi,NW,4.6 mph,  -,0.00 in,	 ,Overcast
12:53 PM,39.9 °F,  -,32.0 °F,73%,30.12 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1:16 PM,41.0 °F,39.0 °F,34.0 °F,76%,30.11 in,10.0 mi,North,3.5 mph,  -,N/A,	 ,Overcast
1:32 PM,41.0 °F,37.1 °F,33.1 °F,73%,30.11 in,10.0 mi,North,5.8 mph,  -,N/A,	 ,Overcast
1:53 PM,39.9 °F,35.8 °F,33.1 °F,77%,30.12 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Overcast
2:53 PM,39.0 °F,31.8 °F,33.1 °F,79%,30.10 in,10.0 mi,East,11.5 mph,  -,0.00 in,	 ,Overcast
3:32 PM,39.0 °F,31.8 °F,34.0 °F,82%,30.08 in,10.0 mi,East,11.5 mph,  -,N/A,	 ,Overcast
3:53 PM,39.0 °F,32.8 °F,33.1 °F,79%,30.08 in,10.0 mi,East,9.2 mph,  -,N/A,	 ,Overcast
4:53 PM,39.9 °F,36.7 °F,33.1 °F,77%,30.07 in,10.0 mi,ESE,4.6 mph,  -,N/A,	 ,Overcast
5:53 PM,39.0 °F,34.8 °F,32.0 °F,76%,30.06 in,10.0 mi,SE,5.8 mph,  -,N/A,	 ,Overcast
6:53 PM,39.0 °F,34.0 °F,33.1 °F,79%,30.04 in,10.0 mi,SSE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
7:07 PM,39.0 °F,34.0 °F,33.1 °F,79%,30.04 in,10.0 mi,SSE,6.9 mph,  -,N/A,	 ,Overcast
7:53 PM,37.9 °F,32.1 °F,34.0 °F,86%,30.04 in,10.0 mi,SE,8.1 mph,  -,N/A,	 ,Overcast
8:53 PM,37.9 °F,33.5 °F,34.0 °F,86%,30.03 in,10.0 mi,SSE,5.8 mph,  -,N/A,	 ,Overcast
9:03 PM,37.0 °F,33.3 °F,33.1 °F,86%,30.03 in,10.0 mi,SE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,35.1 °F,27.9 °F,32.0 °F,89%,30.04 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
10:53 PM,35.1 °F,32.2 °F,32.0 °F,89%,30.02 in,10.0 mi,SE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
11:53 PM,30.9 °F,22.8 °F,28.9 °F,92%,29.99 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Scattered Clouds
