Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,34.0 °F,  -,25.0 °F,70%,29.58 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1:53 AM,37.0 °F,29.8 °F,21.9 °F,54%,29.56 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,34.0 °F,26.6 °F,21.0 °F,59%,29.55 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Partly Cloudy
3:53 AM,37.0 °F,31.6 °F,19.9 °F,50%,29.53 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Partly Cloudy
4:53 AM,37.0 °F,32.4 °F,17.1 °F,44%,29.53 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Partly Cloudy
5:53 AM,34.0 °F,26.0 °F,17.1 °F,50%,29.57 in,10.0 mi,WSW,10.4 mph,  -,N/A,	 ,Partly Cloudy
6:53 AM,39.9 °F,32.9 °F,17.1 °F,40%,29.58 in,10.0 mi,WSW,11.5 mph,  -,N/A,	 ,Partly Cloudy
7:53 AM,43.0 °F,37.7 °F,19.9 °F,40%,29.59 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Partly Cloudy
8:53 AM,46.9 °F,  -,15.1 °F,28%,29.60 in,10.0 mi,NW,3.5 mph,  -,N/A,	 ,Partly Cloudy
9:53 AM,48.9 °F,  -,14.0 °F,25%,29.59 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Scattered Clouds
10:53 AM,48.9 °F,  -,16.0 °F,27%,29.60 in,10.0 mi,North,10.4 mph,  -,N/A,	 ,Scattered Clouds
11:53 AM,48.9 °F,  -,18.0 °F,29%,29.62 in,10.0 mi,East,15.0 mph,  -,N/A,	 ,Mostly Cloudy
12:53 PM,54.0 °F,  -,19.9 °F,26%,29.60 in,10.0 mi,East,18.4 mph,26.5 mph,N/A,	 ,Mostly Cloudy
1:53 PM,50.0 °F,  -,23.0 °F,35%,29.62 in,10.0 mi,ENE,21.9 mph,29.9 mph,N/A,	 ,Mostly Cloudy
