Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,32.0 °F,25.6 °F,28.0 °F,85%,29.89 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Partly Cloudy
1:35 AM,30.9 °F,22.2 °F,28.0 °F,89%,29.94 in,8.0 mi,West,10.4 mph,  -,N/A,Fog,Patches of Fog
1:53 AM,30.0 °F,21.7 °F,27.0 °F,88%,29.91 in,7.0 mi,WNW,9.2 mph,  -,N/A,Fog,Patches of Fog
2:00 AM,30.0 °F,20.5 °F,28.0 °F,92%,29.95 in,0.8 mi,WNW,11.5 mph,  -,N/A,Fog,Light Freezing Fog
2:10 AM,30.0 °F,21.7 °F,28.0 °F,92%,29.94 in,0.1 mi,West,9.2 mph,  -,N/A,Fog,Light Freezing Fog
2:27 AM,30.0 °F,21.7 °F,28.0 °F,92%,29.95 in,0.5 mi,West,9.2 mph,  -,N/A,Fog,Light Freezing Fog
2:53 AM,30.0 °F,21.1 °F,28.0 °F,92%,29.91 in,0.8 mi,WSW,10.4 mph,  -,N/A,	 ,Mist
2:59 AM,30.0 °F,21.1 °F,28.0 °F,92%,29.95 in,2.5 mi,WSW,10.4 mph,  -,N/A,	 ,Overcast
3:06 AM,30.0 °F,21.7 °F,28.0 °F,92%,29.95 in,3.0 mi,West,9.2 mph,  -,N/A,	 ,Overcast
3:25 AM,30.0 °F,21.7 °F,28.0 °F,92%,29.95 in,4.0 mi,West,9.2 mph,  -,N/A,	 ,Overcast
3:31 AM,30.0 °F,21.7 °F,28.0 °F,92%,29.95 in,1.8 mi,West,9.2 mph,  -,N/A,	 ,Overcast
3:53 AM,30.0 °F,22.4 °F,28.0 °F,92%,29.93 in,1.5 mi,West,8.1 mph,  -,N/A,	 ,Overcast
4:16 AM,30.0 °F,20.5 °F,28.0 °F,92%,29.96 in,0.2 mi,West,11.5 mph,  -,N/A,Fog,Light Freezing Fog
4:53 AM,28.9 °F,20.4 °F,27.0 °F,92%,29.96 in,0.2 mi,West,9.2 mph,  -,N/A,Fog,Light Freezing Fog
