Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,53.1 °F,  -,15.1 °F,22%,29.76 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,54.0 °F,  -,15.1 °F,22%,29.79 in,10.0 mi,WNW,17.3 mph,  -,N/A,	 ,Mostly Cloudy
2:53 AM,50.0 °F,  -,19.9 °F,31%,29.83 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Mostly Cloudy
3:53 AM,50.0 °F,  -,21.0 °F,32%,29.88 in,10.0 mi,WNW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
4:53 AM,51.1 °F,  -,23.0 °F,33%,29.92 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
5:34 AM,50.0 °F,  -,32.0 °F,50%,30.09 in,10.0 mi,NW,15.0 mph,34.5 mph,0.00 in,Rain,Light Rain
5:53 AM,48.0 °F,  -,34.0 °F,58%,30.00 in,10.0 mi,NW,19.6 mph,27.6 mph,0.01 in,Rain,Light Rain
6:53 AM,45.0 °F,36.6 °F,35.1 °F,68%,30.08 in,10.0 mi,NNE,21.9 mph,31.1 mph,0.01 in,Rain,Light Rain
7:53 AM,43.0 °F,34.0 °F,36.0 °F,76%,30.14 in,10.0 mi,NNE,21.9 mph,26.5 mph,0.00 in,	 ,Overcast
8:53 AM,34.0 °F,24.2 °F,28.0 °F,79%,30.23 in,7.0 mi,East,15.0 mph,  -,0.00 in,Snow,Light Snow
9:11 AM,34.0 °F,25.5 °F,28.9 °F,82%,30.29 in,7.0 mi,East,11.5 mph,  -,0.00 in,Snow,Light Snow
9:53 AM,36.0 °F,28.5 °F,30.0 °F,79%,30.24 in,10.0 mi,East,10.4 mph,  -,0.00 in,	 ,Overcast
10:27 AM,37.0 °F,33.3 °F,30.9 °F,79%,30.32 in,10.0 mi,ESE,4.6 mph,  -,N/A,	 ,Overcast
10:53 AM,37.0 °F,  -,30.0 °F,76%,30.27 in,8.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
11:44 AM,39.0 °F,35.7 °F,32.0 °F,76%,30.33 in,10.0 mi,West,4.6 mph,  -,N/A,	 ,Overcast
11:53 AM,39.9 °F,36.7 °F,30.9 °F,70%,30.27 in,10.0 mi,North,4.6 mph,  -,N/A,	 ,Overcast
12:53 PM,42.1 °F,  -,30.9 °F,65%,30.24 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1:53 PM,42.1 °F,40.2 °F,32.0 °F,67%,30.23 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,43.0 °F,  -,30.0 °F,60%,30.24 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
3:53 PM,44.1 °F,40.8 °F,30.9 °F,60%,30.24 in,10.0 mi,ESE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,39.0 °F,34.8 °F,30.0 °F,70%,30.24 in,10.0 mi,SE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
5:53 PM,34.0 °F,26.6 °F,28.9 °F,82%,30.26 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Partly Cloudy
6:53 PM,32.0 °F,23.0 °F,27.0 °F,82%,30.27 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Partly Cloudy
7:53 PM,30.9 °F,22.8 °F,26.1 °F,82%,30.28 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Partly Cloudy
8:53 PM,35.1 °F,27.9 °F,28.0 °F,76%,30.28 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Scattered Clouds
9:53 PM,39.0 °F,32.3 °F,30.9 °F,73%,30.26 in,10.0 mi,West,10.4 mph,  -,N/A,	 ,Partly Cloudy
10:53 PM,36.0 °F,30.3 °F,30.9 °F,82%,30.26 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Partly Cloudy
11:53 PM,34.0 °F,26.6 °F,30.0 °F,85%,30.26 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
