Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:02 AM,50.0 °F,  -,44.1 °F,80%,30.05 in,10.0 mi,North,11.5 mph,  -,N/A,	 ,Overcast
12:13 AM,50.0 °F,  -,45.0 °F,83%,30.05 in,10.0 mi,North,12.7 mph,  -,N/A,	 ,Overcast
12:53 AM,50.0 °F,  -,45.0 °F,83%,29.92 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Overcast
1:31 AM,48.9 °F,  -,45.0 °F,86%,30.06 in,10.0 mi,NNW,10.4 mph,  -,N/A,	 ,Overcast
1:53 AM,48.9 °F,  -,45.0 °F,86%,29.92 in,10.0 mi,NNW,10.4 mph,  -,N/A,	 ,Overcast
2:41 AM,48.9 °F,  -,45.0 °F,86%,30.05 in,10.0 mi,NNW,9.2 mph,  -,N/A,	 ,Overcast
2:53 AM,48.9 °F,  -,45.0 °F,86%,29.89 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Overcast
3:53 AM,48.9 °F,  -,45.0 °F,86%,29.87 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Overcast
4:53 AM,48.0 °F,  -,44.1 °F,86%,29.87 in,10.0 mi,West,8.1 mph,  -,N/A,	 ,Mostly Cloudy
5:19 AM,48.0 °F,  -,43.0 °F,83%,30.04 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
5:44 AM,46.9 °F,  -,42.1 °F,83%,30.05 in,10.0 mi,West,4.6 mph,  -,N/A,	 ,Scattered Clouds
5:53 AM,48.0 °F,  -,43.0 °F,83%,29.88 in,10.0 mi,West,3.5 mph,  -,N/A,	 ,Scattered Clouds
6:53 AM,50.0 °F,  -,44.1 °F,80%,29.90 in,10.0 mi,WSW,3.5 mph,  -,N/A,	 ,Scattered Clouds
7:53 AM,52.0 °F,  -,44.1 °F,74%,29.92 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
8:53 AM,55.0 °F,  -,39.9 °F,57%,29.94 in,10.0 mi,North,4.6 mph,  -,N/A,	 ,Mostly Cloudy
9:53 AM,54.0 °F,  -,42.1 °F,64%,29.98 in,10.0 mi,North,11.5 mph,  -,N/A,	 ,Mostly Cloudy
10:53 AM,54.0 °F,  -,42.1 °F,64%,30.00 in,10.0 mi,North,10.4 mph,  -,0.00 in,	 ,Mostly Cloudy
11:53 AM,57.9 °F,  -,39.9 °F,51%,29.97 in,10.0 mi,NNE,15.0 mph,24.2 mph,N/A,	 ,Mostly Cloudy
12:53 PM,53.1 °F,  -,43.0 °F,69%,30.00 in,9.0 mi,NNE,11.5 mph,  -,0.00 in,Rain,Light Rain
1:30 PM,48.9 °F,  -,44.1 °F,83%,30.15 in,3.0 mi,North,18.4 mph,24.2 mph,0.03 in,"Rain
	,
Thunderstorm",Thunderstorms and Rain
1:33 PM,46.9 °F,  -,43.0 °F,86%,30.16 in,2.0 mi,North,17.3 mph,24.2 mph,0.04 in,"Rain
	,
Thunderstorm",Thunderstorms and Rain
1:53 PM,46.0 °F,41.4 °F,43.0 °F,89%,30.09 in,2.0 mi,North,9.2 mph,  -,0.13 in,"Rain
	,
Thunderstorm",Rain
2:02 PM,46.9 °F,  -,43.0 °F,86%,30.17 in,2.0 mi,WNW,9.2 mph,  -,0.03 in,Rain,Rain
2:19 PM,48.0 °F,  -,44.1 °F,86%,30.18 in,7.0 mi,West,6.9 mph,  -,0.05 in,Rain,Light Rain
2:53 PM,48.9 °F,  -,45.0 °F,86%,30.09 in,10.0 mi,Calm,Calm,  -,0.07 in,	 ,Mostly Cloudy
3:53 PM,53.1 °F,  -,44.1 °F,71%,30.07 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,54.0 °F,  -,42.1 °F,64%,30.09 in,10.0 mi,North,11.5 mph,  -,0.00 in,Rain,Light Rain
5:53 PM,53.1 °F,  -,42.1 °F,66%,30.11 in,10.0 mi,North,6.9 mph,  -,0.00 in,	 ,Mostly Cloudy
6:53 PM,54.0 °F,  -,42.1 °F,64%,30.11 in,10.0 mi,North,9.2 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,52.0 °F,  -,39.9 °F,63%,30.12 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,50.0 °F,  -,39.9 °F,68%,30.11 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Partly Cloudy
9:53 PM,48.0 °F,  -,41.0 °F,77%,30.14 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Partly Cloudy
10:53 PM,46.0 °F,42.5 °F,41.0 °F,83%,30.17 in,10.0 mi,WSW,6.9 mph,  -,N/A,	 ,Partly Cloudy
11:53 PM,46.0 °F,41.4 °F,39.9 °F,79%,30.16 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Partly Cloudy
