Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,33.1 °F,22.2 °F,30.9 °F,92%,30.05 in,0.5 mi,NW,17.3 mph,  -,0.00 in,Snow,Light Snow
1:53 AM,33.1 °F,23.0 °F,30.9 °F,92%,30.03 in,0.5 mi,NW,15.0 mph,  -,0.01 in,Snow,Light Snow
2:53 AM,33.1 °F,22.6 °F,30.9 °F,92%,30.04 in,0.5 mi,NW,16.1 mph,  -,0.01 in,Snow,Light Snow
3:53 AM,33.1 °F,23.9 °F,30.9 °F,92%,30.04 in,0.5 mi,NW,12.7 mph,  -,0.01 in,Snow,Light Snow
4:32 AM,33.1 °F,22.2 °F,30.9 °F,92%,30.03 in,0.5 mi,NW,17.3 mph,  -,0.00 in,Snow,Light Snow
4:53 AM,33.1 °F,23.4 °F,30.9 °F,92%,30.06 in,0.5 mi,NW,13.8 mph,  -,0.00 in,Snow,Light Snow
5:28 AM,33.1 °F,23.4 °F,30.9 °F,92%,30.05 in,0.5 mi,NW,13.8 mph,  -,0.01 in,Snow,Light Snow
5:53 AM,33.1 °F,23.9 °F,30.9 °F,92%,30.07 in,0.5 mi,NW,12.7 mph,  -,0.02 in,Snow,Light Snow
6:53 AM,33.1 °F,22.6 °F,30.9 °F,92%,30.09 in,0.5 mi,NW,16.1 mph,  -,0.01 in,Snow,Light Snow
7:53 AM,33.1 °F,22.2 °F,32.0 °F,96%,30.11 in,0.5 mi,NNW,17.3 mph,  -,0.01 in,Snow,Light Snow
8:53 AM,35.1 °F,25.2 °F,33.1 °F,92%,30.12 in,1.0 mi,NNW,16.1 mph,  -,0.01 in,Snow,Light Snow
9:23 AM,36.0 °F,25.6 °F,34.0 °F,93%,30.09 in,8.0 mi,NNW,18.4 mph,  -,0.00 in,Rain,Light Rain
9:53 AM,36.0 °F,25.6 °F,34.0 °F,93%,30.10 in,10.0 mi,NNW,18.4 mph,25.3 mph,0.00 in,	 ,Overcast
10:53 AM,37.0 °F,26.7 °F,34.0 °F,89%,30.10 in,10.0 mi,NNW,19.6 mph,  -,N/A,	 ,Overcast
12:53 PM,36.0 °F,25.6 °F,33.1 °F,89%,30.08 in,5.0 mi,North,18.4 mph,  -,N/A,	 ,Overcast
12:59 PM,37.0 °F,27.7 °F,34.0 °F,89%,30.07 in,1.2 mi,North,16.1 mph,  -,0.00 in,Snow,Light Snow
1:53 PM,39.0 °F,30.3 °F,35.1 °F,86%,30.07 in,3.0 mi,North,16.1 mph,  -,0.01 in,	 ,Overcast
2:53 PM,37.9 °F,29.2 °F,35.1 °F,89%,30.07 in,3.0 mi,North,15.0 mph,  -,N/A,	 ,Overcast
2:58 PM,39.0 °F,29.6 °F,35.1 °F,86%,30.07 in,10.0 mi,North,18.4 mph,23.0 mph,N/A,	 ,Overcast
3:18 PM,39.0 °F,30.3 °F,35.1 °F,86%,30.07 in,10.0 mi,North,16.1 mph,  -,N/A,	 ,Overcast
3:29 PM,39.0 °F,30.3 °F,36.0 °F,89%,30.07 in,10.0 mi,North,16.1 mph,  -,N/A,	 ,Overcast
3:53 PM,39.0 °F,29.9 °F,35.1 °F,86%,30.08 in,10.0 mi,NNE,17.3 mph,  -,N/A,	 ,Overcast
4:31 PM,39.0 °F,31.0 °F,34.0 °F,82%,30.09 in,10.0 mi,North,13.8 mph,  -,N/A,	 ,Overcast
4:53 PM,39.0 °F,29.9 °F,34.0 °F,82%,30.10 in,10.0 mi,North,17.3 mph,  -,N/A,	 ,Overcast
5:53 PM,37.9 °F,28.9 °F,34.0 °F,86%,30.12 in,10.0 mi,North,16.1 mph,  -,N/A,	 ,Overcast
6:46 PM,37.9 °F,30.0 °F,33.1 °F,83%,30.12 in,10.0 mi,North,12.7 mph,  -,N/A,	 ,Overcast
6:53 PM,37.9 °F,29.6 °F,33.1 °F,83%,30.12 in,10.0 mi,North,13.8 mph,  -,N/A,	 ,Overcast
7:07 PM,37.9 °F,30.9 °F,34.0 °F,86%,30.12 in,10.0 mi,North,10.4 mph,  -,N/A,	 ,Overcast
7:40 PM,37.9 °F,30.0 °F,34.0 °F,86%,30.12 in,10.0 mi,North,12.7 mph,  -,N/A,	 ,Overcast
7:53 PM,37.9 °F,30.0 °F,34.0 °F,86%,30.13 in,10.0 mi,North,12.7 mph,  -,N/A,	 ,Overcast
8:53 PM,37.0 °F,29.8 °F,33.1 °F,86%,30.14 in,10.0 mi,North,10.4 mph,  -,N/A,	 ,Overcast
9:53 PM,37.0 °F,29.8 °F,32.0 °F,82%,30.15 in,10.0 mi,North,10.4 mph,  -,N/A,	 ,Overcast
10:03 PM,37.0 °F,29.8 °F,32.0 °F,82%,30.16 in,10.0 mi,North,10.4 mph,  -,N/A,	 ,Overcast
10:53 PM,37.0 °F,31.6 °F,33.1 °F,86%,30.15 in,10.0 mi,NNW,6.9 mph,  -,N/A,	 ,Overcast
11:53 PM,36.0 °F,30.3 °F,32.0 °F,86%,30.14 in,10.0 mi,NW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
