Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,61.0 °F,53.1 °F,75%,29.84 in,10.0 mi,ENE,12.7 mph,  -,N/A,	 ,Partly Cloudy
1:53 AM,59.0 °F,53.1 °F,81%,29.86 in,10.0 mi,ENE,9.2 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,59.0 °F,53.1 °F,81%,29.88 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Mostly Cloudy
3:53 AM,60.1 °F,53.1 °F,78%,29.94 in,10.0 mi,NNE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
4:00 AM,61.0 °F,53.1 °F,75%,30.16 in,10.0 mi,NNE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
4:53 AM,57.9 °F,52.0 °F,81%,29.99 in,10.0 mi,NE,21.9 mph,28.8 mph,N/A,	 ,Overcast
5:00 AM,57.0 °F,51.1 °F,81%,30.20 in,10.0 mi,NE,24.2 mph,33.4 mph,0.00 in,Rain,Light Rain
5:26 AM,55.0 °F,51.1 °F,86%,30.22 in,10.0 mi,NE,19.6 mph,  -,0.00 in,	 ,Overcast
5:35 AM,55.9 °F,51.1 °F,84%,30.23 in,10.0 mi,NE,17.3 mph,24.2 mph,0.00 in,	 ,Overcast
5:53 AM,54.0 °F,50.0 °F,86%,30.06 in,5.0 mi,NE,21.9 mph,27.6 mph,0.00 in,Rain,Rain
5:58 AM,53.1 °F,50.0 °F,89%,30.27 in,4.0 mi,NE,16.1 mph,27.6 mph,0.03 in,Rain,Heavy Rain
6:12 AM,53.1 °F,51.1 °F,93%,30.29 in,2.5 mi,NNE,27.6 mph,39.1 mph,0.07 in,Rain,Rain
6:26 AM,48.0 °F,46.0 °F,93%,30.29 in,5.0 mi,NNE,23.0 mph,32.2 mph,0.10 in,Rain,Light Rain
6:37 AM,48.0 °F,46.0 °F,93%,30.30 in,9.0 mi,NNE,26.5 mph,32.2 mph,0.10 in,Rain,Light Rain
6:53 AM,48.0 °F,45.0 °F,89%,30.16 in,10.0 mi,NNE,18.4 mph,29.9 mph,0.10 in,	 ,Overcast
7:00 AM,48.0 °F,45.0 °F,89%,30.32 in,10.0 mi,NNE,18.4 mph,25.3 mph,N/A,	 ,Overcast
7:53 AM,48.9 °F,45.0 °F,86%,30.19 in,10.0 mi,NNE,10.4 mph,  -,N/A,	 ,Overcast
8:00 AM,48.9 °F,45.0 °F,86%,30.35 in,10.0 mi,North,11.5 mph,  -,N/A,	 ,Overcast
8:53 AM,50.0 °F,41.0 °F,71%,30.18 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Overcast
9:53 AM,51.1 °F,41.0 °F,68%,30.17 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
10:01 AM,51.1 °F,42.1 °F,71%,30.32 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
10:53 AM,52.0 °F,39.9 °F,63%,30.16 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Overcast
11:53 AM,53.1 °F,42.1 °F,66%,30.16 in,10.0 mi,East,11.5 mph,  -,N/A,	 ,Overcast
12:53 PM,54.0 °F,42.1 °F,64%,30.16 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Overcast
1:53 PM,55.9 °F,43.0 °F,62%,30.14 in,10.0 mi,ESE,11.5 mph,  -,N/A,	 ,Overcast
2:12 PM,57.0 °F,44.1 °F,62%,30.28 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Overcast
2:53 PM,57.9 °F,44.1 °F,60%,30.12 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,59.0 °F,44.1 °F,58%,30.11 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Overcast
4:53 PM,60.1 °F,45.0 °F,57%,30.10 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Overcast
5:53 PM,61.0 °F,45.0 °F,56%,30.11 in,10.0 mi,SSE,5.8 mph,  -,N/A,	 ,Overcast
6:53 PM,60.1 °F,45.0 °F,57%,30.15 in,10.0 mi,WSW,4.6 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,59.0 °F,46.0 °F,62%,30.16 in,10.0 mi,West,9.2 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,55.9 °F,46.0 °F,69%,30.19 in,10.0 mi,West,6.9 mph,  -,N/A,	 ,Scattered Clouds
9:53 PM,57.0 °F,46.0 °F,67%,30.21 in,10.0 mi,WSW,4.6 mph,  -,N/A,	 ,Mostly Cloudy
10:53 PM,54.0 °F,46.0 °F,75%,30.23 in,10.0 mi,SW,4.6 mph,  -,N/A,	 ,Mostly Cloudy
11:53 PM,53.1 °F,46.0 °F,77%,30.23 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Scattered Clouds
