Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:27 AM,30.9 °F,21.2 °F,27.0 °F,85%,30.17 in,2.0 mi,North,12.7 mph,  -,0.00 in,Snow,Light Snow
12:35 AM,30.0 °F,20.0 °F,27.0 °F,88%,30.17 in,2.0 mi,North,12.7 mph,  -,0.00 in,Snow,Light Snow
12:53 AM,30.0 °F,20.0 °F,27.0 °F,88%,30.15 in,1.5 mi,North,12.7 mph,  -,0.00 in,Snow,Light Snow
1:01 AM,30.0 °F,20.0 °F,27.0 °F,88%,30.17 in,1.5 mi,NNE,12.7 mph,  -,0.00 in,Snow,Light Snow
1:21 AM,30.0 °F,22.4 °F,28.0 °F,92%,30.18 in,2.0 mi,NNE,8.1 mph,  -,0.01 in,Snow,Light Snow
1:53 AM,30.0 °F,23.2 °F,27.0 °F,88%,30.16 in,1.5 mi,North,6.9 mph,  -,0.01 in,Snow,Light Snow
2:24 AM,30.0 °F,20.5 °F,27.0 °F,88%,30.19 in,1.8 mi,North,11.5 mph,  -,0.01 in,Snow,Light Snow
2:53 AM,28.9 °F,19.8 °F,26.1 °F,89%,30.18 in,2.5 mi,North,10.4 mph,  -,0.02 in,Snow,Light Snow
3:12 AM,28.9 °F,21.1 °F,26.1 °F,89%,30.19 in,3.0 mi,North,8.1 mph,  -,0.00 in,Snow,Light Snow
3:53 AM,28.9 °F,21.9 °F,26.1 °F,89%,30.19 in,3.0 mi,NW,6.9 mph,  -,0.00 in,Snow,Light Snow
4:53 AM,28.9 °F,21.1 °F,26.1 °F,89%,30.20 in,4.0 mi,WNW,8.1 mph,  -,0.00 in,Snow,Light Snow
5:24 AM,28.9 °F,22.8 °F,25.0 °F,85%,30.20 in,8.0 mi,West,5.8 mph,  -,0.00 in,Snow,Light Snow
5:53 AM,28.0 °F,20.8 °F,25.0 °F,88%,30.22 in,9.0 mi,WSW,6.9 mph,  -,0.00 in,	 ,Overcast
6:53 AM,27.0 °F,18.7 °F,24.1 °F,89%,30.23 in,7.0 mi,WSW,8.1 mph,  -,0.00 in,	 ,Scattered Clouds
7:53 AM,27.0 °F,18.0 °F,24.1 °F,89%,30.23 in,6.0 mi,WSW,9.2 mph,  -,N/A,	 ,Scattered Clouds
8:53 AM,30.0 °F,20.0 °F,25.0 °F,82%,30.21 in,8.0 mi,SW,12.7 mph,  -,N/A,	 ,Scattered Clouds
9:53 AM,33.1 °F,25.5 °F,26.1 °F,75%,30.22 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
10:53 AM,35.1 °F,27.4 °F,24.1 °F,64%,30.22 in,10.0 mi,WNW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
11:53 AM,37.0 °F,27.7 °F,23.0 °F,57%,30.21 in,10.0 mi,NNW,16.1 mph,  -,N/A,	 ,Mostly Cloudy
12:53 PM,35.1 °F,24.1 °F,25.0 °F,67%,30.22 in,10.0 mi,NNE,19.6 mph,  -,N/A,	 ,Mostly Cloudy
1:53 PM,35.1 °F,25.9 °F,21.0 °F,57%,30.23 in,10.0 mi,NNE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,35.1 °F,26.4 °F,19.9 °F,54%,30.25 in,10.0 mi,NNE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,33.1 °F,28.7 °F,21.0 °F,61%,30.26 in,10.0 mi,NE,4.6 mph,  -,N/A,	 ,Scattered Clouds
4:53 PM,30.0 °F,26.5 °F,19.0 °F,64%,30.28 in,10.0 mi,NE,3.5 mph,  -,N/A,	 ,Partly Cloudy
5:53 PM,28.9 °F,22.8 °F,17.1 °F,61%,30.30 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Partly Cloudy
6:53 PM,19.9 °F,9.3 °F,16.0 °F,85%,30.35 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Partly Cloudy
7:53 PM,21.9 °F,14.5 °F,15.1 °F,75%,30.33 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Clear
8:53 PM,23.0 °F,13.9 °F,14.0 °F,68%,30.31 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Clear
9:53 PM,23.0 °F,13.1 °F,14.0 °F,68%,30.28 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Clear
10:53 PM,24.1 °F,12.5 °F,15.1 °F,69%,30.24 in,10.0 mi,SSW,12.7 mph,  -,N/A,	 ,Clear
11:53 PM,21.9 °F,9.2 °F,14.0 °F,72%,30.21 in,10.0 mi,South,13.8 mph,  -,N/A,	 ,Clear
