Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,46.0 °F,42.5 °F,23.0 °F,40%,29.98 in,10.0 mi,SE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,44.1 °F,39.5 °F,23.0 °F,43%,29.99 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
2:53 AM,45.0 °F,41.2 °F,25.0 °F,46%,29.98 in,10.0 mi,NE,6.9 mph,  -,N/A,	 ,Overcast
3:53 AM,44.1 °F,39.5 °F,27.0 °F,51%,30.00 in,10.0 mi,ENE,8.1 mph,  -,N/A,	 ,Overcast
4:53 AM,39.0 °F,33.4 °F,26.1 °F,60%,30.06 in,10.0 mi,ENE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
5:53 AM,35.1 °F,32.2 °F,25.0 °F,67%,30.14 in,10.0 mi,NW,3.5 mph,  -,N/A,	 ,Mostly Cloudy
6:12 AM,37.9 °F,32.7 °F,26.1 °F,62%,30.22 in,10.0 mi,NNW,6.9 mph,  -,N/A,	 ,Overcast
6:32 AM,37.0 °F,32.4 °F,27.0 °F,67%,30.23 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Overcast
6:53 AM,36.0 °F,30.3 °F,30.0 °F,79%,30.18 in,8.0 mi,North,6.9 mph,  -,0.00 in,Snow,Light Snow
7:53 AM,34.0 °F,29.8 °F,30.9 °F,89%,30.23 in,7.0 mi,North,4.6 mph,  -,0.02 in,Snow,Light Snow
8:05 AM,35.1 °F,32.2 °F,32.0 °F,89%,30.30 in,5.0 mi,North,3.5 mph,  -,0.00 in,Snow,Light Snow
8:17 AM,35.1 °F,31.0 °F,32.0 °F,89%,30.30 in,7.0 mi,NNW,4.6 mph,  -,0.00 in,Snow,Light Snow
8:53 AM,36.0 °F,32.1 °F,33.1 °F,89%,30.29 in,9.0 mi,North,4.6 mph,  -,0.00 in,"Rain
	,
Snow",Light Rain
9:01 AM,36.0 °F,31.1 °F,33.1 °F,89%,30.32 in,10.0 mi,NW,5.8 mph,  -,0.00 in,"Rain
	,
Snow",Light Rain
9:53 AM,37.9 °F,34.4 °F,35.1 °F,89%,30.30 in,10.0 mi,NNW,4.6 mph,  -,0.00 in,	 ,Overcast
10:53 AM,39.0 °F,35.7 °F,35.1 °F,86%,30.31 in,10.0 mi,North,4.6 mph,  -,N/A,	 ,Overcast
11:53 AM,41.0 °F,  -,36.0 °F,82%,30.29 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
12:27 PM,43.0 °F,41.3 °F,37.0 °F,80%,30.31 in,10.0 mi,SW,3.5 mph,  -,N/A,	 ,Mostly Cloudy
12:53 PM,44.1 °F,41.5 °F,36.0 °F,73%,30.25 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1:00 PM,44.1 °F,42.5 °F,35.1 °F,71%,30.30 in,10.0 mi,East,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1:27 PM,46.0 °F,  -,35.1 °F,66%,30.29 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1:53 PM,46.9 °F,  -,34.0 °F,61%,30.21 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Overcast
2:23 PM,46.9 °F,  -,34.0 °F,61%,30.27 in,10.0 mi,NE,4.6 mph,  -,N/A,	 ,Overcast
2:53 PM,46.9 °F,  -,34.0 °F,61%,30.20 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
3:53 PM,46.9 °F,  -,33.1 °F,59%,30.17 in,10.0 mi,East,9.2 mph,  -,N/A,	 ,Overcast
4:53 PM,46.9 °F,  -,33.1 °F,59%,30.20 in,10.0 mi,SE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
5:53 PM,43.0 °F,38.8 °F,30.9 °F,62%,30.23 in,10.0 mi,ESE,6.9 mph,  -,N/A,	 ,Scattered Clouds
6:53 PM,39.9 °F,35.8 °F,30.9 °F,70%,30.24 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Scattered Clouds
7:53 PM,35.1 °F,28.6 °F,28.0 °F,76%,30.26 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Scattered Clouds
8:53 PM,34.0 °F,26.0 °F,28.0 °F,79%,30.22 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,35.1 °F,26.9 °F,28.0 °F,76%,30.17 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
10:53 PM,34.0 °F,28.0 °F,26.1 °F,73%,30.14 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Mostly Cloudy
11:53 PM,37.0 °F,32.4 °F,27.0 °F,67%,30.09 in,10.0 mi,SSE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
