Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:48 AM,28.4 °F,23.3 °F,26.6 °F,93%,29.93 in,0.8 mi,NE,4.6 mph,  -,0.00 in,	 ,Overcast
12:53 AM,28.0 °F,24.2 °F,26.1 °F,92%,29.91 in,0.8 mi,NE,3.5 mph,  -,0.00 in,	 ,Overcast
1:53 AM,28.9 °F,  -,27.0 °F,92%,29.90 in,0.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
2:53 AM,28.0 °F,  -,26.1 °F,92%,29.91 in,0.5 mi,Calm,Calm,  -,N/A,	 ,Overcast
3:53 AM,28.0 °F,22.8 °F,26.1 °F,92%,29.94 in,0.5 mi,ESE,4.6 mph,  -,N/A,	 ,Mist
4:53 AM,28.0 °F,24.2 °F,27.0 °F,96%,29.99 in,0.5 mi,SSE,3.5 mph,  -,N/A,	 ,Overcast
5:53 AM,28.0 °F,24.2 °F,26.1 °F,92%,30.02 in,2.0 mi,ESE,3.5 mph,  -,N/A,	 ,Overcast
6:08 AM,28.0 °F,  -,26.1 °F,92%,29.98 in,2.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
6:20 AM,28.9 °F,  -,26.1 °F,89%,29.99 in,2.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
6:29 AM,28.9 °F,  -,26.1 °F,89%,30.00 in,8.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
6:43 AM,28.9 °F,  -,26.1 °F,89%,30.00 in,9.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
6:53 AM,28.9 °F,  -,26.1 °F,89%,30.06 in,9.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
7:01 AM,28.9 °F,  -,26.1 °F,89%,30.01 in,9.0 mi,Calm,Calm,  -,0.00 in,Snow,Light Snow
7:53 AM,28.9 °F,  -,26.1 °F,89%,30.06 in,9.0 mi,Calm,Calm,  -,0.00 in,	 ,Overcast
8:53 AM,28.9 °F,23.9 °F,26.1 °F,89%,30.06 in,10.0 mi,SSE,4.6 mph,  -,N/A,	 ,Overcast
9:53 AM,30.0 °F,25.2 °F,25.0 °F,82%,30.05 in,10.0 mi,ESE,4.6 mph,  -,N/A,	 ,Overcast
10:53 AM,32.0 °F,27.5 °F,24.1 °F,73%,30.03 in,10.0 mi,South,4.6 mph,  -,N/A,	 ,Overcast
11:53 AM,35.1 °F,32.2 °F,23.0 °F,61%,29.97 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
12:00 PM,36.0 °F,28.5 °F,23.0 °F,59%,29.94 in,10.0 mi,SSW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
12:53 PM,37.0 °F,33.3 °F,23.0 °F,57%,29.92 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1:53 PM,37.9 °F,  -,23.0 °F,55%,29.89 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
2:53 PM,41.0 °F,38.0 °F,23.0 °F,49%,29.88 in,10.0 mi,ESE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,37.9 °F,31.5 °F,21.0 °F,51%,29.89 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,33.1 °F,27.7 °F,21.0 °F,61%,29.92 in,10.0 mi,SE,5.8 mph,  -,N/A,	 ,Scattered Clouds
5:53 PM,28.9 °F,22.8 °F,19.9 °F,69%,29.95 in,10.0 mi,ESE,5.8 mph,  -,N/A,	 ,Scattered Clouds
6:53 PM,26.1 °F,19.4 °F,19.0 °F,75%,29.97 in,10.0 mi,ESE,5.8 mph,  -,N/A,	 ,Scattered Clouds
7:53 PM,25.0 °F,15.5 °F,18.0 °F,75%,29.99 in,10.0 mi,SSE,9.2 mph,  -,N/A,	 ,Scattered Clouds
8:53 PM,25.0 °F,15.5 °F,17.1 °F,72%,30.01 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Scattered Clouds
9:53 PM,23.0 °F,12.4 °F,17.1 °F,78%,30.01 in,10.0 mi,WSW,10.4 mph,  -,N/A,	 ,Partly Cloudy
10:53 PM,25.0 °F,16.3 °F,19.0 °F,78%,29.99 in,8.0 mi,SW,8.1 mph,  -,N/A,	 ,Clear
11:53 PM,23.0 °F,15.8 °F,17.1 °F,78%,29.98 in,9.0 mi,SW,5.8 mph,  -,N/A,	 ,Clear
