Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:07 AM,60.1 °F,  -,26.1 °F,27%,29.57 in,10.0 mi,WNW,15.0 mph,29.9 mph,N/A,	 ,Mostly Cloudy
12:18 AM,60.1 °F,  -,26.1 °F,27%,29.57 in,10.0 mi,NW,17.3 mph,  -,N/A,	 ,Mostly Cloudy
12:53 AM,51.1 °F,  -,30.9 °F,46%,29.38 in,10.0 mi,NE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,50.0 °F,  -,33.1 °F,52%,29.47 in,10.0 mi,NW,10.4 mph,  -,N/A,	 ,Overcast
2:53 AM,53.1 °F,  -,28.9 °F,40%,29.45 in,10.0 mi,West,11.5 mph,  -,0.00 in,Rain,Light Rain
3:53 AM,53.1 °F,  -,24.1 °F,32%,29.46 in,10.0 mi,WSW,17.3 mph,  -,0.00 in,	 ,Overcast
4:53 AM,52.0 °F,  -,16.0 °F,24%,29.54 in,10.0 mi,NNW,17.3 mph,26.5 mph,N/A,	 ,Overcast
5:04 AM,48.0 °F,  -,27.0 °F,44%,29.76 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Overcast
5:53 AM,44.1 °F,37.7 °F,19.0 °F,37%,29.66 in,10.0 mi,ENE,12.7 mph,  -,N/A,	 ,Overcast
6:53 AM,42.1 °F,35.7 °F,18.0 °F,38%,29.73 in,10.0 mi,NNE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
7:53 AM,44.1 °F,38.1 °F,16.0 °F,32%,29.78 in,10.0 mi,SW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
8:28 AM,46.0 °F,38.5 °F,12.0 °F,25%,29.95 in,10.0 mi,WNW,19.6 mph,25.3 mph,N/A,	 ,Mostly Cloudy
8:53 AM,46.0 °F,39.0 °F,12.0 °F,25%,29.85 in,10.0 mi,West,17.3 mph,23.0 mph,N/A,	 ,Mostly Cloudy
9:03 AM,46.0 °F,38.8 °F,12.0 °F,25%,29.97 in,10.0 mi,West,18.4 mph,26.5 mph,N/A,	 ,Scattered Clouds
9:53 AM,48.0 °F,  -,10.9 °F,22%,29.88 in,10.0 mi,WNW,15.0 mph,23.0 mph,N/A,	 ,Scattered Clouds
10:53 AM,50.0 °F,  -,8.1 °F,18%,29.88 in,10.0 mi,WNW,19.6 mph,28.8 mph,N/A,	 ,Partly Cloudy
11:53 AM,51.1 °F,  -,9.0 °F,18%,29.90 in,10.0 mi,WNW,25.3 mph,33.4 mph,N/A,	 ,Partly Cloudy
12:53 PM,51.1 °F,  -,10.9 °F,20%,29.92 in,10.0 mi,West,20.7 mph,31.1 mph,N/A,	 ,Partly Cloudy
1:53 PM,52.0 °F,  -,8.1 °F,17%,29.93 in,10.0 mi,WNW,15.0 mph,27.6 mph,N/A,	 ,Partly Cloudy
2:53 PM,53.1 °F,  -,7.0 °F,16%,29.93 in,10.0 mi,WNW,17.3 mph,24.2 mph,N/A,	 ,Partly Cloudy
3:53 PM,53.1 °F,  -,6.1 °F,15%,29.94 in,10.0 mi,NW,16.1 mph,  -,N/A,	 ,Partly Cloudy
4:53 PM,51.1 °F,  -,7.0 °F,17%,29.96 in,10.0 mi,West,17.3 mph,  -,N/A,	 ,Partly Cloudy
5:53 PM,48.9 °F,  -,7.0 °F,18%,30.01 in,10.0 mi,NW,8.1 mph,  -,N/A,	 ,Partly Cloudy
6:53 PM,42.1 °F,38.4 °F,10.9 °F,28%,30.08 in,10.0 mi,North,5.8 mph,  -,N/A,	 ,Partly Cloudy
7:53 PM,41.0 °F,38.0 °F,10.0 °F,28%,30.09 in,10.0 mi,East,4.6 mph,  -,N/A,	 ,Partly Cloudy
8:53 PM,36.0 °F,30.3 °F,10.9 °F,36%,30.11 in,10.0 mi,SE,6.9 mph,  -,N/A,	 ,Clear
9:53 PM,32.0 °F,22.5 °F,12.9 °F,45%,30.12 in,10.0 mi,SSE,12.7 mph,  -,N/A,	 ,Clear
10:53 PM,36.0 °F,27.5 °F,12.0 °F,37%,30.10 in,10.0 mi,South,12.7 mph,  -,N/A,	 ,Clear
11:53 PM,39.9 °F,32.5 °F,12.0 °F,32%,30.07 in,10.0 mi,SSW,12.7 mph,  -,N/A,	 ,Clear
