Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,14.0 °F,-0.2 °F,8.1 °F,77%,30.12 in,10.0 mi,East,12.7 mph,  -,N/A,	 ,Overcast
1:45 AM,12.9 °F,-0.9 °F,3.0 °F,65%,30.01 in,9.0 mi,East,11.5 mph,  -,0.00 in,Snow,Light Snow
1:53 AM,12.9 °F,-0.2 °F,3.0 °F,65%,30.12 in,9.0 mi,East,10.4 mph,  -,0.00 in,Snow,Light Snow
2:31 AM,12.0 °F,-3.4 °F,3.0 °F,67%,30.03 in,9.0 mi,ESE,13.8 mph,  -,0.00 in,Snow,Light Snow
2:53 AM,12.0 °F,-2.0 °F,3.0 °F,67%,30.15 in,9.0 mi,ESE,11.5 mph,  -,0.00 in,Snow,Light Snow
3:53 AM,12.0 °F,0.5 °F,1.9 °F,64%,30.17 in,9.0 mi,East,8.1 mph,  -,0.00 in,Snow,Light Snow
4:43 AM,12.0 °F,2.7 °F,1.0 °F,61%,30.05 in,9.0 mi,East,5.8 mph,  -,0.00 in,Snow,Light Snow
4:53 AM,12.0 °F,2.7 °F,1.9 °F,64%,30.19 in,10.0 mi,East,5.8 mph,  -,0.00 in,	 ,Overcast
5:13 AM,12.0 °F,4.1 °F,1.9 °F,64%,30.05 in,10.0 mi,South,4.6 mph,  -,N/A,	 ,Overcast
5:53 AM,12.0 °F,1.5 °F,3.0 °F,67%,30.21 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Overcast
6:12 AM,12.9 °F,2.6 °F,3.0 °F,65%,30.06 in,10.0 mi,SSE,6.9 mph,  -,N/A,	 ,Overcast
6:53 AM,12.9 °F,-0.2 °F,3.0 °F,65%,30.22 in,10.0 mi,South,10.4 mph,  -,N/A,	 ,Mostly Cloudy
7:53 AM,16.0 °F,6.3 °F,6.1 °F,65%,30.25 in,9.0 mi,West,6.9 mph,  -,N/A,	 ,Mostly Cloudy
8:53 AM,19.9 °F,13.4 °F,9.0 °F,62%,30.25 in,10.0 mi,SW,4.6 mph,  -,N/A,	 ,Mostly Cloudy
9:39 AM,19.9 °F,13.4 °F,12.9 °F,74%,30.12 in,1.8 mi,South,4.6 mph,  -,0.00 in,Snow,Light Snow
9:49 AM,21.2 °F,14.9 °F,14.0 °F,74%,30.12 in,3.0 mi,South,4.6 mph,  -,0.00 in,Snow,Light Snow
9:53 AM,21.0 °F,13.4 °F,14.0 °F,74%,30.27 in,4.0 mi,SW,5.8 mph,  -,0.00 in,	 ,Mostly Cloudy
10:53 AM,25.0 °F,17.1 °F,15.1 °F,66%,30.24 in,9.0 mi,SW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
11:53 AM,28.9 °F,21.9 °F,14.0 °F,54%,30.19 in,10.0 mi,SSE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
12:53 PM,32.0 °F,27.5 °F,14.0 °F,48%,30.16 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1:53 PM,28.9 °F,19.8 °F,17.1 °F,61%,30.15 in,10.0 mi,NE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,28.9 °F,21.9 °F,16.0 °F,58%,30.15 in,10.0 mi,ENE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,26.1 °F,16.2 °F,16.0 °F,66%,30.16 in,10.0 mi,East,10.4 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,21.0 °F,9.9 °F,14.0 °F,74%,30.18 in,10.0 mi,East,10.4 mph,  -,N/A,	 ,Mostly Cloudy
5:53 PM,17.1 °F,4.3 °F,12.9 °F,84%,30.19 in,10.0 mi,ESE,11.5 mph,  -,N/A,	 ,Scattered Clouds
6:53 PM,15.1 °F,3.3 °F,12.0 °F,88%,30.21 in,10.0 mi,East,9.2 mph,  -,N/A,	 ,Partly Cloudy
7:53 PM,12.9 °F,1.6 °F,10.0 °F,88%,30.19 in,10.0 mi,East,8.1 mph,  -,N/A,	 ,Partly Cloudy
8:53 PM,10.9 °F,-1.8 °F,8.1 °F,88%,30.15 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Partly Cloudy
9:53 PM,10.9 °F,-0.8 °F,7.0 °F,84%,30.16 in,10.0 mi,NW,8.1 mph,  -,N/A,	 ,Partly Cloudy
10:06 PM,10.9 °F,0.2 °F,7.0 °F,84%,30.02 in,10.0 mi,NNW,6.9 mph,  -,N/A,	 ,Scattered Clouds
10:16 PM,10.9 °F,-0.8 °F,7.0 °F,84%,30.02 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
10:27 PM,10.0 °F,-2.9 °F,7.0 °F,87%,30.01 in,0.5 mi,NNW,9.2 mph,  -,N/A,	 ,Overcast
10:44 PM,10.9 °F,1.4 °F,8.1 °F,88%,30.01 in,0.5 mi,North,5.8 mph,  -,0.00 in,Snow,Light Snow
10:53 PM,10.0 °F,-0.9 °F,7.0 °F,87%,30.15 in,0.8 mi,North,6.9 mph,  -,0.00 in,Snow,Light Snow
11:53 PM,10.9 °F,0.2 °F,8.1 °F,88%,30.13 in,0.8 mi,NW,6.9 mph,  -,0.00 in,	 ,Overcast
