Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,39.0 °F,30.3 °F,26.1 °F,60%,29.99 in,10.0 mi,NNE,16.1 mph,  -,N/A,	 ,Overcast
1:53 AM,35.1 °F,24.8 °F,27.0 °F,72%,30.02 in,10.0 mi,NNE,17.3 mph,  -,N/A,	 ,Overcast
2:13 AM,33.1 °F,23.0 °F,30.0 °F,89%,30.15 in,4.0 mi,NNE,15.0 mph,  -,0.00 in,	 ,Light Drizzle
2:23 AM,33.1 °F,24.4 °F,30.0 °F,89%,30.16 in,3.0 mi,NNE,11.5 mph,  -,0.00 in,	 ,Light Freezing Drizzle
2:36 AM,32.0 °F,19.8 °F,28.9 °F,88%,30.16 in,2.0 mi,NNE,20.7 mph,28.8 mph,0.00 in,Snow,Light Freezing Drizzle
2:47 AM,30.2 °F,16.8 °F,28.4 °F,93%,30.17 in,2.0 mi,NNE,23.0 mph,28.8 mph,0.01 in,Snow,Light Snow
2:53 AM,30.9 °F,18.4 °F,28.0 °F,89%,30.07 in,2.0 mi,North,20.7 mph,29.9 mph,0.01 in,Snow,Light Snow
3:00 AM,30.0 °F,16.6 °F,27.0 °F,88%,30.18 in,2.0 mi,NNE,23.0 mph,  -,0.01 in,Snow,Light Snow
3:23 AM,30.0 °F,17.9 °F,26.1 °F,85%,30.18 in,2.0 mi,NNE,18.4 mph,  -,0.01 in,Snow,Light Snow
3:29 AM,30.0 °F,18.3 °F,26.1 °F,85%,30.18 in,2.0 mi,NNE,17.3 mph,  -,0.01 in,Snow,Light Freezing Drizzle
3:43 AM,28.9 °F,17.3 °F,26.1 °F,89%,30.18 in,2.0 mi,NNE,16.1 mph,  -,0.01 in,Snow,Light Freezing Drizzle
3:53 AM,28.9 °F,17.7 °F,26.1 °F,89%,30.08 in,2.0 mi,NNE,15.0 mph,  -,0.01 in,Snow,Light Freezing Drizzle
4:07 AM,28.9 °F,17.3 °F,26.1 °F,89%,30.18 in,2.0 mi,NNE,16.1 mph,  -,0.00 in,	 ,Light Freezing Drizzle
4:17 AM,28.9 °F,17.3 °F,26.1 °F,89%,30.18 in,2.0 mi,NNE,16.1 mph,  -,0.00 in,	 ,Light Freezing Drizzle
4:26 AM,28.9 °F,18.2 °F,26.1 °F,89%,30.18 in,2.0 mi,NNE,13.8 mph,  -,0.00 in,	 ,Light Freezing Drizzle
4:34 AM,28.9 °F,18.2 °F,26.1 °F,89%,30.18 in,6.0 mi,NNE,13.8 mph,  -,0.00 in,	 ,Light Freezing Drizzle
4:53 AM,28.9 °F,21.1 °F,25.0 °F,85%,30.11 in,10.0 mi,NNE,8.1 mph,  -,0.00 in,	 ,Light Freezing Drizzle
5:00 AM,28.9 °F,21.9 °F,24.1 °F,82%,30.19 in,10.0 mi,NNE,6.9 mph,  -,0.00 in,	 ,Overcast
5:41 AM,30.0 °F,22.4 °F,24.1 °F,79%,30.20 in,10.0 mi,North,8.1 mph,  -,0.00 in,	 ,Overcast
5:53 AM,30.0 °F,22.4 °F,23.0 °F,75%,30.15 in,10.0 mi,North,8.1 mph,  -,0.00 in,	 ,Overcast
6:32 AM,28.9 °F,21.9 °F,23.0 °F,78%,30.21 in,10.0 mi,NNE,6.9 mph,  -,N/A,	 ,Overcast
6:44 AM,28.9 °F,20.4 °F,21.9 °F,75%,30.21 in,10.0 mi,NNE,9.2 mph,  -,N/A,	 ,Overcast
6:53 AM,28.9 °F,21.1 °F,23.0 °F,78%,30.19 in,10.0 mi,NNE,8.1 mph,  -,N/A,	 ,Overcast
7:31 AM,28.9 °F,21.9 °F,24.1 °F,82%,30.22 in,10.0 mi,North,6.9 mph,  -,N/A,	 ,Overcast
7:53 AM,28.9 °F,21.1 °F,24.1 °F,82%,30.22 in,7.0 mi,North,8.1 mph,  -,N/A,	 ,Overcast
8:38 AM,30.0 °F,23.2 °F,23.0 °F,75%,30.24 in,10.0 mi,North,6.9 mph,  -,N/A,	 ,Overcast
8:53 AM,30.0 °F,20.5 °F,23.0 °F,75%,30.25 in,10.0 mi,North,11.5 mph,  -,N/A,	 ,Overcast
9:53 AM,28.9 °F,19.2 °F,21.0 °F,72%,30.26 in,10.0 mi,NE,11.5 mph,  -,N/A,	 ,Overcast
10:53 AM,28.9 °F,20.4 °F,21.9 °F,75%,30.26 in,10.0 mi,NE,9.2 mph,  -,N/A,	 ,Overcast
11:53 AM,30.0 °F,23.2 °F,23.0 °F,75%,30.26 in,10.0 mi,NE,6.9 mph,  -,0.00 in,	 ,Overcast
12:53 PM,30.9 °F,24.3 °F,21.9 °F,69%,30.24 in,10.0 mi,NNE,6.9 mph,  -,N/A,	 ,Overcast
