Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
9:00 AM,9.0 °F,-3.2 °F,5.0 °F,84%,30.03 in,3.0 mi,East,8.1 mph,  -,0.00 in,Snow,Light Snow
9:08 AM,8.1 °F,-4.3 °F,3.9 °F,83%,30.01 in,2.5 mi,East,8.1 mph,  -,0.00 in,Snow,Light Snow
9:15 AM,9.0 °F,-3.2 °F,5.0 °F,84%,30.01 in,3.0 mi,East,8.1 mph,  -,0.00 in,Snow,Light Snow
9:49 AM,10.4 °F,-3.3 °F,6.8 °F,85%,29.99 in,2.5 mi,ESE,10.4 mph,  -,0.00 in,Snow,Light Snow
9:53 AM,10.9 °F,1.4 °F,7.0 °F,84%,30.17 in,2.5 mi,East,5.8 mph,  -,0.00 in,Snow,Light Snow
10:06 AM,10.9 °F,0.2 °F,8.1 °F,88%,29.97 in,3.0 mi,SSE,6.9 mph,  -,0.00 in,Snow,Light Snow
10:25 AM,12.0 °F,  -,8.1 °F,84%,29.99 in,2.0 mi,Calm,Calm,  -,0.00 in,Snow,Light Snow
10:51 AM,14.0 °F,2.9 °F,10.4 °F,86%,29.94 in,4.0 mi,South,8.1 mph,  -,0.00 in,	 ,Scattered Clouds
10:53 AM,15.1 °F,4.2 °F,10.0 °F,80%,30.11 in,4.0 mi,South,8.1 mph,  -,0.00 in,	 ,Haze
11:53 AM,19.0 °F,11.1 °F,12.9 °F,77%,30.07 in,9.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
12:53 PM,19.9 °F,11.1 °F,12.0 °F,71%,30.03 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,28.0 °F,20.0 °F,15.1 °F,58%,29.95 in,10.0 mi,SE,8.1 mph,  -,N/A,	 ,Scattered Clouds
2:53 PM,33.1 °F,27.7 °F,16.0 °F,50%,29.92 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
3:53 PM,37.0 °F,32.4 °F,18.0 °F,46%,29.86 in,10.0 mi,SSE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,25.0 °F,14.2 °F,16.0 °F,69%,29.92 in,10.0 mi,ENE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
5:53 PM,21.9 °F,9.8 °F,15.1 °F,75%,29.97 in,10.0 mi,NE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
6:53 PM,16.0 °F,0.6 °F,9.0 °F,74%,30.15 in,10.0 mi,NE,16.1 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,17.1 °F,5.8 °F,9.0 °F,71%,30.27 in,10.0 mi,NNE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
8:13 PM,17.1 °F,  -,9.0 °F,71%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
8:53 PM,18.0 °F,  -,10.0 °F,71%,30.33 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
9:53 PM,19.0 °F,11.1 °F,10.9 °F,71%,30.34 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Overcast
10:53 PM,19.9 °F,8.6 °F,12.9 °F,74%,30.32 in,10.0 mi,SW,10.4 mph,  -,N/A,	 ,Overcast
11:53 PM,21.9 °F,11.0 °F,14.0 °F,72%,30.30 in,10.0 mi,SW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
