Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:00 AM,37.0 °F,31.6 °F,30.9 °F,79%,29.86 in,10.0 mi,NNE,6.9 mph,  -,N/A,	 ,Overcast
12:36 AM,37.0 °F,30.4 °F,30.9 °F,79%,29.86 in,9.0 mi,NE,9.2 mph,  -,0.00 in,	 ,Overcast
12:53 AM,37.0 °F,31.0 °F,32.0 °F,82%,29.79 in,9.0 mi,NE,8.1 mph,  -,0.00 in,Snow,Light Snow
1:44 AM,34.0 °F,26.0 °F,32.0 °F,92%,29.86 in,3.0 mi,ENE,10.4 mph,  -,0.01 in,Snow,Light Snow
1:46 AM,34.0 °F,26.0 °F,32.0 °F,92%,29.86 in,2.5 mi,ENE,10.4 mph,  -,0.01 in,Snow,Light Snow
1:49 AM,33.8 °F,27.7 °F,32.0 °F,93%,29.86 in,1.8 mi,East,6.9 mph,  -,0.02 in,Snow,Light Snow
1:53 AM,34.0 °F,28.0 °F,30.9 °F,89%,29.78 in,2.0 mi,ENE,6.9 mph,  -,0.03 in,Snow,Light Snow
2:03 AM,34.0 °F,28.0 °F,32.0 °F,92%,29.86 in,6.0 mi,ENE,6.9 mph,  -,0.00 in,Snow,Light Snow
2:23 AM,35.1 °F,27.9 °F,32.0 °F,89%,29.85 in,9.0 mi,ENE,9.2 mph,  -,0.01 in,"Rain
	,
Snow",Light Rain
2:53 AM,35.1 °F,26.4 °F,32.0 °F,89%,29.78 in,10.0 mi,East,12.7 mph,  -,0.01 in,"Rain
	,
Snow",Light Snow
3:53 AM,35.1 °F,30.1 °F,32.0 °F,89%,29.78 in,9.0 mi,NE,5.8 mph,  -,0.00 in,Snow,Light Snow
4:32 AM,34.0 °F,27.2 °F,30.9 °F,89%,29.86 in,2.5 mi,NNE,8.1 mph,  -,0.00 in,Snow,Light Snow
4:40 AM,33.1 °F,26.9 °F,30.9 °F,92%,29.86 in,1.8 mi,NNE,6.9 mph,  -,0.00 in,Snow,Light Snow
4:53 AM,33.1 °F,26.1 °F,30.9 °F,92%,29.79 in,1.5 mi,North,8.1 mph,  -,0.00 in,Snow,Light Snow
5:01 AM,33.1 °F,26.1 °F,30.9 °F,92%,29.86 in,1.8 mi,North,8.1 mph,  -,0.00 in,Snow,Light Snow
5:05 AM,33.1 °F,26.1 °F,30.9 °F,92%,29.86 in,2.0 mi,North,8.1 mph,  -,0.01 in,Snow,Light Snow
5:18 AM,33.1 °F,25.5 °F,30.9 °F,92%,29.86 in,1.5 mi,North,9.2 mph,  -,0.01 in,Snow,Light Snow
5:30 AM,33.1 °F,26.1 °F,30.9 °F,92%,29.87 in,0.8 mi,NNE,8.1 mph,  -,0.01 in,Snow,Light Snow
