Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:09 AM,39.9 °F,29.0 °F,35.1 °F,83%,29.79 in,10.0 mi,North,26.5 mph,31.1 mph,N/A,Thunderstorm,Thunderstorm
12:29 AM,39.0 °F,28.8 °F,36.0 °F,89%,29.80 in,5.0 mi,North,21.9 mph,28.8 mph,0.01 in,Rain,Rain
12:35 AM,37.9 °F,26.8 °F,35.1 °F,89%,29.79 in,3.0 mi,North,24.2 mph,34.5 mph,0.02 in,"Rain
	,
Snow",Rain
12:37 AM,37.9 °F,27.3 °F,35.1 °F,89%,29.79 in,3.0 mi,North,21.9 mph,34.5 mph,0.03 in,"Rain
	,
Snow
	,
Thunderstorm",Rain
12:38 AM,37.9 °F,27.6 °F,34.0 °F,86%,29.79 in,3.0 mi,North,20.7 mph,34.5 mph,0.03 in,"Rain
	,
Snow
	,
Thunderstorm",Thunderstorms and Rain
12:45 AM,37.9 °F,26.6 °F,34.0 °F,86%,29.80 in,2.5 mi,North,25.3 mph,33.4 mph,0.04 in,"Rain
	,
Snow
	,
Thunderstorm",Thunderstorms and Rain
12:53 AM,37.0 °F,24.7 °F,34.0 °F,89%,29.65 in,2.5 mi,North,28.8 mph,35.7 mph,0.06 in,"Rain
	,
Snow",Rain
1:07 AM,37.0 °F,24.3 °F,35.1 °F,93%,29.79 in,3.0 mi,North,31.1 mph,40.3 mph,0.03 in,"Rain
	,
Snow",Light Snow
1:16 AM,37.0 °F,26.4 °F,35.1 °F,93%,29.81 in,4.0 mi,North,20.7 mph,39.1 mph,0.04 in,"Rain
	,
Snow",Light Rain
1:31 AM,37.0 °F,24.9 °F,34.0 °F,89%,29.82 in,4.0 mi,NNE,27.6 mph,36.8 mph,0.08 in,Snow,Light Snow
1:53 AM,34.0 °F,22.4 °F,33.1 °F,96%,29.72 in,3.0 mi,North,20.7 mph,35.7 mph,0.14 in,Snow,Light Snow
2:01 AM,34.0 °F,21.5 °F,32.0 °F,92%,29.86 in,2.0 mi,North,24.2 mph,29.9 mph,0.01 in,Snow,Light Snow
2:06 AM,33.1 °F,21.2 °F,32.0 °F,96%,29.86 in,1.2 mi,North,20.7 mph,29.9 mph,0.03 in,Snow,Light Snow
2:26 AM,33.1 °F,20.6 °F,32.0 °F,96%,29.87 in,0.8 mi,North,23.0 mph,  -,0.07 in,Snow,Light Snow
2:53 AM,33.1 °F,19.6 °F,32.0 °F,96%,29.73 in,0.8 mi,North,27.6 mph,  -,0.12 in,Snow,Light Snow
3:53 AM,33.1 °F,19.8 °F,32.0 °F,96%,29.73 in,0.8 mi,NNW,26.5 mph,  -,0.06 in,Snow,Light Snow
