Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:10 AM,39.0 °F,34.0 °F,36.0 °F,89%,30.01 in,2.0 mi,SSW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
12:53 AM,39.0 °F,34.8 °F,36.0 °F,89%,29.98 in,2.0 mi,WSW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,37.9 °F,35.5 °F,35.1 °F,89%,30.01 in,2.0 mi,West,3.5 mph,  -,N/A,	 ,Scattered Clouds
2:14 AM,39.0 °F,35.7 °F,36.0 °F,89%,30.05 in,7.0 mi,West,4.6 mph,  -,N/A,	 ,Partly Cloudy
2:53 AM,37.9 °F,32.7 °F,35.1 °F,89%,30.03 in,6.0 mi,NW,6.9 mph,  -,N/A,	 ,Partly Cloudy
3:53 AM,39.0 °F,  -,35.1 °F,86%,30.07 in,9.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
4:17 AM,34.0 °F,28.8 °F,32.0 °F,92%,30.12 in,2.5 mi,SSE,5.8 mph,  -,N/A,	 ,Partly Cloudy
4:33 AM,34.0 °F,31.0 °F,32.0 °F,92%,30.12 in,3.0 mi,South,3.5 mph,  -,N/A,	 ,Partly Cloudy
4:44 AM,34.0 °F,28.8 °F,32.0 °F,92%,30.13 in,1.8 mi,South,5.8 mph,  -,N/A,	 ,Partly Cloudy
4:53 AM,35.1 °F,30.1 °F,33.1 °F,92%,30.12 in,3.0 mi,South,5.8 mph,  -,N/A,	 ,Partly Cloudy
5:53 AM,36.0 °F,31.1 °F,34.0 °F,93%,30.17 in,8.0 mi,South,5.8 mph,  -,N/A,	 ,Scattered Clouds
6:53 AM,37.9 °F,35.5 °F,35.1 °F,89%,30.20 in,9.0 mi,SSE,3.5 mph,  -,N/A,Fog,Mostly Cloudy
7:53 AM,39.9 °F,37.8 °F,36.0 °F,86%,30.23 in,9.0 mi,SSE,3.5 mph,  -,N/A,	 ,Mostly Cloudy
8:53 AM,42.1 °F,38.4 °F,35.1 °F,76%,30.24 in,9.0 mi,SSE,5.8 mph,  -,N/A,	 ,Overcast
9:53 AM,44.1 °F,39.0 °F,35.1 °F,71%,30.24 in,10.0 mi,ESE,9.2 mph,  -,N/A,	 ,Overcast
10:53 AM,48.0 °F,  -,33.1 °F,56%,30.23 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
11:53 AM,50.0 °F,  -,33.1 °F,52%,30.21 in,10.0 mi,ESE,13.8 mph,  -,N/A,	 ,Scattered Clouds
12:53 PM,54.0 °F,  -,33.1 °F,45%,30.20 in,10.0 mi,ESE,15.0 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,57.9 °F,  -,34.0 °F,41%,30.17 in,10.0 mi,SE,15.0 mph,23.0 mph,N/A,	 ,Scattered Clouds
2:53 PM,60.1 °F,  -,35.1 °F,39%,30.17 in,10.0 mi,ESE,12.7 mph,21.9 mph,N/A,	 ,Scattered Clouds
3:53 PM,60.1 °F,  -,35.1 °F,39%,30.16 in,10.0 mi,East,12.7 mph,  -,N/A,	 ,Scattered Clouds
4:53 PM,57.0 °F,  -,34.0 °F,42%,30.19 in,10.0 mi,East,16.1 mph,  -,N/A,	 ,Scattered Clouds
5:53 PM,57.0 °F,  -,35.1 °F,44%,30.20 in,10.0 mi,East,13.8 mph,  -,N/A,	 ,Mostly Cloudy
6:53 PM,55.9 °F,  -,37.9 °F,51%,30.23 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,52.0 °F,  -,39.0 °F,61%,30.27 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,52.0 °F,  -,37.9 °F,59%,30.29 in,10.0 mi,West,4.6 mph,  -,N/A,	 ,Overcast
9:53 PM,50.0 °F,  -,37.0 °F,61%,30.30 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Overcast
10:53 PM,50.0 °F,  -,37.9 °F,63%,30.30 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Overcast
11:41 PM,50.0 °F,  -,37.0 °F,61%,30.37 in,10.0 mi,SSE,3.5 mph,  -,N/A,	 ,Overcast
11:53 PM,50.0 °F,  -,39.9 °F,68%,30.28 in,10.0 mi,SSE,4.6 mph,  -,N/A,	 ,Overcast
