Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,26.1 °F,16.8 °F,23.0 °F,88%,29.92 in,10.0 mi,NE,9.2 mph,  -,N/A,	 ,Scattered Clouds
1:24 AM,26.1 °F,16.2 °F,21.9 °F,84%,29.99 in,10.0 mi,NNE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,27.0 °F,16.1 °F,24.1 °F,89%,29.94 in,10.0 mi,NE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
2:53 AM,26.1 °F,19.4 °F,23.0 °F,88%,29.98 in,10.0 mi,NE,5.8 mph,  -,N/A,	 ,Overcast
3:18 AM,25.0 °F,18.1 °F,23.0 °F,92%,30.02 in,10.0 mi,SE,5.8 mph,  -,N/A,	 ,Overcast
3:53 AM,25.0 °F,18.1 °F,23.0 °F,92%,29.97 in,10.0 mi,SSE,5.8 mph,  -,N/A,	 ,Overcast
4:37 AM,25.0 °F,16.3 °F,21.9 °F,88%,29.99 in,10.0 mi,South,8.1 mph,  -,0.00 in,Snow,Light Snow
4:53 AM,25.0 °F,17.1 °F,23.0 °F,92%,29.99 in,9.0 mi,SSE,6.9 mph,  -,0.00 in,Snow,Light Snow
5:53 AM,26.1 °F,19.4 °F,23.0 °F,88%,29.98 in,10.0 mi,SSE,5.8 mph,  -,0.00 in,	 ,Overcast
6:21 AM,26.1 °F,21.9 °F,23.0 °F,88%,29.97 in,10.0 mi,SSE,3.5 mph,  -,N/A,	 ,Overcast
6:45 AM,26.1 °F,  -,23.0 °F,88%,29.99 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
6:53 AM,26.1 °F,20.5 °F,23.0 °F,88%,29.97 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Overcast
7:53 AM,26.1 °F,19.4 °F,23.0 °F,88%,30.02 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Overcast
8:53 AM,27.0 °F,19.5 °F,23.0 °F,85%,30.03 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Overcast
9:53 AM,26.1 °F,18.4 °F,21.9 °F,84%,30.06 in,9.0 mi,NE,6.9 mph,  -,N/A,	 ,Overcast
10:53 AM,28.0 °F,22.8 °F,21.9 °F,78%,30.08 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Overcast
11:53 AM,28.0 °F,21.7 °F,21.9 °F,78%,30.09 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Overcast
12:27 PM,28.9 °F,21.1 °F,21.9 °F,75%,30.04 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Overcast
12:53 PM,28.9 °F,21.1 °F,21.0 °F,72%,30.12 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Overcast
1:23 PM,28.0 °F,17.5 °F,23.0 °F,81%,30.06 in,10.0 mi,NNE,12.7 mph,  -,N/A,	 ,Overcast
1:32 PM,27.0 °F,16.1 °F,23.0 °F,85%,30.07 in,10.0 mi,NNE,12.7 mph,  -,N/A,	 ,Overcast
