Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,55.9 °F,  -,41.0 °F,57%,29.70 in,10.0 mi,SSW,16.1 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,55.9 °F,  -,39.9 °F,55%,29.69 in,10.0 mi,SSW,17.3 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,53.1 °F,  -,39.0 °F,59%,29.69 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Partly Cloudy
3:53 AM,53.1 °F,  -,39.9 °F,61%,29.70 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Overcast
4:53 AM,55.0 °F,  -,39.0 °F,55%,29.71 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Overcast
5:53 AM,54.0 °F,  -,37.9 °F,55%,29.71 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
6:53 AM,48.0 °F,  -,39.0 °F,71%,29.71 in,10.0 mi,SSW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
7:53 AM,51.1 °F,  -,41.0 °F,68%,29.69 in,10.0 mi,SSW,9.2 mph,  -,N/A,	 ,Scattered Clouds
8:53 AM,60.1 °F,  -,39.0 °F,46%,29.66 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Scattered Clouds
9:53 AM,64.9 °F,  -,37.9 °F,37%,29.63 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Scattered Clouds
10:53 AM,70.0 °F,  -,37.0 °F,30%,29.60 in,10.0 mi,South,15.0 mph,  -,N/A,	 ,Scattered Clouds
11:53 AM,73.0 °F,  -,35.1 °F,25%,29.56 in,10.0 mi,South,15.0 mph,23.0 mph,N/A,	 ,Scattered Clouds
12:53 PM,72.0 °F,  -,33.1 °F,24%,29.53 in,10.0 mi,SW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1:53 PM,72.0 °F,  -,35.1 °F,26%,29.49 in,10.0 mi,NNE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,70.0 °F,  -,41.0 °F,35%,29.49 in,10.0 mi,NE,21.9 mph,29.9 mph,N/A,	 ,Mostly Cloudy
3:53 PM,60.1 °F,  -,39.9 °F,47%,29.56 in,10.0 mi,North,33.4 mph,43.7 mph,0.00 in,Rain,Light Rain
4:53 PM,54.0 °F,  -,39.0 °F,57%,29.63 in,10.0 mi,NNE,26.5 mph,33.4 mph,0.00 in,	 ,Mostly Cloudy
5:53 PM,52.0 °F,  -,41.0 °F,66%,29.63 in,10.0 mi,NE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
6:53 PM,51.1 °F,  -,41.0 °F,68%,29.69 in,10.0 mi,NE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,50.0 °F,  -,42.1 °F,74%,29.69 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,50.0 °F,  -,42.1 °F,74%,29.72 in,9.0 mi,North,8.1 mph,  -,0.00 in,Rain,Light Rain
9:53 PM,46.9 °F,  -,43.0 °F,86%,29.73 in,10.0 mi,North,4.6 mph,  -,0.05 in,Rain,Light Rain
10:53 PM,48.0 °F,  -,42.1 °F,80%,29.72 in,5.0 mi,SW,6.9 mph,  -,0.06 in,Rain,Rain
11:33 PM,46.9 °F,  -,43.0 °F,86%,29.89 in,5.0 mi,North,8.1 mph,  -,0.06 in,Rain,Rain
11:53 PM,46.0 °F,41.0 °F,43.0 °F,89%,29.71 in,8.0 mi,NE,10.4 mph,  -,0.07 in,Rain,Light Rain
