Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,50.0 °F,42.1 °F,74%,30.07 in,10.0 mi,ESE,9.2 mph,  -,N/A,	 ,Scattered Clouds
1:53 AM,51.1 °F,43.0 °F,74%,30.05 in,10.0 mi,SE,8.1 mph,  -,N/A,	 ,Scattered Clouds
2:53 AM,48.9 °F,43.0 °F,80%,30.03 in,10.0 mi,SE,8.1 mph,  -,N/A,	 ,Partly Cloudy
3:53 AM,48.9 °F,43.0 °F,80%,30.03 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Partly Cloudy
4:53 AM,46.9 °F,42.1 °F,83%,30.04 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Partly Cloudy
5:53 AM,48.9 °F,43.0 °F,80%,30.04 in,10.0 mi,SSE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
6:53 AM,51.1 °F,44.1 °F,77%,30.04 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Mostly Cloudy
7:53 AM,53.1 °F,45.0 °F,74%,30.05 in,7.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
8:53 AM,53.1 °F,45.0 °F,74%,30.05 in,7.0 mi,West,4.6 mph,  -,N/A,	 ,Mostly Cloudy
9:53 AM,57.0 °F,46.0 °F,67%,30.03 in,9.0 mi,West,5.8 mph,  -,N/A,	 ,Scattered Clouds
10:53 AM,64.0 °F,46.0 °F,52%,30.01 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Scattered Clouds
11:53 AM,69.1 °F,46.0 °F,44%,29.96 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
12:53 PM,72.0 °F,44.1 °F,37%,29.93 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,72.0 °F,44.1 °F,37%,29.89 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,68.0 °F,44.1 °F,42%,29.88 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
3:35 PM,68.0 °F,44.1 °F,42%,30.05 in,10.0 mi,West,10.4 mph,  -,N/A,Thunderstorm,Mostly Cloudy
3:51 PM,66.2 °F,46.4 °F,49%,30.06 in,10.0 mi,West,20.7 mph,26.5 mph,0.00 in,Rain,Light Rain
3:53 PM,66.0 °F,46.9 °F,50%,29.92 in,10.0 mi,West,19.6 mph,26.5 mph,0.00 in,Rain,Light Rain
4:53 PM,64.9 °F,48.9 °F,56%,29.87 in,10.0 mi,ENE,9.2 mph,  -,0.02 in,	 ,Mostly Cloudy
5:53 PM,68.0 °F,44.1 °F,42%,29.86 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Mostly Cloudy
6:53 PM,62.1 °F,48.0 °F,60%,29.89 in,10.0 mi,ESE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,55.9 °F,46.9 °F,72%,29.91 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,55.0 °F,45.0 °F,69%,29.92 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,57.9 °F,44.1 °F,60%,29.88 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Scattered Clouds
10:53 PM,55.9 °F,45.0 °F,67%,29.90 in,10.0 mi,SW,8.1 mph,  -,N/A,	 ,Scattered Clouds
11:53 PM,55.0 °F,46.0 °F,72%,29.89 in,10.0 mi,WSW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
