Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,57.9 °F,48.0 °F,70%,29.84 in,10.0 mi,SSE,12.7 mph,  -,N/A,	 ,Partly Cloudy
1:53 AM,57.9 °F,46.0 °F,65%,29.82 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Partly Cloudy
2:53 AM,57.9 °F,45.0 °F,62%,29.81 in,10.0 mi,SSW,8.1 mph,  -,N/A,	 ,Partly Cloudy
3:53 AM,59.0 °F,45.0 °F,60%,29.80 in,10.0 mi,SW,4.6 mph,  -,N/A,	 ,Clear
4:53 AM,57.9 °F,45.0 °F,62%,29.81 in,10.0 mi,WSW,9.2 mph,  -,N/A,	 ,Clear
5:53 AM,57.0 °F,45.0 °F,64%,29.82 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Partly Cloudy
6:53 AM,61.0 °F,46.9 °F,60%,29.82 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Partly Cloudy
7:53 AM,66.9 °F,48.0 °F,51%,29.83 in,10.0 mi,SW,6.9 mph,  -,N/A,	 ,Partly Cloudy
8:53 AM,72.0 °F,46.9 °F,41%,29.85 in,10.0 mi,WSW,4.6 mph,  -,N/A,	 ,Partly Cloudy
9:53 AM,75.9 °F,48.0 °F,37%,29.85 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
10:53 AM,80.1 °F,48.9 °F,34%,29.83 in,10.0 mi,ESE,6.9 mph,  -,N/A,	 ,Partly Cloudy
11:53 AM,82.0 °F,50.0 °F,33%,29.81 in,10.0 mi,East,10.4 mph,  -,N/A,	 ,Partly Cloudy
12:53 PM,82.9 °F,51.1 °F,33%,29.81 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,78.1 °F,48.9 °F,36%,29.82 in,10.0 mi,NW,25.3 mph,32.2 mph,N/A,Thunderstorm,Thunderstorm
2:35 PM,75.0 °F,48.0 °F,38%,30.05 in,10.0 mi,NW,13.8 mph,  -,0.00 in,Thunderstorm,Mostly Cloudy
2:53 PM,75.0 °F,48.0 °F,38%,29.84 in,10.0 mi,WNW,10.4 mph,  -,0.00 in,Thunderstorm,Mostly Cloudy
3:04 PM,75.0 °F,48.0 °F,38%,30.05 in,10.0 mi,WNW,10.4 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,71.1 °F,53.1 °F,53%,29.90 in,10.0 mi,South,8.1 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,75.0 °F,44.1 °F,33%,29.91 in,10.0 mi,West,15.0 mph,21.9 mph,N/A,	 ,Mostly Cloudy
5:53 PM,71.1 °F,50.0 °F,47%,29.93 in,10.0 mi,SE,13.8 mph,  -,N/A,	 ,Mostly Cloudy
6:53 PM,70.0 °F,48.9 °F,47%,29.90 in,10.0 mi,ESE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,64.9 °F,48.9 °F,56%,29.91 in,10.0 mi,South,6.9 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,64.0 °F,48.9 °F,58%,29.90 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,57.9 °F,50.0 °F,75%,29.93 in,10.0 mi,SSE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
10:53 PM,57.0 °F,48.9 °F,74%,29.91 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Scattered Clouds
11:53 PM,54.0 °F,46.9 °F,77%,29.92 in,10.0 mi,SSE,10.4 mph,  -,N/A,	 ,Partly Cloudy
