Time (MDT),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,46.9 °F,  -,36.0 °F,66%,29.54 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Overcast
1:53 AM,43.0 °F,36.4 °F,36.0 °F,76%,29.57 in,10.0 mi,ESE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
2:53 AM,44.1 °F,36.8 °F,37.0 °F,76%,29.55 in,10.0 mi,East,16.1 mph,  -,N/A,	 ,Mostly Cloudy
3:53 AM,44.1 °F,37.7 °F,37.0 °F,76%,29.56 in,10.0 mi,ESE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
4:53 AM,43.0 °F,35.1 °F,37.0 °F,80%,29.57 in,10.0 mi,East,17.3 mph,  -,N/A,	 ,Mostly Cloudy
5:08 AM,42.1 °F,33.9 °F,37.0 °F,82%,29.71 in,10.0 mi,East,17.3 mph,  -,N/A,	 ,Overcast
5:53 AM,42.1 °F,34.5 °F,37.0 °F,82%,29.60 in,10.0 mi,East,15.0 mph,  -,N/A,	 ,Overcast
6:53 AM,41.0 °F,33.1 °F,37.0 °F,86%,29.62 in,10.0 mi,ESE,15.0 mph,  -,N/A,	 ,Overcast
7:04 AM,41.0 °F,32.8 °F,37.0 °F,86%,29.75 in,10.0 mi,ESE,16.1 mph,  -,N/A,	 ,Overcast
7:45 AM,42.1 °F,32.8 °F,37.0 °F,82%,29.76 in,10.0 mi,ESE,21.9 mph,25.3 mph,N/A,	 ,Overcast
7:53 AM,42.1 °F,33.3 °F,37.0 °F,82%,29.66 in,10.0 mi,SE,19.6 mph,  -,N/A,	 ,Overcast
8:53 AM,39.9 °F,30.5 °F,36.0 °F,86%,29.69 in,10.0 mi,ESE,19.6 mph,  -,N/A,	 ,Overcast
9:53 AM,39.9 °F,31.4 °F,36.0 °F,86%,29.75 in,10.0 mi,East,16.1 mph,  -,N/A,	 ,Overcast
10:53 AM,39.0 °F,30.6 °F,36.0 °F,89%,29.76 in,4.0 mi,ESE,15.0 mph,  -,N/A,	 ,Overcast
11:32 AM,39.0 °F,29.9 °F,36.0 °F,89%,29.83 in,2.5 mi,East,17.3 mph,  -,0.00 in,	 ,Overcast
11:53 AM,37.9 °F,28.9 °F,36.0 °F,93%,29.78 in,2.0 mi,East,16.1 mph,  -,0.00 in,	 ,Overcast
12:32 PM,37.9 °F,28.9 °F,35.1 °F,89%,29.85 in,2.0 mi,ESE,16.1 mph,23.0 mph,0.00 in,	 ,Overcast
12:43 PM,39.0 °F,28.8 °F,36.0 °F,89%,29.84 in,3.0 mi,ESE,21.9 mph,  -,0.00 in,Rain,Light Rain
12:53 PM,39.0 °F,30.6 °F,36.0 °F,89%,29.80 in,10.0 mi,East,15.0 mph,  -,0.00 in,Rain,Light Rain
1:06 PM,39.0 °F,30.6 °F,36.0 °F,89%,29.86 in,9.0 mi,ESE,15.0 mph,  -,0.00 in,Rain,Light Rain
1:30 PM,39.0 °F,30.6 °F,36.0 °F,89%,29.86 in,6.0 mi,East,15.0 mph,  -,0.00 in,	 ,Overcast
1:41 PM,39.0 °F,31.4 °F,36.0 °F,89%,29.87 in,1.2 mi,East,12.7 mph,  -,0.00 in,	 ,Overcast
1:53 PM,37.9 °F,29.2 °F,36.0 °F,93%,29.82 in,1.2 mi,East,15.0 mph,  -,0.00 in,Rain,Light Rain
