Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,63.0 °F,45.0 °F,52%,29.91 in,10.0 mi,SE,17.3 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,61.0 °F,46.9 °F,60%,29.90 in,10.0 mi,SE,15.0 mph,  -,N/A,	 ,Mostly Cloudy
2:53 AM,62.1 °F,45.0 °F,53%,29.89 in,10.0 mi,South,13.8 mph,  -,N/A,	 ,Mostly Cloudy
3:53 AM,61.0 °F,43.0 °F,52%,29.91 in,10.0 mi,South,11.5 mph,  -,N/A,	 ,Mostly Cloudy
4:53 AM,59.0 °F,41.0 °F,51%,29.94 in,10.0 mi,North,9.2 mph,  -,N/A,	 ,Mostly Cloudy
5:53 AM,54.0 °F,45.0 °F,72%,29.95 in,10.0 mi,SE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
6:53 AM,55.0 °F,45.0 °F,69%,29.97 in,10.0 mi,SSE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
7:53 AM,66.0 °F,46.0 °F,48%,29.95 in,10.0 mi,WSW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
8:53 AM,71.1 °F,46.9 °F,42%,29.94 in,10.0 mi,Variable,6.9 mph,  -,N/A,	 ,Scattered Clouds
9:53 AM,75.0 °F,46.0 °F,36%,29.92 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Scattered Clouds
10:53 AM,82.0 °F,44.1 °F,26%,29.90 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Scattered Clouds
11:53 AM,86.0 °F,34.0 °F,16%,29.89 in,10.0 mi,West,3.5 mph,  -,N/A,	 ,Scattered Clouds
12:53 PM,88.0 °F,33.1 °F,14%,29.87 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,91.0 °F,30.9 °F,12%,29.86 in,10.0 mi,NNW,10.4 mph,23.0 mph,N/A,	 ,Scattered Clouds
2:47 PM,87.8 °F,37.4 °F,17%,30.12 in,10.0 mi,North,6.9 mph,  -,N/A,Thunderstorm,Mostly Cloudy
2:53 PM,89.1 °F,36.0 °F,15%,29.86 in,10.0 mi,NNE,9.2 mph,  -,N/A,Thunderstorm,Mostly Cloudy
3:06 PM,90.0 °F,35.1 °F,14%,30.11 in,10.0 mi,NNE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,79.0 °F,39.0 °F,24%,29.92 in,10.0 mi,North,20.7 mph,36.8 mph,N/A,	 ,Mostly Cloudy
4:53 PM,82.9 °F,37.0 °F,19%,29.88 in,10.0 mi,NE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
5:53 PM,82.0 °F,37.9 °F,21%,29.89 in,10.0 mi,NW,20.7 mph,  -,N/A,	 ,Mostly Cloudy
6:53 PM,81.0 °F,37.9 °F,21%,29.88 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,80.1 °F,39.9 °F,24%,29.87 in,10.0 mi,SSW,3.5 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,75.9 °F,41.0 °F,29%,29.87 in,10.0 mi,SW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,68.0 °F,42.1 °F,39%,29.88 in,10.0 mi,SSE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
10:53 PM,64.0 °F,42.1 °F,45%,29.88 in,10.0 mi,South,10.4 mph,  -,N/A,	 ,Scattered Clouds
11:53 PM,71.1 °F,42.1 °F,35%,29.87 in,10.0 mi,SSW,12.7 mph,  -,N/A,	 ,Mostly Cloudy
