Time (MST),Temp.,Windchill,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,,
12:53 AM,5.0 °F,  -,1.0 °F,84%,30.29 in,8.0 mi,Calm,Calm,  -,0.00 in,Snow,Light Snow
1:16 AM,5.0 °F,-2.1 °F,1.0 °F,84%,30.08 in,8.0 mi,NE,3.5 mph,  -,0.00 in,Snow,Light Snow
1:53 AM,6.1 °F,  -,3.0 °F,87%,30.29 in,0.5 mi,Calm,Calm,  -,0.00 in,"Fog
	,
Snow",Light Snow
2:12 AM,6.1 °F,  -,3.0 °F,87%,30.10 in,0.2 mi,Calm,Calm,  -,0.00 in,"Fog
	,
Snow",Light Snow
2:53 AM,7.0 °F,0.1 °F,3.9 °F,87%,30.29 in,0.2 mi,SE,3.5 mph,  -,0.00 in,"Fog
	,
Snow",Light Snow
3:00 AM,7.0 °F,0.1 °F,3.9 °F,87%,30.10 in,0.8 mi,South,3.5 mph,  -,0.00 in,Snow,Light Snow
3:09 AM,7.0 °F,-1.7 °F,3.0 °F,84%,30.10 in,2.0 mi,SE,4.6 mph,  -,0.00 in,Snow,Light Snow
3:20 AM,7.0 °F,0.1 °F,3.0 °F,84%,30.10 in,4.0 mi,SE,3.5 mph,  -,0.00 in,Snow,Light Snow
3:53 AM,7.0 °F,  -,3.0 °F,84%,30.30 in,5.0 mi,Calm,Calm,  -,0.00 in,Snow,Light Snow
4:32 AM,7.0 °F,-4.5 °F,3.9 °F,87%,30.11 in,1.8 mi,NE,6.9 mph,  -,0.00 in,Snow,Light Snow
4:53 AM,6.1 °F,-7.8 °F,3.0 °F,87%,30.34 in,2.5 mi,NE,9.2 mph,  -,0.00 in,Snow,Light Snow
5:08 AM,7.0 °F,-1.7 °F,3.0 °F,84%,30.13 in,1.0 mi,ENE,4.6 mph,  -,0.00 in,Snow,Light Snow
5:18 AM,6.1 °F,-2.8 °F,3.0 °F,87%,30.12 in,0.5 mi,ENE,4.6 mph,  -,0.00 in,"Fog
	,
Snow",Light Snow
5:29 AM,6.1 °F,-4.3 °F,3.0 °F,87%,30.13 in,0.2 mi,ENE,5.8 mph,  -,0.00 in,"Fog
	,
Snow",Light Snow
5:53 AM,6.1 °F,  -,3.0 °F,87%,30.36 in,0.2 mi,Calm,Calm,  -,0.00 in,Snow,Light Snow
6:45 AM,7.0 °F,  -,3.0 °F,84%,30.14 in,0.8 mi,Calm,Calm,  -,0.00 in,Snow,Light Snow
6:53 AM,7.0 °F,-1.7 °F,3.0 °F,84%,30.36 in,0.8 mi,NE,4.6 mph,  -,0.00 in,Snow,Light Snow
7:53 AM,7.0 °F,-3.3 °F,3.0 °F,84%,30.39 in,0.8 mi,NE,5.8 mph,  -,0.00 in,Snow,Light Snow
8:53 AM,8.1 °F,-0.5 °F,3.9 °F,83%,30.41 in,0.8 mi,ENE,4.6 mph,  -,0.00 in,Snow,Light Snow
9:32 AM,8.1 °F,-0.5 °F,3.9 °F,83%,30.18 in,3.0 mi,East,4.6 mph,  -,0.00 in,Snow,Light Snow
9:45 AM,8.1 °F,-3.2 °F,3.9 °F,83%,30.19 in,3.0 mi,ENE,6.9 mph,  -,0.00 in,Snow,Light Snow
9:53 AM,9.0 °F,0.6 °F,3.9 °F,80%,30.43 in,3.0 mi,NE,4.6 mph,  -,0.00 in,Snow,Light Snow
10:53 AM,8.1 °F,-2.0 °F,3.9 °F,83%,30.44 in,3.0 mi,NE,5.8 mph,  -,0.00 in,Snow,Light Snow
11:53 AM,8.1 °F,-0.5 °F,3.9 °F,83%,30.42 in,3.0 mi,ENE,4.6 mph,  -,0.01 in,Snow,Light Snow
12:53 PM,9.0 °F,0.6 °F,5.0 °F,84%,30.39 in,3.0 mi,East,4.6 mph,  -,0.00 in,Snow,Light Snow
1:04 PM,10.0 °F,-0.9 °F,3.9 °F,76%,30.15 in,3.0 mi,East,6.9 mph,  -,0.00 in,	 ,Haze
1:53 PM,9.0 °F,0.6 °F,3.9 °F,80%,30.36 in,3.0 mi,ENE,4.6 mph,  -,0.00 in,	 ,Overcast
2:53 PM,9.0 °F,-2.2 °F,3.9 °F,80%,30.38 in,3.0 mi,ENE,6.9 mph,  -,N/A,	 ,Overcast
3:15 PM,10.0 °F,0.4 °F,3.9 °F,76%,30.16 in,7.0 mi,ENE,5.8 mph,  -,N/A,	 ,Overcast
3:53 PM,9.0 °F,-0.9 °F,3.9 °F,80%,30.40 in,9.0 mi,ENE,5.8 mph,  -,N/A,	 ,Overcast
4:53 PM,8.1 °F,-2.0 °F,3.0 °F,80%,30.42 in,5.0 mi,East,5.8 mph,  -,0.00 in,Snow,Light Snow
5:53 PM,8.1 °F,-0.5 °F,3.0 °F,80%,30.45 in,8.0 mi,East,4.6 mph,  -,0.00 in,Snow,Light Snow
6:53 PM,8.1 °F,-2.0 °F,3.0 °F,80%,30.46 in,7.0 mi,ESE,5.8 mph,  -,0.00 in,Snow,Light Snow
7:43 PM,9.0 °F,-0.9 °F,3.9 °F,80%,30.23 in,7.0 mi,ESE,5.8 mph,  -,0.00 in,Snow,Light Snow
7:53 PM,9.0 °F,2.4 °F,3.9 °F,80%,30.46 in,9.0 mi,SE,3.5 mph,  -,0.00 in,Snow,Light Snow
8:11 PM,6.1 °F,-5.6 °F,1.9 °F,83%,30.23 in,4.0 mi,SE,6.9 mph,  -,0.00 in,Snow,Light Snow
8:28 PM,5.0 °F,-9.1 °F,1.0 °F,84%,30.22 in,2.0 mi,SE,9.2 mph,  -,0.00 in,Snow,Light Snow
8:44 PM,6.1 °F,-5.6 °F,1.9 °F,83%,30.23 in,4.0 mi,SE,6.9 mph,  -,0.00 in,Snow,Light Snow
8:53 PM,6.1 °F,-5.6 °F,1.9 °F,83%,30.46 in,4.0 mi,SSE,6.9 mph,  -,0.00 in,Snow,Light Snow
9:01 PM,7.0 °F,-4.5 °F,1.9 °F,80%,30.22 in,3.0 mi,South,6.9 mph,  -,0.00 in,Snow,Light Snow
9:53 PM,9.0 °F,-2.2 °F,5.0 °F,84%,30.43 in,3.0 mi,South,6.9 mph,  -,0.00 in,Snow,Light Snow
10:35 PM,9.0 °F,-0.9 °F,5.0 °F,84%,30.21 in,8.0 mi,SSE,5.8 mph,  -,0.00 in,	 ,Scattered Clouds
10:53 PM,8.1 °F,-2.0 °F,3.9 °F,83%,30.44 in,7.0 mi,SSE,5.8 mph,  -,0.00 in,	 ,Clear
11:53 PM,5.0 °F,-2.1 °F,1.0 °F,84%,30.42 in,5.0 mi,SSE,3.5 mph,  -,N/A,	 ,Partly Cloudy
